音韻編碼,字頭,釋義
IJy,𡀿,𡀿𡀿吳人呼狗方言也
DKC,暮,日晚也冥也又姓出何氏姓苑莫故切六
DKC,慕,思慕又虜複姓二氏前燕錄云昔高辛氏游於海濱留少子厭越以居北夷邑于紫蒙之野号曰東胡秦西漢之際爲匈奴所敗分保鮮卑山因山爲号至魏初莫護跋率部落入居遼西時燕代多冠步搖冠跋好之乃斂髮襲冠諸部因謂之步搖後音訛爲慕容焉跋孫涉歸進拜單于遵循華俗自云慕二儀之德繼三光之容以爲氏歸子廆據遼東稱王僭号燕後又有將軍慕輿虔
DKC,募,召也
DKC,墓,墳墓
DKC,慔,勉也
DKC,𥰻,竹筥
GKC,渡,濟也過也去也徒故切五
GKC,斁,猒也一曰終也詩云服之無斁又音亦
GKC,鍍,金飾物也
GKC,度,法度又姓出後漢荊州刺史度尚又徒各切
GKC,𥯖,蠶𥯖
IKC,路,道路亦大也周禮曰合方氏掌達天下之道路爾雅曰一達謂之道路又姓本自帝摯之後出陽平襄城陳留安定東陽河南等六望洛故切十三
IKC,露,說文曰露潤澤也五經通義曰和氣津凝爲露也蔡邕月令曰露者陰之液也又露見也亦姓風俗通云漢有上黨都尉露平
IKC,潞,水名又州名春秋時初爲黎國後爲狄境古黎亭也周爲潞州隋爲韓州又爲上黨郡唐爲潞州開元中陞爲大都督府又縣名在幽州
IKC,輅,車輅釋名曰天子乘玉輅以玉飾車也輅亦車也謂之輅者言行於道路也
IKC,鷺,爾雅曰鷺春鉏郭璞云白鷺也頭翅背上皆有長翰毛江東人取以爲睫㰚名之曰白鷺縗
IKC,璐,玉名
IKC,賂,遺賂也
IKC,簬,竹名
IKC,簵,竹名
IKC,虂,蔠葵蘩虂
IKC,𤻱,𤸵𤻱痞病
IKC,㿖,𤸵𤻱痞病
IKC,𦌕,𦌕䍛取魚具也
EKC,妒,妬忌當故切十二
EKC,妬,妬忌當故切十二
EKC,秅,禾束又縣名在濟陰或作秺
EKC,秺,禾束又縣名在濟陰或作秺
EKC,奼,美女
EKC,𤴱,
EKC,𦘴,𦘴胍腹大
EKC,𤴱,乳病
EKC,㓃,奠酒爵也
EKC,蠹,食木蟲也
EKC,螙,古文
EKC,殬,敗也
EKC,斁,敗也
FKC,菟,菟絲草名又虜複姓後魏書有菟賴氏湯故切四
FKC,兔,獸名崔豹古今注云兔口有缺尻有九孔論衡曰兔舐毫而孕及其生子從口而出說文云象踞後其尾形兔頭與㲋頭同
FKC,吐,歐也又湯古切
FKC,鵵,木鵵鳥有毛角
dKC,顧,迴視也眷也又姓出吳郡古暮切十五
dKC,頋,俗
dKC,雇,本音戶九雇鳥也相承借爲雇賃字
dKC,稒,稒陽縣在五原
dKC,故,舊也事也常也又姓出姓苑
dKC,酤,賣也又旨姑
dKC,沽,賣也又旨姑
dKC,痼,太病
dKC,固,堅也一也常也故也四塞也
dKC,錮,錮鑄又禁錮也亦鑄塞也
dKC,㽽,小兒口瘡
dKC,鯝,魚肚中腸
dKC,䍛,𦌕䍛取魚具也
dKC,棝,射鼠斗也
dKC,凅,凝也閉也
gKC,誤,謬誤五故切十四
gKC,悞,謬誤五故切十四
gKC,寤,覺寤
gKC,忤,逆也
gKC,啎,逆也
gKC,迕,遇也
gKC,遻,遇也
gKC,晤,明也朗也
gKC,悟,心了
gKC,逜,干逜
gKC,窹,廣雅云竈名
gKC,捂,斜柱也又枝捂也
gKC,娛,娛樂也又五于切
gKC,䎸,聽也
jKC,護,救也助也胡誤切十七
jKC,瓠,匏也又瓠子隄名亦姓淮南子有瓠巴善鼓琴
jKC,嫭,美好
jKC,婟,婟嫪戀惜也出聲類
jKC,頀,大頀湯樂周禮作濩
jKC,互,差互俗作㸦餘倣此
jKC,濩,布濩
jKC,䇘,所以收絲
jKC,冱,寒凝
jKC,枑,門外行馬
jKC,䨼,青屬
jKC,韄,佩刀飾也
jKC,𧥮,誌也認也
jKC,鱯,魚名
jKC,擭,布擭猶分解也
jKC,𦊂,兔網
jKC,𦬚,草名
QKC,訴,訟也毁也說文作𧩯告也桑故切十五
QKC,愬,譖也說文同上
QKC,𧪜,向也說文同上
QKC,泝,逆流而上廣雅曰泝斗舟中抒水斗
QKC,遡,說文同上
QKC,素,列子曰太素者質之始也又空也故也帛也說文作𦃃白緻繒也又虜複姓二氏後趙錄有宜陽公素和明又後魏書云素黎氏後改爲黎氏
QKC,傃,向也
QKC,嗉,鳥嗉
QKC,膆,鳥嗉
QKC,𤤐,玉名
QKC,塑,塑像也出周公夢書
QKC,塐,捏土容出古今奇字
QKC,䛾,諳䛾
QKC,𤢘,牲白也亦作素
QKC,㨞,暗取物也
PKC,祚,福也祿也位也昨誤切七
PKC,胙,祭餘
PKC,阼,阼階東階
PKC,𧃘,魚醬
PKC,飵,相謁食也
PKC,𧇿,往也
PKC,秨,禾稼皃又音昨
HKC,笯,盛鳥籠也乃故切又音奴二
HKC,怒,恚也又音努
AKC,布,布帛也又陳也周禮錢行之曰布藏之曰泉又姓陶侃列傳有江夏布興博故切六
AKC,圃,園圃說文曰種菜曰圃又音補
AKC,佈,佈徧也
AKC,抪,抪持
AKC,𠜙,裁刀
AKC,𧉩,𧉩蝜蟲也
hKC,汙,染也說文穢也烏路切又音烏四
hKC,惡,憎惡也又烏各切
hKC,噁,喑噁怒皃
hKC,䜑,相毁說文作䛩
BKC,怖,惶懼也普故切五
BKC,悑,上同見說文
BKC,鋪,設也又普胡切
BKC,誧,謀也
BKC,𤸵,𤸵𤻱痞病又音步
OKC,厝,置也倉故切五
OKC,措,舉也投也說文置也
OKC,醋,醬醋說文作酢
OKC,錯,金塗又姓宋太宰之後又千各切
OKC,㳻,壅水
eKC,絝,說文曰脛衣也苦故切七
eKC,袴,說文曰脛衣也苦故切七
eKC,庫,貯物舍也又姓風俗通云古守庫大夫之後以官爲氏後漢輔義侯庫鈞亦虜複姓二氏周有少師庫狄峙又有庫門氏亦虜三字姓前燕錄有岷山桓公庫傉官泥
eKC,胯,股也韓信出於胯下
eKC,䔯,醋葅
eKC,苦,困也今人苦車是
eKC,跨,踞也
CKC,捕,捉也薄故切十三
CKC,哺,食在口也
CKC,步,行步爾雅曰堂下謂之步白虎通曰人踐三尺法天地人再舉足步備陰陽也又姓左傳晉有步揚食采於步後因氏焉又虜三字姓三氏後魏書步六孤氏後改爲陸氏又西方步鹿根氏後改爲步氏北齊書有步大汗薩
CKC,鞴,鞴靫盛箭室
CKC,餔,餹餔又作䊇
CKC,鮬,魚名
CKC,𩣝,𩣝馬習馬案左傳曰左師見夫人之步馬字不從馬
CKC,䒀,艇船
CKC,𨛒,亭名
CKC,鵏,鵏豉鳥
CKC,𤸵,𤸵𤻱痞病又音怖
CKC,荹,亂草說文曰亂稾也
CKC,𩢕,馬名
iKC,謼,號謼亦作呼荒故切又火姑切二
iKC,戽,戽斗舀水器也
NKC,作,造也臧祚切一
NLa,霽,雨止也子計切八
NLa,隮,升也又子奚切
NLa,躋,升也又子奚切
NLa,濟,渡也定也止也又卦名既濟又子禮切
NLa,擠,排盪又將西反
NLa,䰏,婦人束小髻也又音祭音節
NLa,䶓,䶓緝麻紵名出異字苑
NLa,穧,穫也又音劑
ELa,帝,說文曰諦也王天下之號也爾雅曰君也都計切二十三
ELa,諦,審也
ELa,嚏,鼻氣也
ELa,啑,俗
ELa,柢,木根柢也
ELa,蔕,草木綴實
ELa,螮,螮蝀
ELa,蝃,上同見詩
ELa,摕,撮取
ELa,𦨢,𦨢艡水戰船出字林
ELa,䠠,姓也漢書王莽傳有中常侍䠠惲
ELa,疐,疐柢也爾雅棗李曰疐之謂去柢也
ELa,骶,背也
ELa,僀,俊也
ELa,𢰂,兩手急持人也
ELa,䟡,蹋也
ELa,𤬵,𤬵瓽大瓮
ELa,偙,偙儶
ELa,腣,胅腹皃又當兮切
ELa,趆,趨走皃
ELa,蝭,寒蟬又音啼
ELa,䩚,補履下也
ELa,渧,埤蒼云渧𤃀漉也
PLa,嚌,甞至齒也在詣切十
PLa,劑,分劑又子隨切
PLa,穧,刈禾把數
PLa,𨣧,鹹也
PLa,眥,目際又才賜切
PLa,齊,火齊似雲母重沓而開色黃赤似金出日南又齊和又徂兮切
PLa,齌,炊餔疾也
PLa,癠,病也
PLa,懠,怒也
PLa,䶩,䶩𪗷
FLa,替,廢也代也滅也說文本作暜廢一偏下也他計切二十
FLa,𤾕,
FLa,暜,
FLa,㬱,並上同出說文
FLa,鬀,說文曰𩮜髮也大人曰髡小兒曰鬀盡及身毛曰𩮜
FLa,剃,說文曰𩮜髮也大人曰髡小兒曰鬀盡及身毛曰𩮜
FLa,戻,輜車旁推戶也
FLa,𣧂,𣧂𣧎
FLa,揥,揥枝整髮釵也
FLa,涕,涕淚
FLa,洟,鼻洟
FLa,䎮,不耕而種
FLa,𡲕,履中薦也亦作屟屜
FLa,达,足滑
FLa,薙,除草
FLa,𢝹,寧𢝹心安
FLa,𧛒,補也
FLa,殢,極困
FLa,𣤢,唾聲
FLa,𥫵,車筤也
FLa,𥱻,竹名也丑戾切又杖胡切一
GLa,第,次第說文本作弟韋束之次弟也今爲兄弟字又漢複姓二氏後漢書第五倫傳云齊諸田徙園陵者多故以次第爲氏有第五第八等氏特計切二十九
GLa,弟,見上注又音上聲
GLa,遰,迢遰又底隷切去也避也
GLa,髢,髲也
GLa,鬀,上同說文音剃
GLa,締,結也
GLa,睇,睇視
GLa,悌,孝悌又音上聲
GLa,娣,娣姒
GLa,禘,大祭五年一禘
GLa,軑,說文曰車輨也
GLa,釱,以鎖加足說文鐵鉗也又音大
GLa,鷤,鷤鴂鳥又音啼
GLa,棣,車下李又常棣子似櫻桃可食又姓王莽司馬棣並
GLa,杕,木盛皃
GLa,踶,蹋
GLa,題,又徒雞切
GLa,遞,更遞
GLa,𧡨,視皃
GLa,㣇,說文曰脩豪獸也一曰河內名豕也
GLa,𢰂,兩手急持人
GLa,摕,取也
GLa,𧫚,𧫚審
GLa,慸,極也又恥厲切
GLa,鯷,鮎魚別名
GLa,𪂿,𪂿䳏鳥又音啼
GLa,墆,墆貯也又墆翳隱蔽皃又徒結切
GLa,𥶛,竹名
GLa,逮,逮及也又徒戴切
OLa,砌,階砌也七計切八
OLa,切,眾也又千結切
OLa,𥉻,視也
OLa,妻,以女妻人又七兮切
OLa,摖,挑取
OLa,䏅,耳聰
OLa,䀙,目䀙
OLa,𦕀,耳聰
QLa,細,小也蘇計切六
QLa,𥿳,古文
QLa,些,可也此也辝也何也楚音又蘇箇切
QLa,栖,雞所宿也又先奚切
QLa,壻,女夫
QLa,𣳦,水出汝南新郪入潁
gLa,詣,至也五計切十一
gLa,𢏗,古能射人名說文曰帝嚳射官也夏少康滅之
gLa,羿,古能射人名說文曰帝嚳射官也夏少康滅之
gLa,𦐧,說文曰羽之羿風亦古諸侯也一曰射師
gLa,睨,睥睨
gLa,栺,枍栺殿名
gLa,盻,恨視又下戾切
gLa,𧡎,旁視
gLa,甈,破罌
gLa,堄,埤堄女牆也見博雅
gLa,霓,虹又音倪
dLa,計,籌計說文會也筭也又姓後漢有計子古詣切十二
dLa,係,連係
dLa,繼,紹繼俗作継
dLa,繫,縛繫又口奚胡計二切
dLa,薊,草名爾雅曰朮山薊又縣名又州開元十八年以漁陽縣爲薊州又姓後漢有薊子訓俗作葪
dLa,髻,綰髮
dLa,𨜒,燕都
dLa,檕,爾雅曰朹檕梅說文云繘耑木也
dLa,檵,枸杞
dLa,蘻,狗毒草也
dLa,轚,舟車轚互序而行也
dLa,㲅,係也盡也
jLa,蒵,屧蒵胡計切十四
jLa,䐼,喉脈
jLa,𦝜,喉脈
jLa,系,緒也又姓楚有系益
jLa,𦃟,籀文
jLa,妎,心不了也說文妬也又音害
jLa,禊,祓除不祥也又禊飲
jLa,繫,易之繫辭
jLa,瘛,小兒病又尺制切
jLa,慀,恨足也
jLa,㨙,㨙換
jLa,盻,恨視又五計切
jLa,䦏,門扇又胡介切
jLa,稧,稧事換秧
eLa,契,契約苦計切又苦結切十
eLa,栔,刻也
eLa,罊,說文云器中盡
eLa,䏿,字林云腨腸
eLa,蟿,蟿螽螇蚸
eLa,𦩣,舟名
eLa,𢢞,劇也又怖也
eLa,𡢖,難也
eLa,䫔,恐也
eLa,䁈,省視
hLa,翳,羽葆也又隱也奄也障也又鳥名似鳳於計切十七
hLa,曀,陰風詩曰終風且曀
hLa,枍,枍栺
hLa,瘱,靜也安也恭也
hLa,㝣,安也靜也
hLa,㙠,塵也
hLa,殪,殪死
hLa,瞖,目瞖
hLa,医,藏弓弩矢器
hLa,嫕,婉嫕柔順皃
hLa,蘙,蘙薈
hLa,縊,自縊
hLa,豷,豕息
hLa,繄,是也賴縚走絲也
hLa,㙪,天陰塵也
hLa,𧬇,𧬇諦
hLa,殹,擊中聲也
DLa,謎,隱言也莫計切二
DLa,㩢,裁也
ALa,閉,掩閉說文曰闔門也博計切五
ALa,閇,俗
ALa,嬖,愛也卑也妾也
ALa,箅,甑箅也說文蔽也所以蔽甑底又必至切
ALa,㪏,㪏㪒毁也又補米切
jL6,慧,解也胡桂切十三
jL6,憓,憓愛也
jL6,潓,水名
jL6,惠,仁也亦惠然順也又姓出琅邪周惠王之後梁有惠施
jL6,蟪,蟪蛄
jL6,蕙,香草蘭屬
jL6,橞,木名
jL6,繐,繐帳又音歲
jL6,㩨,㩨裂
jL6,儶,偙儶
jL6,譓,多謀智曰譓也
jL6,鏸,銳也又三隅矛
jL6,𦒎,羽𦒎
dL6,桂,木名叢生合浦巴南山峯閒無雜木葉長尺餘冬夏長青其花白山海經曰八樹成林又姓後漢太尉陳球碑有城陽炅橫漢末被誅有四子一守墳墓姓炅一子避難居徐州姓昋一子居幽州姓桂一子居華陽姓炔此四字皆九畫古惠切九
dL6,昋,
dL6,炅,
dL6,炔,並見上注
dL6,筀,竹名
dL6,罣,挂也
dL6,𤱾,𤱾𤳤
dL6,𣧎,𣧎𣧎殛殀也死皃也
dL6,䳏,𪂿䳏即杜鵑也
iL6,嘒,聲急說文小聲也亦作嚖呼惠切三
iL6,嚖,聲急說文小聲也亦作嚖呼惠切三
iL6,暳,小星詩亦作嘒
BLa,媲,配也匹詣切七
BLa,䠘,上同見管子
BLa,睥,睥睨
BLa,淠,水名在汝南
BLa,濞,水名又芳備切
BLa,𣹮,水聲
BLa,𠞇,𠞇斫
CLa,薜,薜荔蒲計切五
CLa,𨫔,所以理苗殺草
CLa,𥴬,弋鳥具也
CLa,𨢡,醬也
CLa,𣘥,木名
ILa,麗,美也著也又姓出姓苑郎計切三十三
ILa,戾,乖也待也利也立也罪也來也至也定也又很戾說文曲也从犬出戶下戾者身戾曲也
ILa,㑦,很㑦俗
ILa,隸,僕隷
ILa,隷,上同俗作𣜩
ILa,儷,伉儷
ILa,盭,綠色又綬名或作綟又云弼也
ILa,綟,草色衣也
ILa,劙,割破
ILa,𠠫,割破
ILa,唳,鶴鳴曰唳
ILa,蜧,大蝦蟆也
ILa,䓞,紫草
ILa,沴,妖氣說文曰水不利也
ILa,荔,薜荔香草又羌複姓有荔非氏
ILa,捩,琵琶撥也
ILa,欐,梁棟之名也又師禮二音
ILa,𤃀,埤蒼云渧𤃀漉也
ILa,𥶾,札也
ILa,涖,汔也又力二切
ILa,悷,𢤱悷多惡又懍悷悲吟也
ILa,栛,小槤木名
ILa,丽,本也又鹿皮
ILa,蜦,神蛇又音倫
ILa,㸚,止也系也
ILa,珕,方飾又力智切
ILa,𣛒,竊視也
ILa,㿛,瘦黑又力翅切
ILa,䚕,求視又師蟻切
ILa,䕻,草木生亞土也
ILa,𩘡,急風
ILa,離,漢書云附離著也
ILa,𣟌,木名
HLa,泥,滯陷不通語云致遠恐泥奴計切又奴低切五
HLa,埿,俗
HLa,𢤇,𢤇𢘬音慢又相𢤇摩也
HLa,迡,近也
HLa,濘,濘陷
iLa,㰥,氣越名呼計切三
iLa,㚛,肥大
iLa,殢,殢極困也
NMS,祭,享也祀也薦也至也察也子例切七
NMS,際,邊也畔也會也
NMS,穄,黍穄呂氏春秋曰飯之美者有山陽之際說文曰𪎭也𪎭音縻
NMS,鰶,魚名
NMS,䰏,露髻又音霽
NMS,㦣,寐言
NMS,穧,穫也又才計切
QMy,歲,釋名曰歲越也越故限也從步戌相銳切四
QMy,櫘,小棺又篲衛二音
QMy,𦄑,布縷細也
QMy,繐,布縷細也
kMy,衛,護也垂也加也亦州名殷所都也本衛國爲翟所滅齊桓公伐翟遷衛于河南秦屬東郡魏文置朝歌郡晉爲汲郡東魏爲義州周武改爲衛州亦官名漢書曰衛尉秦官掌宮門衛屯兵又姓周文王子衛康叔之後國滅因氏焉出河東陳留二望又精衛鳥名山海經云狀如鳥白首赤喙其鳴目呼取西山木石以填東海于歲切十三
kMy,軎,說文曰車軸耑也从車象形
kMy,轊,說文曰車軸耑也从車象形
kMy,璏,劒鼻王莽碎玉劒璏
kMy,𥶽,竹名
kMy,𧲝,豚屬
kMy,𧲔,豚屬
kMy,槥,小棺
kMy,彗,日中必彗
kMy,㦣,寐言
kMy,讆,寐言
kMy,𤜂,牛蹄
kMy,熭,曬乾
cMy,芮,草生狀又姓周司徒芮伯之後而銳切六
cMy,汭,水曲說文曰水相入皃
cMy,枘,柄枘
cMy,蜹,蚊蜹又音爇
cMy,笍,竹名
cMy,鈉,銳鈉
XMy,贅,贅肉也又最也聚也又贅衣官名也之芮切二
XMy,𠭥,卜問吉凶
VMy,𠻜,小歠也山芮切一
OMy,毳,細手也又姓出姓苑此芮切又楚稅切十二
OMy,韢,囊屬以盛賊頭又音遂
OMy,脃,說文曰小耎易斷也
OMy,膬,上同又七劣切
OMy,脆,俗
OMy,帨,佩巾又音稅
OMy,竁,葬穿壙也又楚稅切
OMy,𣃍,斷也
OMy,𧑎,蟲名
OMy,㓹,小割
OMy,㯔,重擣又楚稅切
OMy,𤂳,飲也
lMy,銳,利也又姓姓苑云升平中鮮卑有御史中丞銳管以芮切六
lMy,銴,銅生五色
lMy,叡,聖也
lMy,睿,聖也
lMy,䓲,草生狀
lMy,蜹,毒蟲又而稅切
JMy,綴,連綴陟衛切又丁劣切十一
JMy,醊,祭也
JMy,畷,禮注云井田閒道吳都賦云畛畷無數又張劣切
JMy,笍,小車具也
JMy,䄌,重祭
JMy,啜,甞也
JMy,餟,說文曰祭酹也司馬貞曰漢志作腏字通
JMy,腏,上同又皮腏著也
JMy,錣,針也
JMy,卂,釣也
JMy,輟,車小缺也
aMy,稅,斂也舍也又姓盛弘之荊州記云建平信陵縣有稅氏舒芮切九
aMy,說,說誘
aMy,裞,衣送死也又禮注云日月已過乃聞喪而服曰裞又他活切又他外切
aMy,蛻,蛻皮又他臥切又他外切
aMy,帨,佩巾也又音脃
aMy,𢄢,說文曰禮巾也
aMy,涗,溫水又清也
aMy,䬽,小餟也又郎外切
aMy,䭨,小餟也又郎外切
CMS,弊,困也惡也說文曰頓仆也俗作弊毗祭切五
CMS,斃,死也說文同上
CMS,幣,幣帛
CMS,㡀,說文曰敗衣也从巾象敗衣之形又匹世切
CMS,敝,說文曰帗也一曰敗衣也又姓左傳齊有敝無存
TMy,㯔,重擣楚稅切四
TMy,𣃍,𣃍斷
TMy,竁,葬穿壙也
TMy,毳,細毛
RMy,篲,埽帚爾雅曰葥王篲本亦從艹祥歲切九
RMy,𥱵,古文
RMy,鏏,大鼎
RMy,彗,星名又音遂
RMy,䵻,小鼎
RMy,槥,小棺
RMy,軎,車軸頭也又音衛
RMy,轊,車軸頭也又音衛
RMy,𢅫,布巾
AMS,蔽,掩也必袂切四
AMS,鄨,縣名在牂牁又音鷩
AMS,鷩,爾雅曰鷩雉郭璞云似山雞而小冠周禮云王享先公饗射則鷩冕又音鼈
AMS,彆,弓彆
dM2,劌,傷也割也居衛切六
dM2,鱖,魚名大口細鱗有班文一曰婢魚也
dM2,𠜾,剖𠜾斷割也
dM2,𨇙,爾雅云𨇙洩苦棗亦作蹶
dM2,蹶,行急遽皃曲禮曰足無蹶又居月切
dM2,𤜂,踶𤜂牛展足
DMS,袂,袖也彌弊切一
VMS,㡜,殘帛所例切三
VMS,鎩,矛戟類又所戒切
VMS,蔱,椒蔱又所八切
YMS,掣,掣曳尺制切又尺折切八
YMS,瘛,小兒驚
YMS,懘,㥈懘音不和也㥈樂記作帖
YMS,痸,郭璞云癩病
YMS,𤸪,郭璞云癩病
YMS,𢜳,說文曰小怒也
YMS,銐,除利也
YMS,𤢻,狂犬別名
XMS,制,禁制又斷也止也勝也說文作𠛐裁也从刀从未物有滋味可裁斷也征例切十八
XMS,𠛐,見上注
XMS,𦜗,魚醬亦作𨡐
XMS,淛,水名
XMS,製,製作又裁也
XMS,䎺,入意一曰聞也
XMS,晢,星光也亦作晣又音折
XMS,䇽,方言云自關而西謂簟或謂之䇽
XMS,㛳,婦孕病兒
XMS,㝂,蝗子
XMS,䱥,魚名可爲醬
XMS,䀸,目光也又丑世切
XMS,狾,狂犬
XMS,𥍭,矛也
XMS,䩢,刀鞞
XMS,䭁,臭敗之味
XMS,䠠,古人姓
XMS,迣,迾也度也
ZMS,逝,往也行也去也時制切十三
ZMS,忕,忕習
ZMS,觢,牛角豎也
ZMS,噬,齧噬
ZMS,誓,誓約
ZMS,𣂯,古文
ZMS,筮,龜曰蓍曰筮巫咸作筮筮決也
ZMS,簭,上同見周禮
ZMS,澨,水名書曰過三澨
ZMS,銴,車樘結一曰銅生五色又音銳
ZMS,遾,逮也
ZMS,𧻸,踰也
ZMS,𦚨,割𠟼
lMS,曳,牽也引也餘制切二十九
lMS,裔,邊也苗裔也又容裔也說文曰衣裾也俗作𧚞
lMS,𤤺,石之次玉也
lMS,勩,勞也
lMS,泄,水名在九江又音薛
lMS,洩,水名在九江又音薛
lMS,𤵺,病也
lMS,䎈,鳥飛
lMS,枻,檝枻
lMS,詍,多言
lMS,𢘽,明也一曰習也
lMS,𦒎,鳳六翮
lMS,靾,以馬鞍贈亡人
lMS,跇,超踰又丑例切
lMS,𠂆,施明也又身皃
lMS,袣,長被又衣長皃
lMS,䄿,白䄿稻名
lMS,𪀕,鳥名
lMS,㵝,溶㵝水皃
lMS,㑜,合板㑜縫
lMS,抴,數也
lMS,㛳,婦人病胎
lMS,䇩,長也
lMS,㹭,狸子
lMS,丿,至地
lMS,㵩,蒸也又蔥㵩也
lMS,𢂼,裂也
lMS,呭,呭樂說文曰多言也亦作㖂
lMS,䕍,草名
hMW,䋵,急也一曰不成也於罽切五
hMW,瘞,埋也
hMW,餲,又於葛於介二切
hMW,𦝲,𦝲臆
hMW,䔽,清也又音藹
gMS,藝,才能也靜也常也準也又姓出姓苑魚祭切八
gMS,埶,說文穜也周禮音世
gMS,蓺,說文穜也周禮音世
gMS,寱,睡語
gMS,㦣,睡語
gMS,囈,亦同
gMS,槸,樹枝相摩
gMS,褹,字林云複襦也
LMS,滯,廢也止也凝也久也直例切七
LMS,彘,豕也又姓左傳有彘恭子
LMS,蹛,蹛林又音帶
LMS,銐,除利也
LMS,璏,劒鼻玉也
LMS,𦭮,草補缺
LMS,𩻼,魚名
IMS,例,比也皆也力制切二十五
IMS,厲,惡也亦嚴整也烈也猛也又姓漢有魏郡太守厲溫
IMS,礪,砥石
IMS,勵,勸勉
IMS,禲,無後鬼也
IMS,癘,疫癘
IMS,㾐,疫癘
IMS,鮤,魚名又音列
IMS,濿,以衣渡水由膝已上爲濿亦作厲詩曰深則厲淺則揭說文又作砅履石渡水也
IMS,砅,義見上注
IMS,蠣,牡蠣蚌屬
IMS,蠇,牡蠣蚌屬
IMS,櫔,木名
IMS,𩧃,馬馳
IMS,𩢾,馬馳
IMS,䅀,黍穰
IMS,𥣭,黍穰
IMS,𧸱,𧸱貨
IMS,糲,麤也又力達切
IMS,巁,巍也
IMS,犡,牛白脊
IMS,栵,栭栗又音列
IMS,𢂥,帛餘亦作㡂
IMS,𢤆,恐人
IMS,洌,清水又音列
eMW,憩,息也去例切六
eMW,𡳅,息也去例切六
eMW,䔾,䔾車草
eMW,愒,爾雅貪也說文息也
eMW,揭,褰衣渡水由膝已下曰揭
eMW,甈,爾雅康瓠謂之甈郭璞云瓠壺也賈誼曰寶康瓠是也
aMS,世,代也又姓風俗通云戰國時有秦大夫世鈞舒制切三
aMS,勢,形勢
aMS,貰,賒也貸也又時夜切
dMW,猘,狂犬宋書云張收嘗爲猘犬所傷食蝦蟆膾而愈居例切八
dMW,𦇧,氈類織毛爲之說文曰西胡毳布也
dMW,罽,上同說文曰魚网也
dMW,𣯅,亦同
dMW,瀱,泉出皃
dMW,訐,持人短又居列切
dMW,彐,彙類說文作彑云豕之頭象其銳而上見也
dMW,蘮,蘮蒘似芹
JMS,㿃,赤白痢亦作䐭竹例切又音帶一
fMW,偈,偈句其憩切一
ZMy,啜,甞也嘗芮切又臣劣切一
KMS,跇,跳子踰也丑例切十一二
KMS,𧼪,跳子踰也丑例切十一二
KMS,傺,侘傺侘敕加切
KMS,𢘽,習也
KMS,慸,困劣
KMS,㑜,㑜刻
KMS,䀸,瞥也
KMS,䚢,𧢷也又丑列切
KMS,揥,佩飾
KMS,䟷,躍皃
KMS,𨂰,渡也
KMS,𥉻,視也
LMy,𨧨,曲刀也削竹也除芮切一
gMW,㓷,去鼻也牛例切一
NMy,蕝,束茅表位子芮切又子悅切三
NMy,𧑎,蟲名又作會切
NMy,㨹,裂也
BMS,潎,魚游水也匹蔽切一
eTy,𥏙,𥏙䂕短皃丘吠切一
iTy,䂕,短皃呼吠切一
iTy,喙,口喙許穢切又昌芮切六
iTy,𤸁,困極也詩云昆夷𤸁矣本亦作喙
iTy,𣨶,困極也詩云昆夷𤸁矣本亦作喙
iTy,𧾣,行走之皃
iTy,餯,飯臭
iTy,顪,頰也
FNC,泰,大也通也古作太他蓋切四
FNC,忕,奢也又逝大二音
FNC,太,甚也大也通也周禮曰太史掌建邦之六典宋書曰太史掌歷數靈臺專候日月星氣焉經典本作大亦漢複姓六氏漢有尚書太叔雄古今人表有太師庇何氏姓苑云太征氏下邳人太士氏永嘉人又有太室氏太祝氏
FNC,汰,太過也
dNC,蓋,覆也掩也通俗文曰張帛也禮記曰敝蓋不棄爲埋狗也又發語端也說文曰苫也俗作盖古太切三
dNC,匃,乞也
dNC,丐,上同本又音緬
gNC,艾,草名一名冰臺又老也長也養也亦姓風俗通云龐儉母艾氏五蓋切三
gNC,𧰿,𧰿猳豕
gNC,鴱,巧婦別名
hNC,藹,晻藹樹繁茂又姓晉南海太守藹奐於蓋切十
hNC,壒,塵也
hNC,馤,香也
hNC,靄,雲狀又於葛切
hNC,𣋞,日色
hNC,䔽,覆也清也微也說文蓋也
hNC,𣩱,死也
hNC,𢣏,清謹
hNC,𪕭,𪖂𪕭小鼠相銜而行
hNC,曖,曖隱
HNC,柰,果木名廣志曰柰有青赤白三種俗作㮏奴帶切五
