描述,反切,字頭,解釋
日合三支去,而瑞,䄲,內也而瑞切一
昌開三支去,充豉,卶,充豉切有大慶也一
心合三支去,思累,䅗,禾四把也思累切二
心合三支去,思累,瀡,滑也
知合三支去,竹恚,娷,竹恚切飢聲二
知合三支去,竹恚,諈,諈諉累也
以合三支去,以睡,瓗,玉名以睡切四
以合三支去,以睡,纗,絃中絕也
以合三支去,以睡,䜜,䜜恨也言
以合三支去,以睡,贀,贀㛪也
孃合三支去,女恚,諉,諈諉累也女恚切三
孃合三支去,女恚,㨅,內也又姓
孃合三支去,女恚,㢻,㢰㢻弓皃
見合三A支去,規恚,瞡,規恚切視也一
莊開三支去,爭義,𧙁,爭義切衣不展也二
莊開三支去,爭義,𤿙,𤿙皺皮不展也
曉合三A支去,呼恚,孈,呼恚切過也一
溪開三B支去,卿義,㞆,跛也卿義切二
溪開三B支去,卿義,掎,跛也說文曰偏引也又居綺切
章開三脂去,脂利,至,到也說文曰鳥飛从高下至地也篆文象形脂利切十三
章開三脂去,脂利,摯,國名亦持也又姓左傳周禮有摯荒
章開三脂去,脂利,贄,執贄也周禮云以禽作六贄以等諸臣孤執皮帛卿執羔大夫執鴈士執雉庶人執鶩工商執鷄本亦作摯
章開三脂去,脂利,鷙,擊鳥
章開三脂去,脂利,礩,柱下石又音質
章開三脂去,脂利,䥍,田器說文曰羊箠也端有鐵又先列切
章開三脂去,脂利,鴲,雀鷇
章開三脂去,脂利,懥,怒也
章開三脂去,脂利,䲀,魚名
章開三脂去,脂利,𩊝,杠絲名亦作𩊞
章開三脂去,脂利,𩊞,上同
章開三脂去,脂利,𢄢,禮巾
章開三脂去,脂利,𡠗,至也
云合三脂去,于愧,位,正也列也莅也中庭之左右謂之位于愧切一
明三B脂去,明祕,郿,縣名在岐州明祕切又音眉十
明三B脂去,明祕,媚,嫵媚
明三B脂去,明祕,魅,魑魅
明三B脂去,明祕,鬽,上同
明三B脂去,明祕,篃,竹名
明三B脂去,明祕,蝞,蝞似蝦寄生龜殼中食之益人顏色
