小韻號,最簡描述,字頭,反切,切韻拼音
2772,澄宵去,召,直照,driewh
2773,常宵去,邵,寔照,djiewh
2774,羣B宵去,嶠,渠廟,gyewh
2775,滂A宵去,剽,匹妙,phiewh
2776,從宵去,噍,才笑,dziewh
2777,明A宵去,妙,彌笑,miewh
2778,清宵去,陗,七肖,tshiewh
2779,來宵去,尞,力照,liewh
2780,溪B宵去,趬,丘召,khyewh
2781,疑B宵去,𧇠,牛召,ngyewh
2782,精宵去,醮,子肖,tsiewh
2783,明B宵去,廟,眉召,myewh
2784,並A宵去,驃,毗召,biewh
2785,書宵去,少,失照,sjiewh
2786,徹宵去,脁,丑召,trhiewh
2787,幫B宵去,裱,方廟,pyewh
2788,羣A宵去,翹,巨要,giewh
2789,日宵去,饒,人要,njiewh
2790,匣肴去,效,胡教,ghaewh
2791,見肴去,教,古孝,kaewh
2792,曉肴去,孝,呼教,haewh
2793,知肴去,罩,都教,traewh
2794,幫肴去,豹,北教,paewh
2795,溪肴去,敲,苦教,khaewh
2796,明肴去,皃,莫教,maewh
2797,滂肴去,奅,匹皃,phaewh
2798,徹肴去,趠,丑教,trhaewh
2799,生肴去,稍,所教,sraewh
2800,澄肴去,棹,直教,draewh
2801,孃肴去,橈,奴教,nraewh
2802,莊肴去,抓,側教,tsraewh
2803,並肴去,靤,防教,baewh
2804,初肴去,抄,初教,tsrhaewh
2805,影肴去,靿,於教,qaewh
2806,疑肴去,樂,五教,ngaewh
2807,崇肴去,巢,士稍,dzraewh
2808,匣豪去,号,胡到,ghawh
2809,定豪去,導,徒到,dawh
2810,端豪去,到,都導,tawh
2811,見豪去,誥,古到,kawh
2812,疑豪去,傲,五到,ngawh
2813,明豪去,冃,莫報,mawh
2814,來豪去,嫪,郎到,lawh
2815,清豪去,操,七到,tshawh
2816,並豪去,暴,薄報,bawh
2817,幫豪去,報,博秏,pawh
2818,從豪去,漕,在到,dzawh
2819,影豪去,奧,烏到,qawh
2820,心豪去,喿,蘇到,sawh
2821,溪豪去,𩝝,苦到,khawh
2822,精豪去,竈,則到,tsawh
2823,曉豪去,秏,呼到,hawh
2824,泥豪去,腝,那到,nawh
2825,見開一歌去,箇,古賀,kah
2826,匣開一歌去,賀,胡箇,ghah
2827,精開一歌去,佐,則箇,tsah
2828,端開一歌去,跢,丁佐,tah
2829,來開一歌去,邏,郎佐,lah
2830,溪開一歌去,坷,口箇,khah
2831,疑開一歌去,餓,五个,ngah
2832,定開一歌去,馱,唐佐,dah
2833,泥開一歌去,奈,奴箇,nah
2834,心開一歌去,些,蘇箇,sah
2835,曉開一歌去,呵,呼箇,hah
2836,透開一歌去,拖,吐邏,thah
2837,見合一歌去,過,古臥,kwah
2838,匣合一歌去,和,胡臥,ghwah
2839,精合一歌去,挫,則臥,tswah
2840,溪合一歌去,課,苦臥,khwah
2841,透合一歌去,唾,湯臥,thwah
2842,幫一歌去,播,補過,pah
2843,清合一歌去,剉,麤臥,tshwah
2844,明一歌去,磨,摸臥,mah
2845,泥合一歌去,愞,乃臥,nwah
2846,滂一歌去,破,普過,phah
2847,從合一歌去,座,徂臥,dzwah
2848,疑合一歌去,臥,吾貨,ngwah
2849,清開一歌去,諎,千過,tshah
2850,曉合一歌去,貨,呼臥,hwah
2851,定合一歌去,惰,徒臥,dwah
2852,並三歌去,縛,符臥,buah
2853,來合一歌去,䇔,魯過,lwah
2854,端合一歌去,𣑫,都唾,twah
2855,清開一歌去,磋,七過,tshah
2856,心合一歌去,䐝,先臥,swah
2857,影開一歌去,侉,安賀,qah
2858,影合一歌去,涴,烏臥,qwah
2859,明二麻去,禡,莫駕,maeh
2860,見開二麻去,駕,古訝,kaeh
2861,影開二麻去,亞,衣嫁,qaeh
2862,曉開二麻去,嚇,呼訝,haeh
2863,疑開二麻去,迓,吾駕,ngaeh
2864,徹開二麻去,詫,丑亞,trhaeh
2865,知開二麻去,吒,陟駕,traeh
2866,莊開二麻去,詐,側駕,tsraeh
2867,崇開二麻去,乍,鋤駕,dzraeh
2868,邪開三麻去,謝,辝夜,ziaeh
2869,溪開二麻去,髂,枯駕,khaeh
2870,匣開二麻去,暇,胡駕,ghaeh
2871,從開三麻去,褯,慈夜,dziaeh
2872,以開三麻去,夜,羊謝,jiaeh
2873,昌開三麻去,䞣,充夜,tjhiaeh
2874,心開三麻去,蝑,司夜,siaeh
2875,章開三麻去,柘,之夜,tjiaeh
2876,精開三麻去,唶,子夜,tsiaeh
2877,書開三麻去,舍,始夜,sjiaeh
2878,船開三麻去,射,神夜,zjiaeh
2879,幫二麻去,霸,必駕,paeh
2880,滂二麻去,帊,普駕,phaeh
2881,匣合二麻去,摦,胡化,ghwaeh
2882,曉合二麻去,化,呼霸,hwaeh
2883,溪合二麻去,跨,苦化,khwaeh
2884,生合二麻去,誜,所化,srwaeh
2885,並二麻去,𤝡,白駕,baeh
2886,孃開二麻去,䏧,乃亞,nraeh
2887,清開三麻去,笡,遷謝,tshiaeh
2888,生開二麻去,嗄,所嫁,sraeh
2889,見合二麻去,坬,古罵,kwaeh
2890,澄開二麻去,䖳,除駕,draeh
2891,疑合二麻去,瓦,五化,ngwaeh
2892,影合二麻去,攨,烏㕦,qwaeh
2893,以開陽去,漾,餘亮,jyangh
2894,來開陽去,亮,力讓,lyangh
2895,崇開陽去,狀,鋤亮,dzryangh
2896,日開陽去,讓,人㨾,njyangh
2897,書開陽去,餉,式亮,sjyangh
2898,知開陽去,帳,知亮,tryangh
2899,徹開陽去,悵,丑亮,trhyangh
2900,曉開陽去,向,許亮,hyangh
2901,澄開陽去,仗,直亮,dryangh
2902,孃開陽去,釀,女亮,nryangh
2903,從開陽去,匠,疾亮,dzyangh
2904,章開陽去,障,之亮,tjyangh
2905,常開陽去,尚,時亮,djyangh
2906,莊開陽去,壯,側亮,tsryangh
2907,影開陽去,怏,於亮,qyangh
2908,羣開陽去,弶,其亮,gyangh
2909,昌開陽去,唱,尺亮,tjhyangh
2910,初開陽去,刱,初亮,tsrhyangh
2911,精開陽去,醬,子亮,tsyangh
2912,疑開陽去,𨋕,魚向,ngyangh
2913,滂陽去,訪,敷亮,phuangh
2914,明陽去,妄,巫放,muangh
2915,曉合陽去,況,許訪,huangh
2916,見合陽去,誑,居況,kuangh
2917,云合陽去,迋,于放,uangh
2918,幫陽去,放,甫妄,puangh
2919,心開陽去,相,息亮,syangh
2920,見開陽去,殭,居亮,kyangh
2921,溪開陽去,唴,丘亮,khyangh
2922,清開陽去,蹡,七亮,tshyangh
2923,羣合陽去,狂,渠放,guangh
2924,並陽去,防,符況,buangh
2925,定開唐去,宕,徒浪,dangh
2926,來開唐去,浪,來宕,langh
2927,匣開唐去,吭,下浪,ghangh
2928,影開唐去,盎,烏浪,qangh
2929,疑開唐去,枊,五浪,ngangh
2930,精開唐去,葬,則浪,tsangh
2931,並唐去,傍,蒲浪,bangh
2932,從開唐去,藏,徂浪,dzangh
2933,端開唐去,譡,丁浪,tangh
2934,溪開唐去,抗,苦浪,khangh
2935,幫唐去,螃,補曠,pangh
2936,透開唐去,儻,他浪,thangh
2937,溪合唐去,曠,苦謗,khwangh
2938,泥開唐去,儾,奴浪,nangh
2939,心開唐去,喪,蘇浪,sangh
2940,匣合唐去,攩,乎曠,ghwangh
2941,見合唐去,桄,古曠,kwangh
2942,見開唐去,鋼,古浪,kangh
2943,曉合唐去,荒,呼浪,hwangh
2944,明唐去,漭,莫浪,mangh
2945,影合唐去,汪,烏浪,qwangh
2946,影開三庚去,映,於敬,qyaengh
2947,見開三庚去,敬,居慶,kyaengh
2948,羣開三庚去,競,渠敬,gyaengh
2949,溪開三庚去,慶,丘敬,khyaengh
2950,見開二庚去,更,古孟,kaengh
2951,明三庚去,命,眉病,myaengh
2952,並三庚去,病,皮命,byaengh
2953,明二庚去,孟,莫更,maengh
2954,匣合二庚去,蝗,戶孟,ghwaengh
2955,幫三庚去,柄,陂病,pyaengh
2956,云合三庚去,詠,爲命,uaengh
2957,匣開二庚去,行,下更,ghaengh
2958,影開二庚去,瀴,於孟,qaengh
2959,初開三庚去,㵾,楚敬,tsrhyaengh
2960,知開二庚去,倀,猪孟,traengh
2961,徹開二庚去,牚,他孟,trhaengh
2962,幫二庚去,榜,北孟,paengh
2963,澄開二庚去,鋥,除更,draengh
2964,生開三庚去,生,所敬,sryaengh
2965,疑開三庚去,迎,魚敬,ngyaengh
2966,並二庚去,膨,蒲孟,baengh
2967,曉開二庚去,䛭,許更,haengh
2968,影合二庚去,𥥈,烏橫,qwaengh
2969,莊開耕去,諍,側迸,tsreengh
2970,幫耕去,迸,北諍,peengh
2971,並耕去,𠊧,蒲迸,beengh
2972,影開耕去,䙬,鷖迸,qeengh
2973,疑開耕去,鞕,五爭,ngeengh
2974,曉合耕去,轟,呼迸,hweengh
2975,見開清去,勁,居正,kiaengh
2976,清開清去,倩,七政,tshiaengh
2977,章開清去,政,之盛,tjiaengh
2978,書開清去,聖,式正,sjiaengh
2979,澄開清去,鄭,直正,driaengh
2980,徹開清去,遉,丑鄭,trhiaengh
2981,心開清去,性,息正,siaengh
2982,來開清去,令,力政,liaengh
2983,滂清去,聘,匹正,phiaengh
2984,曉合清去,敻,休正,hwiaengh
2985,幫清去,摒,畀政,piaengh
2986,並清去,偋,防正,biaengh
2987,從開清去,淨,疾政,dziaengh
2988,常開清去,盛,承正,djiaengh
2989,明清去,詺,彌正,miaengh
2990,溪開清去,輕,墟正,khiaengh
2991,曉開清去,𣢝,許令,hiaengh
2992,精開清去,精,子姓,tsiaengh
2993,見開青去,徑,古定,kengh
2994,泥開青去,甯,乃定,nengh
2995,心開青去,腥,蘇佞,sengh
2996,匣開青去,脛,胡定,ghengh
2997,定開青去,定,徒徑,dengh
2998,端開青去,矴,丁定,tengh
2999,溪開青去,罄,苦定,khengh
3000,透開青去,聽,他定,thengh
3001,清開青去,靘,千定,tshengh
3002,明青去,䒌,莫定,mengh
3003,影合青去,鎣,烏定,qwengh
3004,來開青去,零,郎定,lengh
3005,章開蒸去,證,諸應,tjyngh
3006,以開蒸去,孕,以證,jyngh
3007,船開蒸去,乘,實證,zjyngh
3008,日開蒸去,認,而證,njyngh
3009,影開蒸去,應,於證,qyngh
3010,精開蒸去,甑,子孕,tsyngh
3011,曉開蒸去,興,許應,hyngh
3012,書開蒸去,勝,詩證,sjyngh
3013,澄開蒸去,瞪,丈證,dryngh
3014,來開蒸去,𩜁,里甑,lyngh
3015,並蒸去,凭,皮證,byingh
3016,昌開蒸去,稱,昌孕,tjhyngh
3017,疑開蒸去,凝,牛𩜁,ngyngh
3018,常開蒸去,丞,常證,djyngh
3019,徹開蒸去,覴,丑證,trhyngh
3020,羣開蒸去,殑,其𩜁,gyngh
3021,端開登去,嶝,都鄧,teongh
3022,從開登去,贈,昨亙,dzeongh
3023,見開登去,亙,古鄧,keongh
3024,清開登去,蹭,千鄧,tsheongh
3025,定開登去,鄧,徒亙,deongh
3026,明登去,懵,武亙,meongh
3027,幫登去,𥦜,方隥,peongh
3028,並登去,倗,父鄧,beongh
3029,來開登去,踜,魯鄧,leongh
3030,精開登去,增,子鄧,tseongh
3031,心開登去,𡬙,思贈,seongh
3032,透開登去,𤃶,台鄧,theongh
3033,云尤去,宥,于救,uh
3034,見尤去,救,居祐,kuh
3035,澄尤去,胄,直祐,druh
3036,知尤去,晝,陟救,truh
3037,書尤去,狩,舒救,sjuh
3038,昌尤去,臭,尺救,tjhuh
3039,邪尤去,岫,似祐,zuh
3040,曉尤去,齅,許救,huh
3041,章尤去,呪,職救,tjuh
3042,羣尤去,舊,巨救,guh
3043,生尤去,𤸃,所祐,sruh
3044,莊尤去,皺,側救,tsruh
3045,滂尤去,副,敷救,phuh
3046,初尤去,簉,初救,tsrhuh
3047,幫尤去,富,方副,puh
3048,徹尤去,畜,丑救,trhuh
3049,來尤去,溜,力救,luh
3050,心尤去,秀,息救,suh
3051,精尤去,僦,即就,tsuh
3052,崇尤去,驟,鋤祐,dzruh
3053,從尤去,就,疾僦,dzuh
3054,孃尤去,糅,女救,nruh
3055,並尤去,復,扶富,buh
3056,以尤去,狖,余救,juh
3057,常尤去,授,承呪,djuh
3058,日尤去,輮,人又,njuh
3059,明尤去,莓,亡救,muh
3060,疑尤去,鼼,牛救,nguh
3061,溪尤去,𪖛,丘救,khuh
3062,清尤去,䞭,七溜,tshuh
3063,匣侯去,候,胡遘,ghouh
3064,溪侯去,寇,苦候,khouh
3065,明侯去,茂,莫候,mouh
3066,滂侯去,仆,匹候,phouh
3067,定侯去,豆,徒候,douh
3068,端侯去,鬥,都豆,touh
3069,泥侯去,槈,奴豆,nouh
3070,心侯去,瘶,蘇奏,souh
3071,精侯去,奏,則候,tsouh
3072,透侯去,透,他候,thouh
3073,影侯去,漚,烏候,qouh
3074,見侯去,遘,古候,kouh
3075,清侯去,輳,倉奏,tshouh
3076,來侯去,陋,盧候,louh
3077,曉侯去,蔻,呼漏,houh
3078,並侯去,䏽,蒲候,bouh
3079,疑侯去,偶,五遘,ngouh
3080,從侯去,㔌,才奏,dzouh
3081,影幽去,幼,伊謬,qiwh
3082,明幽去,謬,靡幼,myiwh
3083,溪幽去,䠗,丘謬,khiwh
3084,羣幽去,𧾻,巨幼,giwh
3085,清侵去,沁,七鴆,tshimh
3086,精侵去,浸,子鴆,tsimh
3087,日侵去,妊,汝鴆,njimh
3088,澄侵去,鴆,直禁,drimh
3089,章侵去,枕,之任,tjimh
3090,羣B侵去,𦧈,巨禁,gyimh
3091,見B侵去,禁,居蔭,kyimh
3092,孃侵去,賃,乃禁,nrimh
3093,影B侵去,蔭,於禁,qyimh
3094,生侵去,滲,所禁,sryimh
3095,徹侵去,闖,丑禁,trhimh
3096,莊侵去,譖,莊蔭,tsryimh
3097,初侵去,讖,楚譖,tsrhyimh
3098,疑B侵去,吟,宜禁,ngyimh
3099,知侵去,揕,知鴆,trimh
3100,來侵去,臨,良鴆,limh
3101,常侵去,甚,時鴆,djimh
3102,云侵去,䫴,于禁,yimh
3103,書侵去,深,式禁,sjimh
3104,溪覃去,勘,苦紺,khomh
3105,見覃去,紺,古暗,komh
3106,匣覃去,憾,胡紺,ghomh
3107,影覃去,暗,烏紺,qomh
3108,透覃去,僋,他紺,thomh
3109,心覃去,俕,蘇紺,somh
3110,清覃去,謲,七紺,tshomh
3111,定覃去,醰,徒紺,domh
3112,疑覃去,儑,五紺,ngomh
3113,端覃去,馾,丁紺,tomh
3114,泥覃去,妠,奴紺,nomh
3115,來覃去,顲,郎紺,lomh
3116,曉覃去,䫲,呼紺,homh
3117,精覃去,篸,作紺,tsomh
3118,溪談去,闞,苦濫,khamh
3119,來談去,濫,盧𣊟,lamh
3120,透談去,賧,吐濫,thamh
3121,見談去,𪉦,古蹔,kamh
3122,曉談去,𧵊,呼濫,hamh
3123,匣談去,憨,下瞰,ghamh
3124,定談去,憺,徒濫,damh
3125,從談去,暫,藏濫,dzamh
3126,端談去,擔,都濫,tamh
3127,心談去,三,蘇暫,samh
3128,以鹽去,豔,以贍,jiemh
3129,常鹽去,贍,時豔,djiemh
3130,日鹽去,染,而豔,njiemh
3131,影A鹽去,厭,於豔,qiemh
3132,幫B鹽去,窆,方驗,pyemh
3133,疑B鹽去,驗,魚窆,ngyemh
3134,書鹽去,閃,舒贍,sjiemh
3135,精鹽去,𡄑,子豔,tsiemh
3136,清鹽去,壍,七豔,tshiemh
3137,來鹽去,殮,力驗,liemh
3138,徹鹽去,覘,丑豔,trhiemh
3139,昌鹽去,䠨,昌豔,tjhiemh
3140,影B鹽去,𢜰,於驗,qyemh
3141,從鹽去,潛,慈豔,dziemh
3142,章鹽去,占,章豔,tjiemh
3143,透添去,㮇,他念,themh
3144,泥添去,念,奴店,nemh
3145,端添去,店,都念,temh
3146,心添去,䃸,先念,semh
3147,定添去,磹,徒念,demh
3148,見添去,趝,紀念,kemh
3149,影添去,酓,於念,qemh
3150,精添去,僭,子念,tsemh
3151,從添去,䁮,漸念,dzemh
3152,見添去,兼,古念,kemh
3153,溪添去,傔,苦念,khemh
3154,來添去,稴,力店,lemh
3155,疑嚴去,釅,魚欠,ngyomh
3156,曉嚴去,脅,許欠,hyomh
3157,溪嚴去,㪁,丘釅,khyomh
3158,明凡去,𦲯,亡劒,muomh
3159,匣咸去,陷,戶韽,gheemh
3160,影咸去,韽,於陷,qeemh
3161,莊咸去,蘸,莊陷,tsreemh
3162,知咸去,𪉜,陟陷,treemh
3163,溪咸去,歉,口陷,kheemh
3164,澄咸去,𧸖,佇陷,dreemh
3165,崇咸去,儳,仕陷,dzreemh
3166,見咸去,𪉦,公陷,keemh
3167,孃咸去,諵,尼𧸖,nreemh
3168,疑咸去,顑,玉陷,ngeemh
3169,見銜去,鑑,格懺,kaemh
3170,初銜去,懺,楚鑒,tsrhaemh
3171,莊銜去,覱,子鑑,tsraemh
3172,生銜去,釤,所鑑,sraemh
3173,曉銜去,㒈,許鑑,haemh
3174,並銜去,埿,蒲鑑,baemh
3175,匣銜去,㽉,胡懺,ghaemh
3176,崇銜去,鑱,士懺,dzraemh
3177,影銜去,𪒠,,qaemh
3178,並凡去,梵,扶泛,buomh
3179,滂凡去,汎,孚梵,phuomh
3180,見嚴去,劒,居欠,kyomh
3181,溪嚴去,欠,去劒,khyomh
3182,影嚴去,俺,於劒,qyomh
3183,影一東入,屋,烏谷,qouk
3184,定一東入,獨,徒谷,douk
3185,見一東入,穀,古祿,kouk
3186,匣一東入,縠,胡谷,ghouk
3187,溪一東入,哭,空谷,khouk
3188,透一東入,禿,他谷,thouk
3189,端一東入,豰,丁木,touk
3190,心一東入,速,桑谷,souk
3191,來一東入,祿,盧谷,louk
3192,曉一東入,嗀,呼木,houk
3193,從一東入,族,昨木,dzouk
3194,清一東入,瘯,千木,tshouk
3195,精一東入,鏃,作木,tsouk
3196,並一東入,暴,蒲木,bouk
3197,滂一東入,扑,普木,phouk
3198,幫一東入,卜,博木,pouk
3199,明一東入,木,莫卜,mouk
3200,幫三東入,福,方六,puk
3201,並三東入,伏,房六,buk
3202,生三東入,縮,所六,sruk
3203,來三東入,六,力竹,luk
3204,澄三東入,逐,直六,druk
3205,見三東入,菊,居六,kuk
3206,溪三東入,麴,驅匊,khuk
3207,常三東入,熟,殊六,djuk
3208,昌三東入,俶,昌六,tjhuk
3209,以三東入,育,余六,juk
3210,羣三東入,驧,渠竹,guk
3211,清三東入,鼀,七宿,tshuk
3212,日三東入,肉,如六,njuk
3213,章三東入,粥,之六,tjuk
3214,書三東入,叔,式竹,sjuk
3215,曉三東入,蓄,許竹,huk
3216,知三東入,竹,張六,truk
3217,精三東入,蹙,子六,tsuk
3218,初三東入,珿,初六,tsrhuk
3219,孃三東入,朒,女六,nruk
3220,莊三東入,縬,側六,tsruk
3221,滂三東入,蝮,芳福,phuk
3222,影三東入,郁,於六,quk
3223,心三東入,肅,息逐,suk
3224,明三東入,目,莫六,muk
3225,云三東入,囿,于六,uk
3226,徹三東入,蓄,丑六,trhuk
3227,疑三東入,砡,魚菊,nguk
3228,從三東入,𣤶,才六,dzuk
3229,影冬入,沃,烏酷,qok
3230,定冬入,毒,徒沃,dok
3231,端冬入,篤,冬毒,tok
3232,溪冬入,酷,苦沃,khok
3233,匣冬入,鵠,胡沃,ghok
3234,並冬入,僕,蒲沃,bok
3235,心冬入,洬,先篤,sok
3236,見冬入,梏,古沃,kok
3237,明冬入,瑁,莫沃,mok
3238,曉冬入,熇,火酷,hok
3239,泥冬入,褥,內沃,nok
3240,精冬入,傶,將毒,tsok
3241,幫冬入,襮,博沃,pok
3242,來冬入,濼,盧毒,lok
3243,疑冬入,𤛹,五沃,ngok
3244,章鍾入,燭,之欲,tjuok
3245,疑鍾入,玉,魚欲,nguok
3246,曉鍾入,旭,許玉,huok
3247,見鍾入,輂,居玉,kuok
3248,羣鍾入,局,渠玉,guok
3249,常鍾入,蜀,市玉,djuok
3250,昌鍾入,觸,尺玉,tjhuok
3251,日鍾入,辱,而蜀,njuok
3252,書鍾入,束,書玉,sjuok
3253,以鍾入,欲,余蜀,juok
3254,澄鍾入,躅,直錄,druok
3255,來鍾入,錄,力玉,luok
3256,溪鍾入,曲,丘玉,khuok
3257,知鍾入,瘃,陟玉,truok
3258,精鍾入,足,即玉,tsuok
3259,船鍾入,贖,神蜀,zjuok
3260,並鍾入,幞,房玉,buok
3261,清鍾入,促,七玉,tshuok
3262,邪鍾入,續,似足,zuok
3263,心鍾入,粟,相玉,suok
3264,幫鍾入,䪁,封曲,puok
3265,徹鍾入,梀,丑玉,trhuok
3266,見江入,覺,古岳,koeuk
3267,疑江入,嶽,五角,ngoeuk
3268,崇江入,浞,士角,dzroeuk
3269,莊江入,捉,側角,tsroeuk
3270,生江入,朔,所角,sroeuk
3271,知江入,斲,竹角,troeuk
3272,幫江入,剝,北角,poeuk
3273,明江入,邈,莫角,moeuk
3274,並江入,雹,蒲角,boeuk
3275,滂江入,璞,匹角,phoeuk
3276,溪江入,㱿,苦角,khoeuk
3277,澄江入,濁,直角,droeuk
3278,影江入,渥,於角,qoeuk
3279,孃江入,搦,女角,nroeuk
3280,徹江入,逴,敕角,trhoeuk
3281,來江入,犖,呂角,loeuk
3282,匣江入,學,胡覺,ghoeuk
3283,曉江入,㕰,許角,hoeuk
3284,初江入,娖,測角,tsrhoeuk
3285,章開眞入,質,之日,tjit
3286,日開眞入,日,人質,njit
3287,船開眞入,實,神質,zjit
3288,澄開眞入,秩,直一,drit
3289,心開眞入,悉,息七,sit
3290,影開A眞入,一,於悉,qit
3291,清開眞入,七,親吉,tshit
3292,滂A眞入,匹,譬吉,phit
3293,見開A眞入,吉,居質,kit
3294,孃開眞入,暱,尼質,nrit
3295,以開眞入,逸,夷質,jit
3296,溪開A眞入,詰,去吉,khit
3297,曉開A眞入,欯,許吉,hit
3298,徹開眞入,抶,丑栗,trhit
3299,來開眞入,栗,力質,lit
3300,知開眞入,窒,陟栗,trit
3301,從開眞入,疾,秦悉,dzit
3302,初開眞入,㓼,初栗,tsrhyit
3303,書開眞入,失,式質,sjit
3304,精開眞入,堲,資悉,tsit
3305,明A眞入,蜜,彌畢,mit
3306,幫A眞入,必,卑吉,pit
3307,羣開B眞入,姞,巨乙,gyit
3308,並A眞入,邲,毗必,bit
3309,云合眞入,䫻,于筆,uit
3310,生合眞入,率,所律,sruit
3311,昌開眞入,叱,昌栗,tjhit
3312,崇開眞入,𪗨,仕叱,dzryit
3313,明B眞入,密,美筆,myit
3314,並B眞入,弼,房密,byit
3315,影開B眞入,乙,於筆,qyit
3316,疑開B眞入,耴,魚乙,ngyit
3317,幫B眞入,筆,鄙密,pyit
3318,知合眞入,茁,徵筆,trwit
3319,曉開B眞入,肸,羲乙,hyit
3320,見開B眞入,暨,居乙,kyit
3321,知開眞入,蛭,丁悉,trit
3322,曉合A眞入,獝,況必,hwit
3323,船合眞入,術,食聿,zjwit
3324,見合A眞入,橘,居聿,kwit
3325,從合眞入,崒,慈卹,dzwit
3326,以合眞入,聿,餘律,jwit
3327,精合眞入,卒,子聿,tswit
3328,心合眞入,卹,辛聿,swit
3329,來合眞入,律,呂卹,lwit
3330,徹合眞入,黜,丑律,trhwit
3331,知合眞入,㤕,竹律,trwit
3332,澄合眞入,朮,直律,drwit
3333,昌合眞入,出,赤律,tjhwit
3334,清合眞入,焌,倉聿,tshwit
3335,莊合眞入,𠭴,側律,tsruit
3336,曉合A眞入,䎀,許聿,hwit
3337,莊臻入,櫛,阻瑟,tsryit
3338,生臻入,瑟,所櫛,sryit
3339,崇臻入,𪗨,崱瑟,dzryit
3340,明文入,物,文弗,mut
3341,幫文入,弗,分勿,put
3342,影文入,鬱,紆物,qut
3343,見文入,𠀔,九勿,kut
3344,溪文入,屈,區勿,khut
3345,羣文入,倔,衢物,gut
3346,並文入,佛,符弗,but
3347,曉文入,䬍,許勿,hut
3348,云文入,䬑,王勿,ut
3349,滂文入,拂,敷勿,phut
3350,疑文入,崛,魚勿,ngut
3351,曉欣入,迄,許訖,hyt
3352,見欣入,訖,居乞,kyt
3353,疑欣入,疙,魚迄,ngyt
3354,羣欣入,䞘,其迄,gyt
3355,溪欣入,乞,去訖,khyt
3356,疑合元入,月,魚厥,nguot
3357,並元入,伐,房越,buot
3358,云合元入,越,王伐,uot
3359,見合元入,厥,居月,kuot
3360,影合元入,𡡕,於月,quot
3361,羣合元入,𧤼,其月,guot
3362,溪合元入,闕,去月,khuot
3363,幫元入,髮,方伐,puot
3364,明元入,韤,望發,muot
3365,曉合元入,䬂,許月,huot
3366,影開元入,謁,於歇,qyot
3367,曉開元入,歇,許竭,hyot
3368,見開元入,訐,居竭,kyot
3369,羣開元入,𢷒,其謁,gyot
3370,滂元入,㤄,拂伐,phuot
3371,疑開元入,钀,語訐,ngyot
3372,明魂入,沒,莫勃,mot
3373,(deleted),𣅝,土骨,(thot/mot)
3374,見魂入,骨,古忽,kot
3375,並魂入,勃,蒲沒,bot
3376,端魂入,咄,當沒,tot
3377,透魂入,突,他骨,thot
3378,定魂入,突,陀骨,dot
3379,影魂入,𩑦,烏沒,qot
3380,曉魂入,忽,呼骨,hot
3381,疑魂入,兀,五忽,ngot
3382,滂魂入,䪬,普沒,phot
3383,來魂入,𠀽,勒沒,lot
3384,溪魂入,窟,苦骨,khot
3385,泥魂入,訥,內骨,not
3386,心魂入,窣,蘇骨,sot
3387,清魂入,猝,倉沒,tshot
3388,從魂入,捽,昨沒,dzot
3389,匣痕入,麧,下沒,gheot
3390,匣魂入,搰,戶骨,ghot
3391,精魂入,卒,臧沒,tsot
3392,匣開寒入,曷,胡葛,ghat
3393,曉開寒入,䫘,許葛,hat
3394,端開寒入,怛,當割,tat
3395,透開寒入,闥,他達,that
3396,影開寒入,遏,烏葛,qat
3397,來開寒入,剌,盧達,lat
3398,溪開寒入,渴,苦曷,khat
3399,定開寒入,達,唐割,dat
3400,從開寒入,嶻,才割,dzat
3401,疑開寒入,嶭,五割,ngat
3402,見開寒入,葛,古達,kat
3403,心開寒入,躠,桑割,sat
3404,清開寒入,攃,七曷,tshat
3405,泥開寒入,捺,奴曷,nat
3406,匣開寒入,䔾,予割,ghat
3407,明寒入,末,莫撥,mat
3408,疑合寒入,枂,五活,ngwat
3409,從合寒入,柮,藏活,dzwat
3410,幫寒入,撥,北末,pat
3411,精開寒入,䰖,姊末,tsat
3412,見合寒入,括,古活,kwat
3413,溪合寒入,闊,苦栝,khwat
3414,匣合寒入,活,戶括,ghwat
3415,定合寒入,奪,徒活,dwat
3416,曉合寒入,豁,呼括,hwat
3417,影合寒入,斡,烏括,qwat
3418,精合寒入,繓,子括,tswat
3419,滂寒入,鏺,普活,phat
3420,透合寒入,侻,他括,thwat
3421,來合寒入,捋,郎括,lwat
3422,端合寒入,掇,丁括,twat
3423,清合寒入,撮,倉括,tshwat
3424,並寒入,跋,蒲撥,bat
3425,匣開山入,黠,胡八,gheet
3426,莊開山入,札,側八,tsreet
3427,並山入,拔,蒲八,beet
3428,溪開山入,𤫶,恪八,kheet
3429,匣合山入,滑,戶八,ghweet
3430,幫山入,八,博拔,peet
3431,知合山入,窡,丁滑,trweet
3432,影合山入,婠,烏八,qweet
3433,孃合山入,豽,女滑,nrweet
3434,初開山入,䶪,初八,tsrheet
3435,見合山入,劀,古滑,kweet
3436,見開山入,戛,古黠,keet
3437,影開山入,軋,烏黠,qeet
3438,生開山入,殺,所八,sreet
3439,明山入,㑻,莫八,meet
3440,曉合山入,傄,呼八,hweet
3441,孃開山入,痆,女黠,nreet
3442,疑合山入,𦤙,五滑,ngweet
3443,溪合山入,䯇,口滑,khweet
3444,滂山入,汃,普八,pheet
3445,莊合山入,茁,鄒滑,tsrweet
3446,匣開刪入,鎋,胡瞎,ghaet
3447,影開刪入,𪆰,乙鎋,qaet
