小韻號,鈴木ID,鈴木小韻號,頁號,行號,字號,韻目原貌,首字,反切,地位,切韻拼音,小韻內字序,字頭,釋義
3294,56833,51611,42,20,3,屑,鐵,他結反,透開四先入,thet,2,儧,〻〈僣〉侻。又他管反。
3294,56834,51611,42,20,4,屑,鐵,他結反,透開四先入,thet,3,餮,貪食。亦作飻。
3294,56835,51611,42,20,5,屑,鐵,他結反,透開四先入,thet,4,蛈,黄〻〈蛈〉蝪。
3295,56865,51612,42,20,6,屑,纈,胡結反,匣開四先入,ghet,1,纈,胡結反。錦〻〈纈〉。十四。
3295,56866,51612,42,20,7,屑,纈,胡結反,匣開四先入,ghet,2,䦖,〻〈䦖〉𨳺，城門。
3295,56867,51612,42,20,8,屑,纈,胡結反,匣開四先入,ghet,3,擷,捋取。又虎結反。
3295,56868,51612,42,20,9,屑,纈,胡結反,匣開四先入,ghet,4,𢴲,縛【〻】。
3295,56869,51612,42,20,10,屑,纈,胡結反,匣開四先入,ghet,5,頡,〻〈頡〉頏。
3295,56870,51612,42,20,10.1,屑,纈,胡結反,匣開四先入,ghet,5.1,［頁］,［］
3295,56871,51612,42,21,1,屑,纈,胡結反,匣開四先入,ghet,6,齕,齒。
3295,56872,51612,42,21,2,屑,纈,胡結反,匣開四先入,ghet,7,紇,丘父之名。
3295,56873,51612,42,21,3,屑,纈,胡結反,匣開四先入,ghet,8,襭,以衣。
3295,56874,51612,42,21,4,屑,纈,胡結反,匣開四先入,ghet,9,⿺夨主,頭邪。
3295,56875,51612,42,21,5,屑,纈,胡結反,匣開四先入,ghet,10,絜,束。又公節反。
3295,56876,51612,42,21,6,屑,纈,胡結反,匣開四先入,ghet,11,䐼,朠。
3295,56877,51612,42,21,7,屑,纈,胡結反,匣開四先入,ghet,12,㹂,牛佷。又丘𣧢反。
3295,56878,51612,42,21,8,屑,纈,胡結反,匣開四先入,ghet,13,𪕯,鼠。又胡狄反。
3296,56910,51613,42,21,9,屑,涅,奴結反,泥開四先入,net,1,𣵀,奴結反。黒。九。
3296,56911,51613,42,21,10,屑,涅,奴結反,泥開四先入,net,2,捏,手〻〈捏〉，捺。
3296,56912,51613,42,21,11,屑,涅,奴結反,泥開四先入,net,3,𦯖,菜，似䔉。
3296,56913,51613,42,21,12,屑,涅,奴結反,泥開四先入,net,4,㘿,塞。
3296,56914,51613,42,22,1,屑,涅,奴結反,泥開四先入,net,5,㖏,訶。
3296,56915,51613,42,22,2,屑,涅,奴結反,泥開四先入,net,6,捻,亦㘿。又乃協反。
3296,56916,51613,42,22,3,屑,涅,奴結反,泥開四先入,net,7,胅,腫。
3296,56917,51613,42,22,4,屑,涅,奴結反,泥開四先入,net,8,篞,籥中者。
3296,56918,51613,42,22,5,屑,涅,奴結反,泥開四先入,net,9,⿰石⿱日工,礬石。
3297,56934,51614,42,22,6,屑,截,昨結反,從開四先入,dzet,1,截,昨結反。斷。四。
3297,56935,51614,42,22,7,屑,截,昨結反,從開四先入,dzet,2,䟌,傍出前。
3297,56936,51614,42,22,8,屑,截,昨結反,從開四先入,dzet,3,岊,山峯。又子結反。
3297,56937,51614,42,22,9,屑,截,昨結反,從開四先入,dzet,4,⿱山𢧜,〻〈⿱山𢧜〉嶭，山髙。
3298,56960,51615,42,22,10,屑,齧,五結反,疑開四先入,nget,1,齧,五結反。噬。九。
3298,56961,51615,42,22,11,屑,齧,五結反,疑開四先入,nget,2,霓,虹〻〈霓〉。又五鷄反。
3298,56962,51615,42,23,1,屑,齧,五結反,疑開四先入,nget,3,蜺,寒蜩。
3298,56963,51615,42,23,2,屑,齧,五結反,疑開四先入,nget,4,嵲,嵽。
3298,56964,51615,42,23,3,屑,齧,五結反,疑開四先入,nget,5,槷,危〻〈槷〉。
3298,56965,51615,42,23,4,屑,齧,五結反,疑開四先入,nget,6,𦤞,〻〈𦤞〉𠨜，不安皃。
3298,56966,51615,42,23,5,屑,齧,五結反,疑開四先入,nget,7,闑,門〻〈闑〉。
3298,56967,51615,42,23,6,屑,齧,五結反,疑開四先入,nget,8,䘽,裗。又牛米反。
3298,56968,51615,42,23,7,屑,齧,五結反,疑開四先入,nget,9,𡶫,山髙皃。
3299,57010,51616,42,23,8,屑,蔑,莫結反,明四先入,met,1,蔑,莫結反。卄。
3299,57011,51616,42,23,9,屑,蔑,莫結反,明四先入,met,2,懱,輕〻〈懱〉。
3299,57012,51616,42,23,10,屑,蔑,莫結反,明四先入,met,3,䁾,目赤。
3299,57013,51616,42,23,11,屑,蔑,莫結反,明四先入,met,4,㩢,〻〈㩢〉揳。
3299,57014,51616,42,23,12,屑,蔑,莫結反,明四先入,met,5,蠛,〻〈蠛〉蠓，喜亂飛小虫也。
3299,57015,51616,42,24,1,屑,蔑,莫結反,明四先入,met,6,幭,帊幞。
3299,57016,51616,42,24,2,屑,蔑,莫結反,明四先入,met,7,篾,竹〻〈篾〉。
3299,57017,51616,42,24,3,屑,蔑,莫結反,明四先入,met,8,𥉓,汙面。
3299,57018,51616,42,24,4,屑,蔑,莫結反,明四先入,met,9,覕,不相見。又禆刃反。
3299,57019,51616,42,24,5,屑,蔑,莫結反,明四先入,met,10,𪇴,工雀。
3299,57020,51616,42,24,6,屑,蔑,莫結反,明四先入,met,11,⿱艹具,大不明。
3299,57021,51616,42,24,7,屑,蔑,莫結反,明四先入,met,12,衊,行血。
3299,57022,51616,42,24,8,屑,蔑,莫結反,明四先入,met,13,鱴,魚名。又作䱅。
3299,57023,51616,42,24,9,屑,蔑,莫結反,明四先入,met,14,𥾝,細〻〈𥾝〉
3299,57024,51616,42,24,10,屑,蔑,莫結反,明四先入,met,15,𥣫,禾。
3299,57025,51616,42,24,11,屑,蔑,莫結反,明四先入,met,16,粖,靡。又亡達反。
3299,57026,51616,42,24,12,屑,蔑,莫結反,明四先入,met,17,⿱⿰弓蔑鬲,縻〻〈⿱⿰弓蔑鬲〉。
3299,57027,51616,42,25,1,屑,蔑,莫結反,明四先入,met,18,瀎,〻〈瀎〉㳚。
3299,57028,51616,42,25,2,屑,蔑,莫結反,明四先入,met,19,鑖,小鋌。
3299,57029,51616,42,25,3,屑,蔑,莫結反,明四先入,met,20,鴓,〻〈鴓〉繫鶧。
3300,57057,51617,42,25,4,屑,⿰弓尚〈㢼〉,方結反,幫四先入,pet,1,⿰弓尚,方結反。亦𢏨。六。
3300,57058,51617,42,25,5,屑,⿰弓尚〈㢼〉,方結反,幫四先入,pet,2,䋢,輓。
3300,57059,51617,42,25,6,屑,⿰弓尚〈㢼〉,方結反,幫四先入,pet,3,閉,闔。
3300,57060,51617,42,25,7,屑,⿰弓尚〈㢼〉,方結反,幫四先入,pet,4,捌,㧙。
3300,57061,51617,42,25,8,屑,⿰弓尚〈㢼〉,方結反,幫四先入,pet,5,㔡,大。
3300,57062,51617,42,25,9,屑,⿰弓尚〈㢼〉,方結反,幫四先入,pet,6,⿰衤尚,袂。
3301,57078,51618,42,25,10,屑,噎,烏結反,影開四先入,qet,1,噎,烏結反。食塞喉。五。
3301,57079,51618,42,25,11,屑,噎,烏結反,影開四先入,qet,2,䊦,糉〻〈䊦〉。
3301,57080,51618,42,25,12,屑,噎,烏結反,影開四先入,qet,3,㝣,靜【〻】。
3301,57081,51618,42,26,1,屑,噎,烏結反,影開四先入,qet,4,蠮,〻〈蠮〉螉。
3301,57082,51618,42,26,2,屑,噎,烏結反,影開四先入,qet,5,𤝱,獸名。
3302,57106,51619,42,26,3,屑,猰,苦結反,溪開四先入,khet,1,猰,苦結反。〻〈猰〉貐。八。
3302,57107,51619,42,26,4,屑,猰,苦結反,溪開四先入,khet,2,䫔,𩓝〻〈䫔〉，短皃。
3302,57108,51619,42,26,5,屑,猰,苦結反,溪開四先入,khet,3,挈,提。又苦計反。
3302,57109,51619,42,26,6,屑,猰,苦結反,溪開四先入,khet,4,㼤,〻〈㼤〉，瓶。
3302,57110,51619,42,26,7,屑,猰,苦結反,溪開四先入,khet,5,𡔢,𥸸〻〈𡔢〉，多節目皃。
3302,57111,51619,42,26,8,屑,猰,苦結反,溪開四先入,khet,6,蛪,〻〈蛪〉蚼。
3302,57112,51619,42,26,9,屑,猰,苦結反,溪開四先入,khet,7,栔,刻絶。
3302,57113,51619,42,26,10,屑,猰,苦結反,溪開四先入,khet,8,鍥,斷。
3303,57133,51620,42,26,11,屑,㚛,虎結反,曉開四先入,het,1,𡘐,虎結反。肥状。四。
3303,57134,51620,42,26,12,屑,㚛,虎結反,曉開四先入,het,2,䩤,急繫。
3303,57135,51620,42,27,1,屑,㚛,虎結反,曉開四先入,het,3,擷,持取。又胡結反。
3303,57136,51620,42,27,2,屑,㚛,虎結反,曉開四先入,het,4,𢴲,束。又下結反。
3304,57144,51621,42,27,3,屑,撇,普篾反,滂四先入,phet,1,撇,普篾反。反手〻〈撇〉。二。
3304,57145,51621,42,27,4,屑,撇,普篾反,滂四先入,phet,2,鐅,江南呼鍫刃。
3305,57165,51622,42,27,5,屑,蹩,蒲結反,並四先入,bet,1,蹩,蒲結反。足。九。
3305,57166,51622,42,27,6,屑,蹩,蒲結反,並四先入,bet,2,𢱧,手擊。
3305,57167,51622,42,27,7,屑,蹩,蒲結反,並四先入,bet,3,𩓝,〻〈𩓝〉䫔。
3305,57168,51622,42,27,8,屑,蹩,蒲結反,並四先入,bet,4,癟,戾〻〈癟〉，不正。
3305,57169,51622,42,27,9,屑,蹩,蒲結反,並四先入,bet,5,䭱,香氣。
3305,57170,51622,42,27,10,屑,蹩,蒲結反,並四先入,bet,6,咇,〻〈咇〉〻〈咇〉香。
3305,57171,51622,42,27,11,屑,蹩,蒲結反,並四先入,bet,7,䏟,肥。
3305,57172,51622,42,28,1,屑,蹩,蒲結反,並四先入,bet,8,飶,食。
3305,57173,51622,42,28,2,屑,蹩,蒲結反,並四先入,bet,9,蛂,蛢。
3306,57188,51623,42,28,3,屑,窒,丁結反,端開四先入,tet,1,窒,丁結反。又陟栗反。四。
3306,57189,51623,42,28,4,屑,窒,丁結反,端開四先入,tet,2,㗧,〻〈㗧〉咄。
3306,57190,51623,42,28,5,屑,窒,丁結反,端開四先入,tet,3,𥉺,〻〈𥉺〉𥅧。
3306,57191,51623,42,28,6,屑,窒,丁結反,端開四先入,tet,4,蛭,水虫。
3307,57202,51624,42,28,7,屑,𥸸,練結反,來開四先入,let,1,𥸸,練結反。二。
3307,57203,51624,42,28,8,屑,𥸸,練結反,來開四先入,let,2,綟,色〻〈綟〉。
3308,57221,51701,42,28,9,薛,薛,私結〈列〉反,心開三仙入,siet,1,𦵮,私結反。古國。正作薛。十五。
3308,57222,51701,42,28,10,薛,薛,私結〈列〉反,心開三仙入,siet,2,紲,繫。亦作絏、𦁛。
3308,57223,51701,42,28,11,薛,薛,私結〈列〉反,心開三仙入,siet,3,𡝥,狎。
3308,57224,51701,42,28,12,薛,薛,私結〈列〉反,心開三仙入,siet,4,𤵺,利病【〻】。
3308,57225,51701,42,29,1,薛,薛,私結〈列〉反,心開三仙入,siet,5,褻,裏衣。亦⿱蓺𧘇。
3308,57226,51701,42,29,2,薛,薛,私結〈列〉反,心開三仙入,siet,6,䥍,田器。
3308,57227,51701,42,29,3,薛,薛,私結〈列〉反,心開三仙入,siet,7,洩,漏。
3308,57228,51701,42,29,4,薛,薛,私結〈列〉反,心開三仙入,siet,8,㳿,療牛。
3308,57229,51701,42,29,5,薛,薛,私結〈列〉反,心開三仙入,siet,9,禼,殷祖。
3308,57230,51701,42,29,6,薛,薛,私結〈列〉反,心開三仙入,siet,10,絬,堅。
3308,57231,51701,42,29,7,薛,薛,私結〈列〉反,心開三仙入,siet,11,㡜,殘帛。
3308,57232,51701,42,29,8,薛,薛,私結〈列〉反,心開三仙入,siet,12,齥,齝。亦齛。
3308,57233,51701,42,29,9,薛,薛,私結〈列〉反,心開三仙入,siet,13,𪙥,羊嚼。
3308,57234,51701,42,29,10,薛,薛,私結〈列〉反,心開三仙入,siet,14,⿱𦵮刀,斷。又魚乙反。二。
3308,57235,51701,42,29,11,薛,薛,私結〈列〉反,心開三仙入,siet,15,䊝,⿱殺木〻〈䊝〉。
3309,57267,51702,42,29,12,薛,列,呂結反,來開三仙入,liet,1,列,吕結反。行。十六。
3309,57268,51702,42,30,1,薛,列,呂結反,來開三仙入,liet,2,迾,遏〻〈迾〉。
3309,57269,51702,42,30,2,薛,列,呂結反,來開三仙入,liet,3,蛚,蜻〻〈蛚〉，虫名。
3309,57270,51702,42,30,3,薛,列,呂結反,來開三仙入,liet,4,𩶽,魚名。
3309,57271,51702,42,30,4,薛,列,呂結反,來開三仙入,liet,5,烈,光。
3309,57272,51702,42,30,5,薛,列,呂結反,來開三仙入,liet,6,洌,清〻〈洌〉。
3309,57273,51702,42,30,6,薛,列,呂結反,來開三仙入,liet,7,冽,寒〻〈冽〉。
3309,57274,51702,42,30,7,薛,列,呂結反,來開三仙入,liet,8,裂,〻〈裂〉破。
3309,57275,51702,42,30,8,薛,列,呂結反,來開三仙入,liet,9,茢,桃〻〈茢〉。
3309,57276,51702,42,30,9,薛,列,呂結反,來開三仙入,liet,10,颲,風雨暴至。
3309,57277,51702,42,30,10,薛,列,呂結反,來開三仙入,liet,11,鴷,喙木鳥。
3309,57278,51702,42,30,11,薛,列,呂結反,來開三仙入,liet,12,㤠,心憂。
3309,57279,51702,42,30,12,薛,列,呂結反,來開三仙入,liet,13,𡊻,塍。
3309,57280,51702,42,30,13,薛,列,呂結反,來開三仙入,liet,14,𩢾,次第馳。
3309,57281,51702,42,31,1,薛,列,呂結反,來開三仙入,liet,15,姴,美。
3309,57282,51702,42,31,2,薛,列,呂結反,來開三仙入,liet,16,𣧄,水流皃。亦作⿰𣧄刂。又魚乙反。
3310,57310,51703,42,31,3,薛,哲,陟列反,知開三仙入,triet,1,哲,陟列反。智也。
3310,57311,51703,42,31,4,薛,哲,陟列反,知開三仙入,triet,2,蜇,虫𧏅。
3311,57322,51704,42,31,5,薛,傑,渠烈反,羣開三B仙入,gyet,1,傑,渠烈反。次万人上俊曰〻〈傑〉。七。
3311,57323,51704,42,31,6,薛,傑,渠烈反,羣開三B仙入,gyet,2,桀,憂〻〈桀〉。
3311,57324,51704,42,31,7,薛,傑,渠烈反,羣開三B仙入,gyet,3,竭,《說文》作渴。盡。
3311,57325,51704,42,31,8,薛,傑,渠烈反,羣開三B仙入,gyet,4,碣,〻〈碣〉石山。
3311,57326,51704,42,31,9,薛,傑,渠烈反,羣開三B仙入,gyet,5,楬,有所表識。
3311,57327,51704,42,31,10,薛,傑,渠烈反,羣開三B仙入,gyet,6,榤,鷄栖杙上。
3311,57328,51704,42,32,1,薛,傑,渠烈反,羣開三B仙入,gyet,7,偈,武皃。又渠例反。
3312,57344,51705,42,32,2,薛,熱,如列反,日開三仙入,njiet,1,熱,如列反。燠。二。
3312,57345,51705,42,32,3,薛,熱,如列反,日開三仙入,njiet,2,𦬼,疲役。
3313,57352,51706,42,32,4,薛,晳〈晢〉,旨熱反,章開三仙入,tjiet,1,晳,𣅀熱反。光。六。
3313,57353,51706,42,32,5,薛,晳〈晢〉,旨熱反,章開三仙入,tjiet,2,浙,江名，源在東陽。
3313,57354,51706,42,32,6,薛,晳〈晢〉,旨熱反,章開三仙入,tjiet,3,折,斷〻〈折〉。
3313,57355,51706,42,32,7,薛,晳〈晢〉,旨熱反,章開三仙入,tjiet,4,靻,柔皮。𩍐〻〈靻〉。亦䩢。
3313,57356,51706,42,32,8,薛,晳〈晢〉,旨熱反,章開三仙入,tjiet,5,䏳,胓。
3313,57357,51706,42,32,9,薛,晳〈晢〉,旨熱反,章開三仙入,tjiet,6,晣,明。
3314,57368,51707,42,32,10,薛,舌,食列反,船開三仙入,zjiet,1,舌,食列反。言夲。二。
3314,57369,51707,42,32,11,薛,舌,食列反,船開三仙入,zjiet,2,𢮕,𢿙。又列反。
3315,57385,51709,42,33,1,薛,孽,魚列反,疑開三B仙入,ngyet,1,孽,魚列反。餘。八。
3315,57386,51709,42,33,2,薛,孽,魚列反,疑開三B仙入,ngyet,2,糵,麹〻〈糵〉。
3315,57387,51709,42,33,3,薛,孽,魚列反,疑開三B仙入,ngyet,3,讞,正獄。
3315,57388,51709,42,33,4,薛,孽,魚列反,疑開三B仙入,ngyet,4,㜸,妖〻〈㜸〉。
3315,57389,51709,42,33,5,薛,孽,魚列反,疑開三B仙入,ngyet,5,𧕏,虫禽妖𢘪。
3315,57390,51709,42,33,6,薛,孽,魚列反,疑開三B仙入,ngyet,6,闑,門中礙。
3315,57391,51709,42,33,7,薛,孽,魚列反,疑開三B仙入,ngyet,7,𡶫,山髙。
3315,57392,51709,42,33,8,薛,孽,魚列反,疑開三B仙入,ngyet,8,蘖,草木殘〻〈蘖〉。
3316,57421,51711,42,33,9,薛,朅,去竭反,溪開三B仙入,khyet,1,朅,去竭反。來。三。
3316,57422,51711,42,33,10,薛,朅,去竭反,溪開三B仙入,khyet,2,揭,立舉。
3316,57423,51711,42,33,11,薛,朅,去竭反,溪開三B仙入,khyet,3,愒,息。
3317,57413,51710,42,33,12,薛,滅,亡列反,明三A仙入,miet,1,滅,亡列反。盡。二。
3317,57414,51710,42,34,1,薛,滅,亡列反,明三A仙入,miet,2,搣,手〻〈搣〉。
3318,57434,51712,42,34,2,薛,鷩,并列反,幫三A仙入,piet,1,鷩,并列反。短。《礼》有〻〈鷩〉雉。六。
3318,57435,51712,42,34,3,薛,鷩,并列反,幫三A仙入,piet,2,鼈,魚〻〈鼈〉，四足。
3318,57436,51712,42,34,4,薛,鷩,并列反,幫三A仙入,piet,3,虌,蕨菜。
3318,57437,51712,42,34,5,薛,鷩,并列反,幫三A仙入,piet,4,𡐞,大阜。
3318,57438,51712,42,34,6,薛,鷩,并列反,幫三A仙入,piet,5,憋,急性。
3318,57439,51712,42,34,7,薛,鷩,并列反,幫三A仙入,piet,6,䳤,鵂〻〈䳤〉。
3319,57455,51713,42,34,8,薛,絕,情雪反,從合三仙入,dzwiet,1,絶,情雪反。斷。一。
3320,57460,51714,42,34,9,薛,蕝,子悅反,精合三仙入,tswiet,1,蕝,子恱反。束茅巳表位。又子芮。一。
3321,57467,51715,42,34,10,薛,雪,相絕反,心合三仙入,swiet,1,雪,相絶反。冬雨。亦作䨮。一。
3322,57473,51716,42,35,1,薛,𤿫,丑劣反,徹合三仙入,trhwiet,1,𤿫,丑劣反。皮破。一。
3323,57482,51717,42,35,2,薛,悅,翼雪反,以合三仙入,jwiet,1,恱,翼雪反。樂。五。
3323,57483,51717,42,35,3,薛,悅,翼雪反,以合三仙入,jwiet,2,閱,簡〻〈閱〉。
3323,57484,51717,42,35,4,薛,悅,翼雪反,以合三仙入,jwiet,3,蛻,蟬去皮。又他卧反。
3323,57485,51717,42,35,5,薛,悅,翼雪反,以合三仙入,jwiet,4,𧀲,草名。
3323,57486,51717,42,35,6,薛,悅,翼雪反,以合三仙入,jwiet,5,娧,姚〻〈娧〉，美皃。
3324,57508,51718,42,35,7,薛,缺,傾雪反,溪合三A仙入,khwiet,1,缺,傾雪反。少。一。
3325,57514,51719,42,35,8,薛,噦,乙劣反,影合三B仙入,quet,1,噦,乙劣反。逆氣。一。
3326,57519,51720,42,35,9,薛,爇,如雪反,日合三仙入,njwiet,1,爇,如雪反。放火。亦作焫。二。
3326,57520,51720,42,36,1,薛,爇,如雪反,日合三仙入,njwiet,2,蜹,蚊〻〈蜹〉。
3326,57521,51720,42,36,2,薛,爇,如雪反,日合三仙入,njwiet,3,㕯,言遟。又奴沒反。
3327,57530,51721,42,36,3,薛,說,失爇反,書合三仙入,sjwiet,1,說,失爇反。宣言。一。
3328,57537,51722,42,36,4,薛,拙,職雪反,章合三仙入,tjwiet,1,拙,軄雪反。不巧。六。
3328,57538,51722,42,36,5,薛,拙,職雪反,章合三仙入,tjwiet,2,梲,鿄上鿄柱。
3328,57539,51722,42,36,6,薛,拙,職雪反,章合三仙入,tjwiet,3,蝃,𧌲蛛。
3328,57540,51722,42,36,7,薛,拙,職雪反,章合三仙入,tjwiet,4,䪼,面秀骨。
3328,57541,51722,42,36,8,薛,拙,職雪反,章合三仙入,tjwiet,5,棳,木名。
3328,57542,51722,42,36,9,薛,拙,職雪反,章合三仙入,tjwiet,6,𨢬,鹹葅。又昌雪反。
3329,57563,51723,42,36,10,薛,歠,昌雪反,昌合三仙入,tjhwiet,1,歠,昌雪反。大飲。二。
3329,57564,51723,42,36,11,薛,歠,昌雪反,昌合三仙入,tjhwiet,2,𨢬,鹹葅。
3330,57573,51724,43,1,1,薛,輟,陟劣反,知合三仙入,trwiet,1,輟,陟劣反。止。十。
3330,57574,51724,43,1,2,薛,輟,陟劣反,知合三仙入,trwiet,2,畷,田閒道。
3330,57575,51724,43,1,3,薛,輟,陟劣反,知合三仙入,trwiet,3,惙,疲〻〈惙〉。
3330,57576,51724,43,1,4,薛,輟,陟劣反,知合三仙入,trwiet,4,䟾,跳〻〈䟾〉。
3330,57577,51724,43,1,5,薛,輟,陟劣反,知合三仙入,trwiet,5,腏,骨閒肉。
3330,57578,51724,43,1,6,薛,輟,陟劣反,知合三仙入,trwiet,6,叕,連〻〈叕〉。
3330,57579,51724,43,1,7,薛,輟,陟劣反,知合三仙入,trwiet,7,𩋁,車具。
3330,57580,51724,43,1,8,薛,輟,陟劣反,知合三仙入,trwiet,8,罬,罦。又居劣反。
3330,57581,51724,43,1,9,薛,輟,陟劣反,知合三仙入,trwiet,9,𧖀,蛛蟊。
3330,57582,51724,43,1,10,薛,輟,陟劣反,知合三仙入,trwiet,10,剟,削。又多活反。
3331,57612,51725,43,1,11,薛,劣,力惙反,來合三仙入,lwiet,1,劣,力惙反。弱〻〈劣〉。八。
3331,57613,51725,43,1,12,薛,劣,力惙反,來合三仙入,lwiet,2,脟,脇肉。
3331,57614,51725,43,2,1,薛,劣,力惙反,來合三仙入,lwiet,3,䟹,〻〈䟹〉蹶，跳皃。
3331,57615,51725,43,2,2,薛,劣,力惙反,來合三仙入,lwiet,4,埒,馬〻〈埒〉。
3331,57616,51725,43,2,3,薛,劣,力惙反,來合三仙入,lwiet,5,哷,鷄鳴。
3331,57617,51725,43,2,4,薛,劣,力惙反,來合三仙入,lwiet,6,捋,白牛。
3331,57618,51725,43,2,5,薛,劣,力惙反,來合三仙入,lwiet,7,㲕,色斑。又力外反。
3332,57642,51726,43,2,6,薛,瞥,芳滅反,滂三A仙入,phiet,1,瞥,芳滅反。慙見。七。
3332,57643,51726,43,2,7,薛,瞥,芳滅反,滂三A仙入,phiet,2,潎,漂。
3332,57644,51726,43,2,8,薛,瞥,芳滅反,滂三A仙入,phiet,3,憋,怒。
3332,57645,51726,43,2,9,薛,瞥,芳滅反,滂三A仙入,phiet,4,撆,擊〻〈撆〉。
3332,57646,51726,43,2,10,薛,瞥,芳滅反,滂三A仙入,phiet,5,⿸疒⿱自𠕁,枯病。
3332,57647,51726,43,2,11,薛,瞥,芳滅反,滂三A仙入,phiet,6,䭱,小香。
3332,57648,51726,43,2,12,薛,瞥,芳滅反,滂三A仙入,phiet,7,鐅,鍫刃。
3333,57668,51727,43,2,13,薛,別,皮列反,並三B仙入,byet,1,別,皮列反。分〻〈別〉體。一。
3334,57699,51729,43,3,1,薛,䇷,兵列反,幫三B仙入,pyet,1,䇷,兵列反。或作𧧸。二。
3334,57700,51729,43,3,2,薛,䇷,兵列反,幫三B仙入,pyet,2,扒,擘〻〈扒〉。
3335,57679,51728,43,3,3,薛,轍,直列反,澄開三仙入,driet,1,轍,直列反。迹。五。
3335,57680,51728,43,3,4,薛,轍,直列反,澄開三仙入,driet,2,徹,通。
3335,57681,51728,43,3,5,薛,轍,直列反,澄開三仙入,driet,3,撤,發。
3335,57682,51728,43,3,6,薛,轍,直列反,澄開三仙入,driet,4,澈,水清澄。
3335,57683,51728,43,3,7,薛,轍,直列反,澄開三仙入,driet,5,徹,去〻〈徹〉。
3336,57712,51730,43,3,8,薛,㕞,所劣反,生合三仙入,sruet,1,㕞,所劣反。掃。三。
3336,57713,51730,43,3,9,薛,㕞,所劣反,生合三仙入,sruet,2,𠴪,鳥理毛。
3336,57714,51730,43,3,10,薛,㕞,所劣反,生合三仙入,sruet,3,鋝,二〻〈鋝〉為斤。
3337,57729,51731,43,3,11,薛,孑,居列反,見開三A仙入,kiet,1,孑,居列反。單〻〈孑〉。三。
3337,57730,51731,43,4,1,薛,孑,居列反,見開三A仙入,kiet,2,𨥂,鉤〻〈𨥂〉㦸。
3337,57731,51731,43,4,2,薛,孑,居列反,見開三A仙入,kiet,3,趌,〻〈趌〉𧽸，跳皃。
3338,57744,51732,43,4,3,薛,設,識列反,書開三仙入,sjiet,1,設,識列反。施。二。
3338,57745,51732,43,4,4,薛,設,識列反,書開三仙入,sjiet,2,蔎,香草。
3339,57764,51734,43,4,5,薛,𥄎,許劣反,曉合三A仙入,hwiet,1,𥄎,許劣反。舉目。五。
3339,57765,51734,43,4,6,薛,𥄎,許劣反,曉合三A仙入,hwiet,2,滅,〻〈滅〉㓕。
3339,57766,51734,43,4,7,薛,𥄎,許劣反,曉合三A仙入,hwiet,3,𦐋,小鳥飛。
3339,57767,51734,43,4,8,薛,𥄎,許劣反,曉合三A仙入,hwiet,4,𩖶,小風。
3339,57768,51734,43,4,9,薛,𥄎,許劣反,曉合三A仙入,hwiet,5,𣧵,盡。
3340,57753,51733,43,4,10,薛,呐,女劣反,孃合三仙入,nrwiet,1,呐,女劣反。聲不出。一。
3341,57753.1,51733.1,43,4,11,薛,嫳,扶別｛疑爲“列”之誤，“別”與被切字聲母相同，暫不改｝反,並三A仙入,biet,1,嫳,★釋義待補
3342,57784,51735,43,5,1,薛,妜,於悅反,影合三A仙入,qwiet,1,妜,於恱反。嫳〻〈妜〉。一。
3343,57795,51736,43,5,2,薛,蹶,紀劣反,見合三B仙入,kuet,1,蹶,紀劣反。又居衞反。四。
3343,57796,51736,43,5,3,薛,蹶,紀劣反,見合三B仙入,kuet,2,𧱝,豕發地。
3343,57797,51736,43,5,4,薛,蹶,紀劣反,見合三B仙入,kuet,3,䚨,觸〻〈䚨〉。
3343,57798,51736,43,5,5,薛,蹶,紀劣反,見合三B仙入,kuet,4,罬,又陟劣反。
3344,57814,51737,43,5,6,薛,茁,側劣反,莊合三仙入,tsruet,1,茁,側劣反。草生皃。二。
3344,57815,51737,43,5,7,薛,茁,側劣反,莊合三仙入,tsruet,2,𧅌,短黒皃。又初刮反。
3345,57825,51738,43,5,8,薛,膬,七絕反,清合三仙入,tshwiet,1,膬,七絶反。腝而破。二。
3345,57826,51738,43,5,9,薛,膬,七絕反,清合三仙入,tshwiet,2,絟,細布。又采全反。
3346,57843,51739,43,6,1,薛,䘁,姊列反,精開三仙入,tsiet,1,䘁,姉列反。〻〈䘁〉𧓿，似蟬。六。
3346,57844,51739,43,6,2,薛,䘁,姊列反,精開三仙入,tsiet,2,⿰𢧜鳥,小鷂。亦作⿰𣎽鳥。
3346,57845,51739,43,6,3,薛,䘁,姊列反,精開三仙入,tsiet,3,⿺人人,小〻〈⿺人人〉。
3346,57846,51739,43,6,4,薛,䘁,姊列反,精開三仙入,tsiet,4,⿱髟𢧜,束髮。又在計反。
3346,57847,51739,43,6,5,薛,䘁,姊列反,精開三仙入,tsiet,5,⿰⺘龰,擿。又子一反。亦作擮。
3346,57848,51739,43,6,6,薛,䘁,姊列反,精開三仙入,tsiet,6,㱜,夭〻〈㱜〉死。
3347,57864,51740,43,6,7,薛,榝,山列反,生開三仙入,sryet,1,榝,山列反。茱茰。又山八反。一。
3348,57870,51741,43,6,8,薛,焆,於列反,影開三B仙入,qyet,1,焆,於列反。烟火氣皃。一。
3349,57878,51742,43,6,9,薛,屮,丑列反,徹開三仙入,trhiet,1,屮,丑列反。初草生。二。
