小韻號	首字	反切	編碼	切韻拼音	unt切韻擬音J	unt切韻擬音L	unt切韻通俗擬音	潘悟雲擬音	描述	聲母	開合	等和重紐	韻母	聲調	合法性	備註
93	糜	靡爲	DFE	mye	mɹie	mɹie	mɨe	mɣiᴇ˧	明三B支平	明		三B	支	平	強合法	
94	隓	許規	iFI	hwie	xwie	xwie	xye	hʷiᴇ˧	曉合三A支平	曉	合	三A	支	平	強合法	
95	鬌	直垂	LFI	drwie	ɖwie	ɖwie	ɖye	ɖʷiᴇ˧	澄合三支平	澄	合	三	支	平	強合法	
96	𡍮	是爲	ZFI	djwie	dʑwie	dʑwie	dʑye	dʑʷiᴇ˧	常合三支平	常	合	三	支	平	強合法	
97	羸	力爲	IFI	lwie	lwie	lwie	lye	lʷiᴇ˧	來合三支平	來	合	三	支	平	強合法	
98	吹	昌垂	YFI	tjhwie	tɕʰwie	tɕʰwie	tɕʰye	tɕʰʷiᴇ˧	昌合三支平	昌	合	三	支	平	強合法	
99	鈹	敷羈	BFE	phye	pʰɹie	pʰɹie	pʰɨe	pʰɣiᴇ˧	滂三B支平	滂		三B	支	平	強合法	
100	陂	彼爲	AFE	pye	pɹie	pɹie	pɨe	pɣiᴇ˧	幫三B支平	幫		三B	支	平	強合法	
101	隨	旬爲	RFI	zwie	zwie	zwie	zye	zʷiᴇ˧	邪合三支平	邪	合	三	支	平	強合法	
102	虧	去爲	eFM	khue	kʰɹwie	kʰɹwie	kʰʉe	kʰʷɣiᴇ˧	溪合三B支平	溪	合	三B	支	平	強合法	
103	闚	去隨	eFI	khwie	kʰwie	kʰwie	kʰye	kʰʷiᴇ˧	溪合三A支平	溪	合	三A	支	平	強合法	
104	奇	渠羈	fFE	gye	ɡɹie	ɡɹie	ɡɨe	ɡɣiᴇ˧	羣開三B支平	羣	開	三B	支	平	強合法	
105	祇	巨支	fFA	gie	ɡie	ɡie	ɡie	ɡiᴇ˧	羣開三A支平	羣	開	三A	支	平	強合法	
106	犧	許羈	iFE	hye	xɹie	xɹie	xɨe	hɣiᴇ˧	曉開三B支平	曉	開	三B	支	平	強合法	
107	㩻	去奇	eFE	khye	kʰɹie	kʰɹie	kʰɨe	kʰɣiᴇ˧	溪開三B支平	溪	開	三B	支	平	強合法	
108	宜	魚羈	gFE	ngye	ŋɹie	ŋɹie	ŋɨe	ŋɣiᴇ˧	疑開三B支平	疑	開	三B	支	平	強合法	
109	皮	符羈	CFE	bye	bɹie	bɹie	bɨe	bɣiᴇ˧	並三B支平	並		三B	支	平	強合法	
110	提	是支	ZFA	djie	dʑie	dʑie	dʑie	dʑiᴇ˧	常開三支平	常	開	三	支	平	強合法	
111	兒	汝移	cFA	njie	ɲie	ɲie	ɲie	ȵiᴇ˧	日開三支平	日	開	三	支	平	強合法	
112	離	呂支	IFA	lie	lie	lie	lie	liᴇ˧	來開三支平	來	開	三	支	平	強合法	
113	疵	疾移	PFA	dzie	dzie	dzie	dzie	dziᴇ˧	從開三支平	從	開	三	支	平	強合法	
114	貲	即移	NFA	tsie	tsie	tsie	tsie	tsiᴇ˧	精開三支平	精	開	三	支	平	強合法	
115	羈	居宜	dFE	kye	kɹie	kɹie	kɨe	kɣiᴇ˧	見開三B支平	見	開	三B	支	平	強合法	
116	卑	府移	AFA	pie	pie	pie	pie	piᴇ˧	幫三A支平	幫		三A	支	平	強合法	
117	陴	符支	CFA	bie	bie	bie	bie	biᴇ˧	並三A支平	並		三A	支	平	強合法	
118	䌳	式支	aFA	sjie	ɕie	ɕie	ɕie	ɕiᴇ˧	書開三支平	書	開	三	支	平	強合法	
119	斯	息移	QFA	sie	sie	sie	sie	siᴇ˧	心開三支平	心	開	三	支	平	強合法	
120	差	楚宜	TFA	tsrhye	tʂʰie	tʂʰie	tʂʰɨe	tʂʰiᴇ˧	初開三支平	初	開	三	支	平	強合法	
121	摛	丑知	KFA	trhie	ʈʰie	ʈʰie	ʈʰie	ʈʰiᴇ˧	徹開三支平	徹	開	三	支	平	強合法	
122	彌	武移	DFA	mie	mie	mie	mie	miᴇ˧	明三A支平	明		三A	支	平	強合法	
123	雌	此移	OFA	tshie	tsʰie	tsʰie	tsʰie	tsʰiᴇ˧	清開三支平	清	開	三	支	平	強合法	
124	知	陟離	JFA	trie	ʈie	ʈie	ʈie	ʈiᴇ˧	知開三支平	知	開	三	支	平	強合法	
125	漪	於離	hFE	qye	ʔɹie	ʔɹie	ʔɨe	ʔɣiᴇ˧	影開三B支平	影	開	三B	支	平	強合法	
126	馳	直離	LFA	drie	ɖie	ɖie	ɖie	ɖiᴇ˧	澄開三支平	澄	開	三	支	平	強合法	
127	眭	息爲	QFI	swie	swie	swie	sye	sʷiᴇ˧	心合三支平	心	合	三	支	平	強合法	
128	危	魚爲	gFM	ngue	ŋɹwie	ŋɹwie	ŋʉe	ŋʷɣiᴇ˧	疑合三B支平	疑	合	三B	支	平	強合法	
129	詑	香支	iFA	hie	xie	xie	xie	hiᴇ˧	曉開三A支平	曉	開	三A	支	平	強合法	
130	釃	所宜	VFA	srye	ʂie	ʂie	ʂɨe	ʂiᴇ˧	生開三支平	生	開	三	支	平	強合法	
131	䪎	山垂	VFI	srue	ʂwie	ʂwie	ʂʉe	ʂʷiᴇ˧	生合三支平	生	合	三	支	平	強合法	
132	痿	人垂	cFI	njwie	ɲwie	ɲwie	ɲye	ȵʷiᴇ˧	日合三支平	日	合	三	支	平	強合法	
133	厜	姊規	NFI	tswie	tswie	tswie	tsye	tsʷiᴇ˧	精合三支平	精	合	三	支	平	強合法	
134	𩓸	居隋	dFI	kwie	kwie	kwie	kye	kʷiᴇ˧	見合三A支平	見	合	三A	支	平	強合法	
135	劑	遵爲	NFI	tswie	tswie	tswie	tsye	tsʷiᴇ˧	精合三支平	精	合	三	支	平	強合法	
136	衰	楚危	TFI	tsrhue	tʂʰwie	tʂʰwie	tʂʰʉe	tʂʰʷiᴇ˧	初合三支平	初	合	三	支	平	強合法	
137	腄	竹垂	JFI	trwie	ʈwie	ʈwie	ʈye	ʈʷiᴇ˧	知合三支平	知	合	三	支	平	強合法	
138	䮔	子垂	XFI	tjwie	tɕwie	tɕwie	tɕye	tɕʷiᴇ˧	章合三支平	章	合	三	支	平	強合法	
139	眵	叱支	YFA	tjhie	tɕʰie	tɕʰie	tɕʰie	tɕʰiᴇ˧	昌開三支平	昌	開	三	支	平	強合法	
140	齜	側宜	SFA	tsrye	tʂie	tʂie	tʂɨe	tʂiᴇ˧	莊開三支平	莊	開	三	支	平	強合法	
141	𤿎	匹支	BFA	phie	pʰie	pʰie	pʰie	pʰiᴇ˧	滂三A支平	滂		三A	支	平	強合法	
142	䔺	悅吹	lFI	jwie	jwie	jwie	jye	jʷiᴇ˧	以合三支平	以	合	三	支	平	強合法	
143	齹	士宜	UFA	dzrye	dʐie	dʐie	dʐɨe	dʐiᴇ˧	崇開三支平	崇	開	三	支	平	強合法	
144	脂	旨夷	XGA	tji	tɕi	tɕi	tɕi	tɕi˧	章開三脂平	章	開	三	脂	平	強合法	
145	姨	以脂	lGA	ji	ji	ji	ji	ji˧	以開三脂平	以	開	三	脂	平	強合法	
146	師	疏夷	VGA	sryi	ʂi	ʂi	ʂɨi	ʂi˧	生開三脂平	生	開	三	脂	平	強合法	
147	𣬈	房脂	CGA	bi	bi	bi	bi	bi˧	並三A脂平	並		三A	脂	平	強合法	
148	咨	即夷	NGA	tsi	tsi	tsi	tsi	tsi˧	精開三脂平	精	開	三	脂	平	強合法	
149	飢	居夷	dGE	kyi	kɹi	kɹi	kɨi	kɣi˧	見開三B脂平	見	開	三B	脂	平	強合法	
150	鴟	處脂	YGA	tjhi	tɕʰi	tɕʰi	tɕʰi	tɕʰi˧	昌開三脂平	昌	開	三	脂	平	強合法	
151	絺	丑飢	KGA	trhi	ʈʰi	ʈʰi	ʈʰi	ʈʰi˧	徹開三脂平	徹	開	三	脂	平	強合法	
152	郪	取私	OGA	tshi	tsʰi	tsʰi	tsʰi	tsʰi˧	清開三脂平	清	開	三	脂	平	強合法	
153	茨	疾資	PGA	dzi	dzi	dzi	dzi	dzi˧	從開三脂平	從	開	三	脂	平	強合法	
154	尼	女夷	MGA	nri	ɳi	ɳi	ɳi	ɳi˧	孃開三脂平	孃	開	三	脂	平	強合法	
155	墀	直尼	LGA	dri	ɖi	ɖi	ɖi	ɖi˧	澄開三脂平	澄	開	三	脂	平	強合法	
156	私	息夷	QGA	si	si	si	si	si˧	心開三脂平	心	開	三	脂	平	強合法	
157	尸	式脂	aGA	sji	ɕi	ɕi	ɕi	ɕi˧	書開三脂平	書	開	三	脂	平	強合法	
158	鬐	渠脂	fGA	gi	ɡi	ɡi	ɡi	ɡi˧	羣開三A脂平	羣	開	三A	脂	平	稀有合法	
159	伊	於脂	hGA	qi	ʔi	ʔi	ʔi	ʔi˧	影開三A脂平	影	開	三A	脂	平	強合法	
160	棃	力脂	IGA	li	li	li	li	li˧	來開三脂平	來	開	三	脂	平	強合法	
161	葵	渠追	fGI	gwi	ɡwi	ɡwi	ɡyi	ɡʷi˧	羣合三A脂平	羣	合	三A	脂	平	強合法	
162	追	陟隹	JGI	trwi	ʈwi	ʈwi	ʈyi	ʈʷi˧	知合三脂平	知	合	三	脂	平	強合法	
163	龜	居追	dGM	kui	kɹwi	kɹwi	kʉi	kʷɣi˧	見合三B脂平	見	合	三B	脂	平	強合法	
164	蕤	儒隹	cGI	njwi	ɲwi	ɲwi	ɲyi	ȵʷi˧	日合三脂平	日	合	三	脂	平	強合法	
165	衰	所追	VGI	srui	ʂwi	ʂwi	ʂʉi	ʂʷi˧	生合三脂平	生	合	三	脂	平	強合法	
166	惟	以追	lGI	jwi	jwi	jwi	jyi	jʷi˧	以合三脂平	以	合	三	脂	平	強合法	
167	㶟	力追	IGI	lwi	lwi	lwi	lyi	lʷi˧	來合三脂平	來	合	三	脂	平	強合法	
168	綏	息遺	QGI	swi	swi	swi	syi	sʷi˧	心合三脂平	心	合	三	脂	平	強合法	
169	逵	渠追	fGM	gui	ɡɹwi	ɡɹwi	ɡʉi	ɡʷɣi˧	羣合三B脂平	羣	合	三B	脂	平	強合法	
170	眉	武悲	DGE	myi	mɹi	mɹi	mɨi	mɣi˧	明三B脂平	明		三B	脂	平	強合法	
171	悲	府眉	AGE	pyi	pɹi	pɹi	pɨi	pɣi˧	幫三B脂平	幫		三B	脂	平	強合法	
172	錐	職追	XGI	tjwi	tɕwi	tɕwi	tɕyi	tɕʷi˧	章合三脂平	章	合	三	脂	平	強合法	
173	誰	視隹	ZGI	djwi	dʑwi	dʑwi	dʑyi	dʑʷi˧	常合三脂平	常	合	三	脂	平	強合法	
174	帷	洧悲	kGI	ui	wɹi	wɹi	ʉi	ɦʷi˧	云合三B脂平	云	合	三B	脂	平	強合法	
175	邳	符悲	CGE	byi	bɹi	bɹi	bɨi	bɣi˧	並三B脂平	並		三B	脂	平	強合法	
176	丕	敷悲	BGE	phyi	pʰɹi	pʰɹi	pʰɨi	pʰɣi˧	滂三B脂平	滂		三B	脂	平	強合法	
177	倠	許維	iGI	hwi	xwi	xwi	xyi	hʷi˧	曉合三A脂平	曉	合	三A	脂	平	強合法	
178	鎚	直追	LGI	drwi	ɖwi	ɖwi	ɖyi	ɖʷi˧	澄合三脂平	澄	合	三	脂	平	強合法	
179	推	尺隹	YGI	tjhwi	tɕʰwi	tɕʰwi	tɕʰyi	tɕʰʷi˧	昌合三脂平	昌	合	三	脂	平	強合法	
180	胝	丁尼	JGA	tri	ʈi	ʈi	ʈi	ʈi˧	知開三脂平	知	開	三	脂	平	強合法	
181	紕	匹夷	BGA	phi	pʰi	pʰi	pʰi	pʰi˧	滂三A脂平	滂		三A	脂	平	強合法	
182	嶉	醉綏	NGI	tswi	tswi	tswi	tsyi	tsʷi˧	精合三脂平	精	合	三	脂	平	強合法	
183	巋	丘追	eGM	khui	kʰɹwi	kʰɹwi	kʰʉi	kʰʷɣi˧	溪合三B脂平	溪	合	三B	脂	平	強合法	
184	狋	牛肌	gGE	ngyi	ŋɹi	ŋɹi	ŋɨi	ŋɣi˧	疑開三B脂平	疑	開	三B	脂	平	強合法	
185	咦	喜夷	iGA	hi	xi	xi	xi	hi˧	曉開三A脂平	曉	開	三A	脂	平	稀有合法	
186	之	止而	XHA	tjy	tɕɨ	tɕɨ	tɕɨ	tɕɨ˧	章開三之平	章	開	三	之	平	強合法	
187	飴	與之	lHA	jy	jɨ	jɨ	jɨ	jɨ˧	以開三之平	以	開	三	之	平	強合法	
188	時	市之	ZHA	djy	dʑɨ	dʑɨ	dʑɨ	dʑɨ˧	常開三之平	常	開	三	之	平	強合法	
189	疑	語其	gHA	ngy	ŋɨ	ŋɨ	ŋɨ	ŋɨ˧	疑開三之平	疑	開	三	之	平	強合法	
190	思	息兹	QHA	sy	sjɨ	sjɨ	sɨ	sɨ˧	心開三之平	心	開	三	之	平	強合法	
191	輜	楚持	THA	tsrhy	tʂʰɨ	tʂʰɨ	tʂʰɨ	tʂʰɨ˧	初開三之平	初	開	三	之	平	強合法	
192	其	渠之	fHA	gy	ɡɨ	ɡɨ	ɡɨ	ɡɨ˧	羣開三之平	羣	開	三	之	平	強合法	
193	詩	書之	aHA	sjy	ɕɨ	ɕɨ	ɕɨ	ɕɨ˧	書開三之平	書	開	三	之	平	強合法	
194	而	如之	cHA	njy	ɲɨ	ɲɨ	ɲɨ	ȵɨ˧	日開三之平	日	開	三	之	平	強合法	
195	欺	去其	eHA	khy	kʰɨ	kʰɨ	kʰɨ	kʰɨ˧	溪開三之平	溪	開	三	之	平	強合法	
196	姬	居之	dHA	ky	kɨ	kɨ	kɨ	kɨ˧	見開三之平	見	開	三	之	平	強合法	
197	詞	似兹	RHA	zy	zjɨ	zjɨ	zɨ	zɨ˧	邪開三之平	邪	開	三	之	平	強合法	
198	釐	里之	IHA	ly	lɨ	lɨ	lɨ	lɨ˧	來開三之平	來	開	三	之	平	強合法	
199	菑	側持	SHA	tsry	tʂɨ	tʂɨ	tʂɨ	tʂɨ˧	莊開三之平	莊	開	三	之	平	強合法	
200	僖	許其	iHA	hy	xɨ	xɨ	xɨ	hɨ˧	曉開三之平	曉	開	三	之	平	強合法	
201	醫	於其	hHA	qy	ʔɨ	ʔɨ	ʔɨ	ʔɨ˧	影開三之平	影	開	三	之	平	強合法	
202	癡	丑之	KHA	trhy	ʈʰɨ	ʈʰɨ	ʈʰɨ	ʈʰɨ˧	徹開三之平	徹	開	三	之	平	強合法	
203	治	直之	LHA	dry	ɖɨ	ɖɨ	ɖɨ	ɖɨ˧	澄開三之平	澄	開	三	之	平	強合法	
204	蚩	赤之	YHA	tjhy	tɕʰɨ	tɕʰɨ	tɕʰɨ	tɕʰɨ˧	昌開三之平	昌	開	三	之	平	強合法	
205	慈	疾之	PHA	dzy	dzjɨ	dzjɨ	dzɨ	dzɨ˧	從開三之平	從	開	三	之	平	強合法	
206	兹	子之	NHA	tsy	tsjɨ	tsjɨ	tsɨ	tsɨ˧	精開三之平	精	開	三	之	平	強合法	
207	茬	士之	UHA	dzry	dʐɨ	dʐɨ	dʐɨ	dʐɨ˧	崇開三之平	崇	開	三	之	平	強合法	
208	漦	俟甾	WHA	zry	ʐɨ	ʐɨ	ʐɨ	ʐɨ˧	俟開三之平	俟	開	三	之	平	強合法	
209	抾	丘乏	e8D	khyop	kʰɣəp	kʰəp	kʰɨəp	kʰɨap꜊	溪開三嚴入	溪	開	三	嚴	入	強合法	
210	䀵	式其	aHA	sjy	ɕɨ	ɕɨ	ɕɨ	ɕɨ˧	書開三之平	書	開	三	之	平	強合法	
211	微	無非	DIA	muj	mʋuj	muj	mʉj	mu̯ɨi˧	明三微平	明		三	微	平	強合法	
212	揮	許歸	iII	huj	xɣuj	xuj	xʉj	hʷɨi˧	曉合三微平	曉	合	三	微	平	強合法	
213	幃	雨非	kII	uj	wuj	wuj	ʉj	ɦʷɨi˧	云合三微平	云	合	三	微	平	強合法	
214	霏	芳非	BIA	phuj	pʰʋuj	pʰuj	pʰʉj	pʰu̯ɨi˧	滂三微平	滂		三	微	平	強合法	
215	猆	甫微	AIA	puj	pʋuj	puj	pʉj	pu̯ɨi˧	幫三微平	幫		三	微	平	強合法	
216	肥	符非	CIA	buj	bʋuj	buj	bʉj	bu̯ɨi˧	並三微平	並		三	微	平	強合法	
217	威	於非	hII	quj	ʔɣuj	ʔuj	ʔʉj	ʔʷɨi˧	影合三微平	影	合	三	微	平	強合法	
218	祈	渠希	fIA	gyj	ɡɨj	ɡɨj	ɡɨj	ɡɨi˧	羣開三微平	羣	開	三	微	平	強合法	
219	機	居依	dIA	kyj	kɨj	kɨj	kɨj	kɨi˧	見開三微平	見	開	三	微	平	強合法	
220	希	香衣	iIA	hyj	xɨj	xɨj	xɨj	hɨi˧	曉開三微平	曉	開	三	微	平	強合法	
221	依	於希	hIA	qyj	ʔɨj	ʔɨj	ʔɨj	ʔɨi˧	影開三微平	影	開	三	微	平	強合法	
222	沂	魚衣	gIA	ngyj	ŋɨj	ŋɨj	ŋɨj	ŋɨi˧	疑開三微平	疑	開	三	微	平	強合法	
223	巍	語韋	gII	nguj	ŋɣuj	ŋuj	ŋʉj	ŋʷɨi˧	疑合三微平	疑	合	三	微	平	強合法	
224	歸	舉韋	dII	kuj	kɣuj	kuj	kʉj	kʷɨi˧	見合三微平	見	合	三	微	平	強合法	
225	蘬	丘韋	eII	khuj	kʰɣuj	kʰuj	kʰʉj	kʰʷɨi˧	溪合三微平	溪	合	三	微	平	強合法	
226	魚	語居	gJA	ngyo	ŋɣə	ŋə	ŋɨə	ŋɨɤ˧	疑開三魚平	疑	開	三	魚	平	強合法	
227	初	楚居	TJA	tsrhyo	tʂʰə	tʂʰə	tʂʰɨə	tʂʰɨɤ˧	初開三魚平	初	開	三	魚	平	強合法	
228	書	傷魚	aJA	sjyo	ɕə	ɕə	ɕɨə	ɕɨɤ˧	書開三魚平	書	開	三	魚	平	強合法	
229	居	九魚	dJA	kyo	kɣə	kə	kɨə	kɨɤ˧	見開三魚平	見	開	三	魚	平	強合法	
230	渠	強魚	fJA	gyo	ɡɣə	ɡə	ɡɨə	ɡɨɤ˧	羣開三魚平	羣	開	三	魚	平	強合法	
231	余	以諸	lJA	jyo	jə	jə	jɨə	jɨɤ˧	以開三魚平	以	開	三	魚	平	強合法	
232	胥	相居	QJA	syo	sjə	sjə	sɨə	sɨɤ˧	心開三魚平	心	開	三	魚	平	強合法	
233	疽	七余	OJA	tshyo	tsʰjə	tsʰjə	tsʰɨə	tsʰɨɤ˧	清開三魚平	清	開	三	魚	平	強合法	
234	鉏	士魚	UJA	dzryo	dʐə	dʐə	dʐɨə	dʐɨɤ˧	崇開三魚平	崇	開	三	魚	平	強合法	
235	攄	丑居	KJA	trhyo	ʈʰə	ʈʰə	ʈʰɨə	ʈʰɨɤ˧	徹開三魚平	徹	開	三	魚	平	強合法	
236	疏	所葅	VJA	sryo	ʂə	ʂə	ʂɨə	ʂɨɤ˧	生開三魚平	生	開	三	魚	平	強合法	
237	虛	朽居	iJA	hyo	xɣə	xə	xɨə	hɨɤ˧	曉開三魚平	曉	開	三	魚	平	強合法	
238	徐	似魚	RJA	zyo	zjə	zjə	zɨə	zɨɤ˧	邪開三魚平	邪	開	三	魚	平	強合法	
239	於	央居	hJA	qyo	ʔɣə	ʔə	ʔɨə	ʔɨɤ˧	影開三魚平	影	開	三	魚	平	強合法	
240	豬	陟魚	JJA	tryo	ʈə	ʈə	ʈɨə	ʈɨɤ˧	知開三魚平	知	開	三	魚	平	強合法	
241	臚	力居	IJA	lyo	lə	lə	lɨə	lɨɤ˧	來開三魚平	來	開	三	魚	平	強合法	
242	諸	章魚	XJA	tjyo	tɕə	tɕə	tɕɨə	tɕɨɤ˧	章開三魚平	章	開	三	魚	平	強合法	
243	除	直魚	LJA	dryo	ɖə	ɖə	ɖɨə	ɖɨɤ˧	澄開三魚平	澄	開	三	魚	平	強合法	
244	如	人諸	cJA	njyo	ɲə	ɲə	ɲɨə	ȵɨɤ˧	日開三魚平	日	開	三	魚	平	強合法	
245	且	子魚	NJA	tsyo	tsjə	tsjə	tsɨə	tsɨɤ˧	精開三魚平	精	開	三	魚	平	強合法	
246	虛	去魚	eJA	khyo	kʰɣə	kʰə	kʰɨə	kʰɨɤ˧	溪開三魚平	溪	開	三	魚	平	強合法	
247	菹	側魚	SJA	tsryo	tʂə	tʂə	tʂɨə	tʂɨɤ˧	莊開三魚平	莊	開	三	魚	平	強合法	
248	蜍	署魚	ZJA	djyo	dʑə	dʑə	dʑɨə	dʑɨɤ˧	常開三魚平	常	開	三	魚	平	強合法	
249	袽	女余	MJA	nryo	ɳə	ɳə	ɳɨə	ɳɨɤ˧	孃開三魚平	孃	開	三	魚	平	強合法	
250	虞	遇俱	gKA	nguo	ŋɣo	ŋo	ŋʉo	ŋɨu̯o̝˧	疑合三虞平	疑	合	三	虞	平	強合法	
251	芻	測隅	TKA	tsrhuo	tʂʰo	tʂʰo	tʂʰʉo	tʂʰɨu̯o̝˧	初合三虞平	初	合	三	虞	平	強合法	
252	無	武夫	DKA	muo	mʋo	mo	mʉo	mɨu̯o̝˧	明三虞平	明		三	虞	平	強合法	
253	于	羽俱	kKA	uo	wo	wo	ʉo	ɦɨu̯o̝˧	云合三虞平	云	合	三	虞	平	強合法	
254	訏	況于	iKA	huo	xɣo	xo	xʉo	hɨu̯o̝˧	曉合三虞平	曉	合	三	虞	平	強合法	
255	衢	其俱	fKA	guo	ɡɣo	ɡo	ɡʉo	ɡɨu̯o̝˧	羣合三虞平	羣	合	三	虞	平	強合法	
256	儒	人朱	cKA	njuo	ɲo	ɲo	ɲʉo	ȵɨu̯o̝˧	日合三虞平	日	合	三	虞	平	強合法	
257	須	相俞	QKA	suo	sjo	sjo	sʉo	sɨu̯o̝˧	心合三虞平	心	合	三	虞	平	強合法	
258	株	陟輸	JKA	truo	ʈo	ʈo	ʈʉo	ʈɨu̯o̝˧	知合三虞平	知	合	三	虞	平	強合法	
259	貙	敕俱	KKA	trhuo	ʈʰo	ʈʰo	ʈʰʉo	ʈʰɨu̯o̝˧	徹合三虞平	徹	合	三	虞	平	強合法	
260	殊	市朱	ZKA	djuo	dʑo	dʑo	dʑʉo	dʑɨu̯o̝˧	常合三虞平	常	合	三	虞	平	強合法	
261	逾	羊朱	lKA	juo	jo	jo	jʉo	jɨu̯o̝˧	以合三虞平	以	合	三	虞	平	強合法	
262	區	豈俱	eKA	khuo	kʰɣo	kʰo	kʰʉo	kʰɨu̯o̝˧	溪合三虞平	溪	合	三	虞	平	強合法	
263	朱	章俱	XKA	tjuo	tɕo	tɕo	tɕʉo	tɕɨu̯o̝˧	章合三虞平	章	合	三	虞	平	強合法	
264	趨	七逾	OKA	tshuo	tsʰjo	tsʰjo	tsʰʉo	tsʰɨu̯o̝˧	清合三虞平	清	合	三	虞	平	強合法	
265	慺	力朱	IKA	luo	lo	lo	lʉo	lɨu̯o̝˧	來合三虞平	來	合	三	虞	平	強合法	
266	扶	防無	CKA	buo	bʋo	bo	bʉo	bɨu̯o̝˧	並三虞平	並		三	虞	平	強合法	
267	䅳	仕于	UKA	dzruo	dʐo	dʐo	dʐʉo	dʐɨu̯o̝˧	崇合三虞平	崇	合	三	虞	平	強合法	
268	㑳	莊俱	SKA	tsruo	tʂo	tʂo	tʂʉo	tʂɨu̯o̝˧	莊合三虞平	莊	合	三	虞	平	強合法	
269	敷	芳無	BKA	phuo	pʰʋo	pʰo	pʰʉo	pʰɨu̯o̝˧	滂三虞平	滂		三	虞	平	強合法	
270	諏	子于	NKA	tsuo	tsjo	tsjo	tsʉo	tsɨu̯o̝˧	精合三虞平	精	合	三	虞	平	強合法	
271	跗	甫無	AKA	puo	pʋo	po	pʉo	pɨu̯o̝˧	幫三虞平	幫		三	虞	平	強合法	
272	紆	憶俱	hKA	quo	ʔɣo	ʔo	ʔʉo	ʔɨu̯o̝˧	影合三虞平	影	合	三	虞	平	強合法	
273	輸	式朱	aKA	sjuo	ɕo	ɕo	ɕʉo	ɕɨu̯o̝˧	書合三虞平	書	合	三	虞	平	強合法	
274	樞	昌朱	YKA	tjhuo	tɕʰo	tɕʰo	tɕʰʉo	tɕʰɨu̯o̝˧	昌合三虞平	昌	合	三	虞	平	強合法	
275	廚	直誅	LKA	druo	ɖo	ɖo	ɖʉo	ɖɨu̯o̝˧	澄合三虞平	澄	合	三	虞	平	強合法	
276	拘	舉朱	dKA	kuo	kɣo	ko	kʉo	kɨu̯o̝˧	見合三虞平	見	合	三	虞	平	強合法	
277	毹	山芻	VKA	sruo	ʂo	ʂo	ʂʉo	ʂɨu̯o̝˧	生合三虞平	生	合	三	虞	平	強合法	
278	模	莫胡	DLA	mo	mo	ᵯo	mo	mu̯o˧	明一模平	明		一	模	平	強合法	
279	酺	薄胡	CLA	bo	bo	ᵬo	bo	bu̯o˧	並一模平	並		一	模	平	強合法	
280	胡	戶吳	jLA	gho	ʁo	ʁo	ɣo	ɦu̯o˧	匣一模平	匣		一	模	平	強合法	
281	孤	古胡	dLA	ko	qo	qo	ko	ku̯o˧	見一模平	見		一	模	平	強合法	
282	徒	同都	GLA	do	do	do	do	du̯o˧	定一模平	定		一	模	平	強合法	
283	奴	乃都	HLA	no	no	no	no	nu̯o˧	泥一模平	泥		一	模	平	強合法	
284	呼	荒烏	iLA	ho	χo	χo	xo	hu̯o˧	曉一模平	曉		一	模	平	強合法	
285	吾	五乎	gLA	ngo	ɴo	ɴo	ŋo	ŋu̯o˧	疑一模平	疑		一	模	平	強合法	
286	租	則吾	NLA	tso	tso	tso	tso	tsu̯o˧	精一模平	精		一	模	平	強合法	
287	盧	落胡	ILA	lo	ɫo	ɫo	lo	lu̯o˧	來一模平	來		一	模	平	強合法	
288	蘇	素姑	QLA	so	so	so	so	su̯o˧	心一模平	心		一	模	平	強合法	
289	徂	昨胡	PLA	dzo	dzo	dzo	dzo	dzu̯o˧	從一模平	從		一	模	平	強合法	
290	烏	哀都	hLA	qo	ʔo	ʡo	ʔo	ʔu̯o˧	影一模平	影		一	模	平	強合法	
291	逋	博孤	ALA	po	po	ᵱo	po	pu̯o˧	幫一模平	幫		一	模	平	強合法	
292	枯	苦胡	eLA	kho	qʰo	qʰo	kʰo	kʰu̯o˧	溪一模平	溪		一	模	平	強合法	
293	麤	倉胡	OLA	tsho	tsʰo	tsʰo	tsʰo	tsʰu̯o˧	清一模平	清		一	模	平	強合法	
294	㻌	他胡	FLA	tho	tʰo	tʰo	tʰo	tʰu̯o˧	透一模平	透		一	模	平	強合法	
295	都	當孤	ELA	to	to	to	to	tu̯o˧	端一模平	端		一	模	平	強合法	
296	𥠵	普胡	BLA	pho	pʰo	ᵱʰo	pʰo	pʰu̯o˧	滂一模平	滂		一	模	平	強合法	
297	齊	徂奚	PMA	dzej	dzej	dzej	dzej	dzei˧	從開四齊平	從	開	四	齊	平	強合法	
298	黎	郎奚	IMA	lej	ɫej	ɫej	lej	lei˧	來開四齊平	來	開	四	齊	平	強合法	
299	妻	七稽	OMA	tshej	tsʰej	tsʰej	tsʰej	tsʰei˧	清開四齊平	清	開	四	齊	平	強合法	
300	低	都奚	EMA	tej	tej	tej	tej	tei˧	端開四齊平	端	開	四	齊	平	強合法	
301	嗁	杜奚	GMA	dej	dej	dej	dej	dei˧	定開四齊平	定	開	四	齊	平	強合法	
302	豍	邊兮	AMA	pej	pej	ᵱej	pej	pei˧	幫四齊平	幫		四	齊	平	強合法	
303	雞	古奚	dMA	kej	qej	qej	kej	kei˧	見開四齊平	見	開	四	齊	平	強合法	
304	奚	胡雞	jMA	ghej	ʁej	ʁej	ɣej	ɦei˧	匣開四齊平	匣	開	四	齊	平	強合法	
