原書小韻號,小韻字號,字,poem_小韻內字序,poem_字,sbgy_id,sbgy_字,ytenx_小韻內字序,ytenx_流水序,ytenx_字
1717,7,𨱵,7,𨱵,w335b0103,𨱵,7,12806,𨱵
1718,1,堖,1,堖,w335b0104,堖〈匘〉,1,12807,堖
1718,2,腦,2,腦,w335b0105,腦,2,12808,腦
1718,3,𠜶,3,𠜶,w335b0201,𠜶,3,12809,𠜶
1718,4,惱,4,惱,w335b0202,惱,4,12810,惱
1718,5,碯,5,碯,w335b0203,碯,5,12811,碯
1718,6,𨱵,6,𨱵,w335b0204,𨱵,6,12812,𨱵
1718,7,㺁,7,㺁,w335b0205,㺁,7,12813,㺁
1718,8,𧳦,8,𧳦,w335b0206,𧳦,8,12814,𧳦
1718,9,㛴,9,㛴,w335b0207,㛴,9,12815,㛴
1719,1,㛮,1,㛮,w335b0208,㛮,1,12816,㛮
1719,2,嫂,2,嫂,w335b0301,嫂,2,12817,嫂
1719,3,㛐,3,㛐,w335b0302,㛐,3,12818,㛐
1719,4,燥,4,燥,w335b0303,燥,4,12819,燥
1719,5,埽,5,埽,w335b0304,埽,5,12820,埽
1719,6,掃,6,掃,w335b0305,掃,6,12821,掃
1719,7,䕅,7,䕅,w335b0306,𦺋,7,12822,𦺋
1720,1,倒,1,倒,w335b0307,倒,1,12823,倒
1720,2,擣,2,擣,w335b0308,擣,2,12824,擣
1720,3,㨶,3,㨶,w335b0401,㨶,3,12825,搗
1720,4,島,4,島,w335b0402,㠀,4,12826,㠀
1720,5,禂,5,禂,w335b0403,禂,5,12827,禂
1720,6,䮻,6,䮻,w335b0404,䮻,6,12828,䮻
1720,7,檮,7,檮,w335b0405,檮,7,12829,檮
1720,8,禱,8,禱,w335b0406,禱,8,12830,禱
1720,9,㿒,9,㿒,w335b0501,㿒,9,12831,㿒
1720,10,壔,10,壔,w335b0502,壔,10,12832,壔
1720,11,懤,11,懤,w335b0503,懤,11,12833,懤
1721,1,草,1,草,w335b0504,草,1,12834,草
1721,2,艸,2,艸,w335b0505,艸,2,12835,艸
1721,3,懆,3,懆,w335b0506,懆,3,12836,懆
1721,4,慅,4,慅,w335b0601,慅,4,12837,慅
1721,5,騲,5,騲,w335b0602,騲,5,12838,騲
1721,6,𠹊,6,𠹊,w335b0603,𠹊,6,12839,𠹊
1721,7,愺,7,愺,w335b0604,愺,7,12840,愺
1722,1,早,1,早,w335b0605,早,1,12841,早
1722,2,澡,2,澡,w335b0606,澡,2,12842,澡
1722,3,藻,3,藻,w335b0607,藻,3,12843,藻
1722,4,薻,4,薻,w335b0701,𧃡,4,12844,薻
1722,5,𧎮,5,𧎮,w335b0702,𧎮,5,12845,𧎮
1722,6,蚤,6,蚤,w335b0703,蚤,6,12846,蚤
1722,7,䲃,7,䲃,w335b0704,䲃,7,12847,䲃
1722,8,璪,8,璪,w335b0705,璪,8,12848,璪
1722,9,璅,9,璅,w335b0801,璅,9,12849,璅
1722,10,棗,10,棗,w335b0802,棗,10,12850,棗
1722,11,繰,11,繰,w335b0901,繰,11,12851,繰
1722,12,繅,12,繅,w335b0902,繅,12,12852,繅
1723,1,皁,1,皁,w335b0903,皁,1,12853,皁
1723,2,𦯑,2,𦯑,w335b0904,𦯑,2,12854,𦯑
1723,3,造,3,造,w335b0905,造,3,12855,造
1723,4,艁,4,艁,w335b1001,艁,4,12856,艁
1724,1,暠,1,暠,w335b1002,暠,1,12857,暠
1724,2,𣓌,2,𣓌,w335b1003,𣓌,2,12858,𣓌
1724,3,杲,3,杲,w335b1004,杲,3,12859,杲
1724,4,稾,4,稾,w335b1005,稾,4,12860,稾
1724,5,藁,5,藁,w336a0101,藁,5,12861,藳
1724,6,夰,6,夰,w336a0102,夰,6,12862,夰
1724,7,縞,7,縞,w336a0103,縞,7,12863,縞
1724,8,槀,8,槀,w336a0104,槀,8,12864,槀
1724,9,㚖,9,㚖,w336a0105,㚖,9,12865,㚖
1724,10,菒,10,菒,w336a0106,菒,10,12866,菒
1724,11,𥓖,11,𥓖,w336a0107,𥓖,11,12867,𥓖
1725,1,好,1,好,w336a0201,好,1,12868,好
1725,2,𡚽,2,𡚽,w336a0202,𡚽,2,12869,𡚽
1726,1,蓩,1,蓩,w336a0203,蓩,1,12870,蓩
1726,2,䓮,2,䓮,w336a0204,䓮,2,12871,䓮
1726,3,媢,3,媢,w336a0205,媢,3,12872,媢
1726,4,𠔼,4,𠔼,w336a0301,𠔼,4,12873,冃
1727,1,寶,1,寶,w336a0302,寶,1,12874,寶
1727,2,珤,2,珤,w336a0401,珤,2,12875,珤
1727,3,保,3,保,w336a0402,保,3,12876,保
1727,4,𡥀,4,𡥀,w336a0403,𣎼,4,12877,𡥀
1727,5,堢,5,堢,w336a0404,堢,5,12878,堢
1727,6,堡,6,堡,w336a0501,堡,6,12879,堡
1727,7,褓,7,褓,w336a0502,褓,7,12880,褓
1727,8,緥,8,緥,w336a0503,緥,8,12881,緥
1727,9,鴇,9,鴇,w336a0504,鴇,9,12882,鴇
1727,10,葆,10,葆,w336a0505,葆,10,12883,葆
1727,11,駂,11,駂,w336a0506,駂,11,12884,駂
1727,12,䎂,12,䎂,w336a0507,䎂,12,12885,䎂
1727,13,宲,13,宲,w336a0601,宲,13,12886,宲
1727,14,賲,14,賲,w336a0602,賲,14,12887,賲
1727,15,𠤏,15,𠤏,w336a0603,𠤏,15,12888,𠤏
1728,1,襖,1,襖,w336a0604,襖,1,12889,襖
1728,2,镺,2,镺,w336a0605,镺,2,12890,镺
1728,3,懊,3,懊,w336a0606,懊,3,12891,懊
1728,4,䐿,4,䐿,w336a0607,䐿,4,12892,䐿
1728,5,芺,5,芺,w336a0608,芺,5,12893,芺
1728,6,䴠,6,䴠,w336a0701,䴠,6,12894,䴠
1728,7,媼,7,媼,w336a0702,媪,7,12895,媪
1728,8,燠,8,燠,w336a0703,燠,8,12896,燠
1728,9,夭,9,夭,w336a0704,夭,9,12897,夭
1728,10,㤇,10,㤇,w336a0705,㤇,10,12898,㤇
1728,11,郩,11,郩,w336a0706,郩,11,12899,郩
1728,12,蝹,12,蝹,w336a0707,蝹,12,12900,蝹
1728,13,䯠,13,䯠,w336a0801,䯠,13,12901,䯠
1728,14,𪁾,14,𪁾,w336a0802,𪁾,14,12902,𪁾
1729,1,考,1,考,w336a0803,考,1,12903,考
1729,2,攷,2,攷,w336a0901,攷,2,12904,攷
1729,3,栲,3,栲,w336a0902,栲,3,12905,栲
1729,4,槀,4,槀,w336a0903,槁,4,12906,槁
1729,5,祰,5,祰,w336a0904,祰,5,12907,祰
1729,6,洘,6,洘,w336a0905,洘,6,12908,洘
1729,7,燺,7,燺,w336a0906,燺,7,12909,燺
1729,8,丂,8,丂,w336a1001,丂,8,12910,丂
1729,9,䯪,9,䯪,w336a1002,䯪,9,12911,䯪
1729,10,薧,10,薧,w336a1003,薧,10,12912,薧
1730,1,𦽀,1,𦽀,w336a1004,𦽀,1,12913,𦽀
1730,2,𩑤,2,𩑤,w336b0101,𩑤,2,12914,𩑤
1731,1,哿,1,哿,w336b0201,哿,1,12915,哿
1731,2,舸,2,舸,w336b0202,舸,2,12916,舸
1731,3,笴,3,笴,w336b0203,笴,3,12917,笴
1731,4,𥰮,4,𥰮,w336b0204,𥰮,4,12918,𥰮
1732,1,瑳,1,瑳,w336b0205,瑳,1,12919,瑳
1732,2,䰈,2,䰈,w336b0301,䰈,2,12920,䰈
1732,3,硰,3,硰,w336b0302,硰,3,12921,硰
1733,1,嚲,1,嚲,w336b0303,嚲,1,12922,嚲
1733,2,䯬,2,䯬,w336b0304,䯬,2,12923,䯬
1733,3,哆,3,哆,w336b0305,哆,3,12924,哆
1733,4,癉,4,癉,w336b0401,癉,4,12925,癉
1733,5,䫂,5,䫂,w336b0402,䫂,5,12926,䫂
1734,1,縒,1,縒,w336b0403,縒,1,12927,縒
1734,2,娑,2,娑,w336b0404,娑,2,12928,娑
1734,3,褨,3,褨,w336b0405,褨,3,12929,褨
1735,1,爹,1,爹,w336b0406,爹,1,12930,爹
1735,2,柁,2,柁,w336b0501,柁,2,12931,柁
1735,3,舵,3,舵,w336b0502,舵,3,12932,舵
1735,4,陊,4,陊,w336b0503,陊,4,12933,陊
1735,5,袉,5,袉,w336b0504,袉,5,12934,袉
1735,6,拕,6,拕,w336b0505,拕,6,12935,拕
1735,7,沱,7,沱,w336b0506,沱,7,12936,沱
1735,8,𣵻,8,𣵻,w336b0601,𣵻,8,12937,𣵻
1735,9,詑,9,詑,w336b0602,詑,9,12938,詑
1736,1,我,1,我,w336b0603,我,1,12939,我
1736,2,騀,2,騀,w336b0604,騀,2,12940,騀
1736,3,𩒰,3,𩒰,w336b0605,𩒰,3,12941,𩒰
1736,4,㧴,4,㧴,w336b0606,㧴,4,12942,㧴
1736,5,硪,5,硪,w336b0701,硪,5,12943,硪
1737,1,袉,1,袉,w336b0702,袉,1,12944,袉
1738,1,㰁,1,㰁,w336b0703,㰁,1,12945,㰁
1738,2,𩝢〈𨬅〉,2,𩝢〈𨬅〉,w336b0704,𩝢〈𨬅〉,2,12946,𩝢
1738,3,欏〈攞〉,3,欏〈攞〉,w336b0705,欏〈攞〉,3,12947,欏
1738,4,砢,4,砢,w336b0706,砢,4,12948,砢
1738,5,㦬,5,㦬,w336b0801,㦬,5,12949,㦬
1738,6,曪,6,曪,w336b0802,⿰目羅〈曪〉,6,12950,曪
1738,7,𣂞,7,𣂞,w336b0803,𣂞,7,12951,𣂞
1738,8,剆,8,剆,w336b0804,剆,8,12952,剆
1738,9,𠻡,9,𠻡,w336b0805,𠻡,9,12953,𠻡
1739,1,橠,1,橠,w336b0806,橠,1,12954,橠
1739,2,娜,2,娜,w336b0901,娜,2,12955,娜
1739,3,㡅,3,㡅,w336b0902,㡅,3,12956,㡅
1739,4,𢄴,4,𢄴,w336b0903,𢄴,4,12957,𢄴
1739,5,那,5,那,w336b0904,𨙻,5,12958,那
1739,6,袲,6,袲,w336b0905,袲,6,12959,袲
1740,1,荷,1,荷,w336b0906,荷,1,12960,荷
1740,2,何,2,何,w336b1001,何,2,12961,何
1741,1,㰤,1,㰤,w336b1002,㰤,1,12962,㰤
1741,2,㗿,2,㗿,w336b1003,㗿,2,12963,㗿
1741,3,㪃,3,㪃,w336b1004,㪃,3,12964,㪃
1741,4,㪋,4,㪋,w336b1005,㪋,4,12965,㪋
1741,5,𩑸,5,𩑸,w336b1006,𩑸,5,12966,𩑸
1742,1,可,1,可,w336b1007,可,1,12967,可
1742,2,岢,2,岢,w337a0201,岢,2,12968,岢
1742,3,軻,3,軻,w337a0202,軻,3,12969,軻
1742,4,坷,4,坷,w337a0203,坷,4,12970,坷
1743,1,𨵌,1,𨵌,w337a0204,𨵌,1,12971,𨵌
1743,2,椏,2,椏,w337a0301,椏,2,12972,椏
1743,3,𣘨,3,𣘨,w337a0302,𣘨,3,12973,𣘨
1743,4,妸,4,妸,w337a0303,妸,4,12974,妸
1743,5,娿,5,娿,w337a0304,娿,5,12975,娿
1743,6,㫊,6,㫊,w337a0305,㫊,6,12976,㫊
1743,7,𧙃,7,𧙃,w337a0306,𧙃,7,12977,𧙃
1744,1,左,1,左,w337a0401,左,1,12978,左
1744,2,㝾,2,㝾,w337a0501,㝾,2,12979,㝾
1744,3,𠂇,3,𠂇,w337a0502,𠂇,3,12980,𠂇
1745,1,果,1,果,w337a0601,果,1,12981,果
1745,2,菓,2,菓,w337a0602,菓,2,12982,菓
1745,3,猓,3,猓,w337a0603,猓,3,12983,猓
1745,4,輠,4,輠,w337a0701,輠,4,12984,輠
1745,5,鐹,5,鐹,w337a0702,鐹,5,12985,鐹
1745,6,划,6,划,w337a0703,划,6,12986,划
1745,7,裹,7,裹,w337a0704,裹,7,12987,裹
1745,8,蜾,8,蜾,w337a0705,蜾,8,12988,蜾
1745,9,惈,9,惈,w337a0706,惈,9,12989,惈
1745,10,䴹,10,䴹,w337a0801,䴹,10,12990,䴹
1745,11,粿,11,粿,w337a0802,粿,11,12991,粿
1746,1,埵,1,埵,w337a0803,埵,1,12992,埵
1746,2,鬌,2,鬌,w337a0804,鬌,2,12993,鬌
1746,3,挆,3,挆,w337a0805,挆,3,12994,挆
1746,4,𦀉,4,𦀉,w337a0806,𦀉,4,12995,𦀉
1746,5,朵,5,朵,w337a0807,朵,5,12996,朵
1746,6,朶,6,朶,w337a0901,朶,6,12997,朶
1746,7,綞,7,綞,w337a0902,綞,7,12998,綞
1746,8,揣,8,揣,w337a0903,揣,8,12999,揣
1746,9,鍺,9,鍺,w337a0904,鍺,9,13000,鍺
1746,10,𨹄,10,𨹄,w337a0905,𨹄,10,13001,𨹄
1746,11,䤪,11,䤪,w337a0906,𨦃,11,13002,䤪
1746,12,𥠄,12,𥠄,w337a0907,𥠄,12,13003,𥠄
1746,13,㪜,13,㪜,w337a1001,㪜,13,13004,㪜
1746,14,𩊜,14,𩊜,w337a1002,𩊜,14,13005,𩊜
1746,15,褍,15,褍,w337a1003,褍,15,13006,褍
1747,1,鎖,1,鎖,w337a1004,鎖,1,13007,鎖
1747,2,瑣,2,瑣,w337a1005,瑣,2,13008,瑣
1747,3,溑,3,溑,w337b0101,溑,3,13009,溑
1747,4,葰,4,葰,w337b0102,葰,4,13010,葰
1747,5,䈗,5,䈗,w337b0103,䈗,5,13011,䈗
1747,6,䵀,6,䵀,w337b0104,䵀,6,13012,䵀
1747,7,𩹳,7,𩹳,w337b0201,𩹳,7,13013,𩹳
1747,8,𥔭,8,𥔭,w337b0202,𥔭,8,13014,𥔭
1747,9,䣔,9,䣔,w337b0203,䣔,9,13015,䣔
1747,10,惢,10,惢,w337b0204,惢,10,13016,惢
1747,11,𢱡,11,𢱡,w337b0205,𢱡,11,13017,𢱡
1747,12,𧴪,12,𧴪,w337b0206,𧴪,12,13018,𧴪
1748,1,墮,1,墮,w337b0207,墮,1,13019,墮
1748,2,垛,2,垛,w337b0301,垛,2,13020,垛
1748,3,𤬾,3,𤬾,w337b0302,𤬾,3,13021,𤬾
1748,4,䅜,4,䅜,w337b0303,䅜,4,13022,䅜
1748,5,𥬲,5,𥬲,w337b0304,𥬲,5,13023,𥬲
1748,6,𥳔,6,𥳔,w337b0305,𥳔,6,13024,𥳔
1748,7,𩊜,7,𩊜,w337b0306,𩊜,7,13025,𩊜
1748,8,䤻,8,䤻,w337b0307,䤻,8,13026,䤻
1748,9,憜,9,憜,w337b0401,憜,9,13027,憜
1748,10,惰,10,惰,w337b0402,惰,10,13028,惰
1748,11,嫷,11,嫷,w337b0403,嫷,11,13029,嫷
1748,12,鬌,12,鬌,w337b0404,鬌,12,13030,鬌
1748,13,䲊,13,䲊,w337b0501,䲊,13,13031,䲊
1748,14,嶞,14,嶞,w337b0502,嶞,14,13032,嶞
1749,1,妥,1,妥,w337b0503,妥,1,13033,妥
1749,2,嫷,2,嫷,w337b0504,媠,2,13034,媠
1749,3,隋,3,隋,w337b0505,隋,3,13035,隋
1749,4,䲊,4,䲊,w337b0506,䲊,4,13036,䲊
1749,5,㟎,5,㟎,w337b0601,㟎,5,13037,㟎
1749,6,墮,6,墮,w337b0602,墮,6,13038,墮
1749,7,橢,7,橢,w337b0603,橢,7,13039,橢
1749,8,𨼰,8,𨼰,w337b0604,⿱隓土〈𡽃〉,8,13040,𨼰
1749,9,鵎,9,鵎,w337b0605,鵎,9,13041,鵎
1750,1,麼,1,麼,w337b0606,麼,1,13042,麼
1750,2,𣋟,2,𣋟,w337b0607,𣋟,2,13043,𣋟
1750,3,懡,3,懡,w337b0701,懡,3,13044,懡
1751,1,坐,1,坐,w337b0702,坐,1,13045,坐
1751,2,𡋲,2,𡋲,w337b0703,𡋲,2,13046,𡋲
1752,1,㛂,1,㛂,w337b0704,㛂,1,13047,㛂
1752,2,𠂬,2,𠂬,w337b0705,𠂬,2,13048,𠂬
1753,1,裸,1,裸,w337b0801,裸,1,13049,裸
1753,2,躶,2,躶,w337b0802,躶,2,13050,躶
1753,3,𧝹,3,𧝹,w337b0803,𧝹,3,13051,𧝹
1753,4,臝,4,臝,w337b0804,臝,4,13052,臝
1753,5,卵,5,卵,w337b0805,卵,5,13053,卵
1753,6,瘰,6,瘰,w337b0806,瘰,6,13054,瘰
1753,7,𤼠,7,𤼠,w337b0807,𤼠,7,13055,𤼠
1753,8,蓏,8,蓏,w337b0808,蓏,8,13056,蓏
1753,9,蠃,9,蠃,w337b0901,蠃,9,13057,蠃
1754,1,婐,1,婐,w337b1001,婐,1,13058,婐
1754,2,倭,2,倭,w337b1002,倭,2,13059,倭
1754,3,𥟿,3,𥟿,w338a0101,𥟿,3,13060,𥟿
1755,1,㛂,1,㛂,w338a0102,㛂,1,13061,㛂
1755,2,𢫷,2,𢫷,w338a0103,𢫷,2,13062,𢫷
1756,1,跛,1,跛,w338a0104,跛,1,13063,跛
1756,2,簸,2,簸,w338a0105,簸,2,13064,簸
1756,3,駊,3,駊,w338a0106,駊,3,13065,駊
1756,4,㝿,4,㝿,w338a0201,⿺兀皮〈㝿〉,4,13066,㝿
1757,1,叵,1,叵,w338a0202,叵,1,13067,叵
1757,2,駊,2,駊,w338a0203,駊,2,13068,駊
1757,3,頗,3,頗,w338a0204,頗,3,13069,頗
1757,4,𡽠,4,𡽠,w338a0205,𡽠,4,13070,𡽠
1758,1,禍,1,禍,w338a0206,禍,1,13071,禍
1758,2,𥚁,2,𥚁,w338a0207,𥚁,2,13072,𥚁
1758,3,夥,3,夥,w338a0301,夥,3,13073,夥
1758,4,𡖿,4,𡖿,w338a0302,𡖿,4,13074,𡖿
1758,5,𣄸,5,𣄸,w338a0303,𣄸,5,13075,𣄸
1758,6,輠,6,輠,w338a0304,輠,6,13076,輠
1758,7,𨘌,7,𨘌,w338a0305,𨘌,7,13077,𨘌
1759,1,火,1,火,w338a0306,火,1,13078,火
1759,2,邩,2,邩,w338a0401,邩,2,13079,邩
1760,1,顆,1,顆,w338a0402,顆,1,13080,顆
1760,2,堁,2,堁,w338a0403,堁,2,13081,堁
1760,3,敤,3,敤,w338a0501,敤,3,13082,敤
1761,1,爸,1,爸,w338a0502,爸,1,13083,爸
1762,1,脞,1,脞,w338a0503,脞,1,13084,脞
1762,2,䂳,2,䂳,w338a0504,䂳,2,13085,䂳
1763,1,硰,1,硰,w338a0505,硰,1,13086,硰
1764,1,馬,1,馬,w338a0601,馬,1,13087,馬
1764,2,碼,2,碼,w338a0801,碼,2,13088,碼
1764,3,䣕,3,䣕,w338a0802,䣕,3,13089,䣕
1764,4,罵,4,罵,w338a0901,罵,4,13090,罵
1764,5,𥧓,5,𥧓,w338a0902,𥧓,5,13091,𥧓
1764,6,鷌,6,鷌,w338a0903,鷌,6,13092,鷌
1764,7,鰢,7,鰢,w338a0904,鰢,7,13093,鰢
1765,1,者,1,者,w338a0905,者,1,13094,者
1765,2,赭,2,赭,w338a0906,赭,2,13095,赭
1765,3,堵,3,堵,w338a0907,堵,3,13096,堵
1766,1,野,1,野,w338a1001,野,1,13097,野
1766,2,壄〈𡐨〉,2,壄〈𡐨〉,w338a1002,壄,2,13098,壄
1766,3,也,3,也,w338a1003,也,3,13099,也
1766,4,冶,4,冶,w338a1004,冶,4,13100,冶
1766,5,虵,5,虵,w338b0101,虵,5,13101,虵
1767,1,雅,1,雅,w338b0102,雅,1,13102,雅
1767,2,疋,2,疋,w338b0201,疋,2,13103,疋
1767,3,庌,3,庌,w338b0202,庌,3,13104,庌
1767,4,厊,4,厊,w338b0203,厊,4,13105,厊
1767,5,㿿,5,㿿,w338b0204,㿿,5,13106,㿿
1768,1,檟,1,檟,w338b0301,檟,1,13107,檟
1768,2,榎,2,榎,w338b0302,榎,2,13108,榎
1768,3,嘏,3,嘏,w338b0303,嘏,3,13109,嘏
1768,4,假,4,假,w338b0304,假,4,13110,假
1768,5,叚,5,叚,w338b0305,叚,5,13111,叚
1768,6,賈,6,賈,w338b0306,賈,6,13112,賈
1768,7,斝,7,斝,w338b0401,斝,7,13113,斝
1768,8,瘕,8,瘕,w338b0402,瘕,8,13114,瘕
1768,9,椵,9,椵,w338b0403,椵,9,13115,椵
1768,10,婽,10,婽,w338b0501,婽,10,13116,婽
1769,1,灑,1,灑,w338b0502,灑,1,13117,灑
1770,1,啞,1,啞,w338b0503,啞,1,13118,啞
1770,2,瘂,2,瘂,w338b0504,瘂,2,13119,瘂
1770,3,𤺘,3,𤺘,w338b0505,𤺘,3,13120,𤺘
1771,1,灺,1,灺,w338b0601,灺,1,13121,灺
1771,2,抯,2,抯,w338b0602,抯,2,13122,抯
1771,3,䵦,3,䵦,w338b0603,⿰黑汗〈䵦〉,3,13123,䵦
1772,1,下,1,下,w338b0604,下,1,13124,下
1772,2,丅,2,丅,w338b0605,丅,2,13125,丅
1772,3,夏,3,夏,w338b0606,夏,3,13126,夏
1772,4,廈,4,廈,w338b0701,廈,4,13127,廈
1773,1,寫,1,寫,w338b0702,寫,1,13128,寫
1773,2,𣞐,2,𣞐,w338b0801,𣞐,2,13129,𣞐
1773,3,瀉,3,瀉,w338b0802,瀉,3,13130,瀉
1773,4,𣬕,4,𣬕,w338b0803,𣬕,4,13131,𣬕
1774,1,𡎬,1,𡎬,w338b0804,𡎬,1,13132,𡎬
1775,1,乜,1,乜,w338b0805,乜,1,13133,乜
1776,1,且,1,且,w338b0901,且,1,13134,且
1777,1,㗿,1,㗿,w338b0902,㗿,1,13135,㗿
1777,2,閜,2,閜,w338b0903,閜,2,13136,閜
1777,3,襾,3,襾,w338b0904,覀,3,13137,襾
1778,1,社,1,社,w338b0905,社,1,13138,社
1778,2,𥁹,2,𥁹,w338b1001,𥁹,2,13139,𥁹
1778,3,𣝒,3,𣝒,w338b1002,𣝒,3,13140,𣝒
1779,1,跒,1,跒,w338b1003,跒,1,13141,跒
1780,1,跁,1,跁,w339a0101,跁,1,13142,跁
1780,2,䇑,2,䇑,w339a0102,䇑,2,13143,䇑
1780,3,笆,3,笆,w339a0103,笆,3,13144,笆
1781,1,捨,1,捨,w339a0104,捨,1,13145,捨
1781,2,舍,2,舍,w339a0105,舎,2,13146,舍
1781,3,騇,3,騇,w339a0106,騇,3,13147,騇
1781,4,䬷,4,䬷,w339a0201,䬷,4,13148,䬷
1781,5,𩜉,5,𩜉,w339a0202,𩜉,5,13149,𩜉
1782,1,姐,1,姐,w339a0203,姐,1,13150,姐
1782,2,抯,2,抯,w339a0204,抯,2,13151,抯
1782,3,飷,3,飷,w339a0205,飷,3,13152,飷
1783,1,把,1,把,w339a0206,把,1,13153,把
1784,1,踝,1,踝,w339a0301,踝,1,13154,踝
1784,2,稞,2,稞,w339a0302,稞,2,13155,稞
1784,3,𡱏〈䋀〉,3,𡱏〈䋀〉,w339a0303,𡱏〈䋀〉,3,13156,𡱏
1784,4,𦖍,4,𦖍,w339a0304,𦖍,4,13157,𦖍
1784,5,黊,5,黊,w339a0305,黊,5,13158,黊
1784,6,蘳,6,蘳,w339a0306,蘳,6,13159,蘳
1784,7,觟,7,觟,w339a0307,觟,7,13160,觟
1784,8,𩸄,8,𩸄,w339a0401,𩸄,8,13161,𩸄
1784,9,𢦚,9,𢦚,w339a0402,𢦚,9,13162,𢦚
1784,10,輠,10,輠,w339a0403,輠,10,13163,輠
1784,11,䴹,11,䴹,w339a0404,䴹,11,13164,䴹
1785,1,寡,1,寡,w339a0405,寡,1,13165,寡
1785,2,冎,2,冎,w339a0501,冎,2,13166,冎
1785,3,剮,3,剮,w339a0502,剮,3,13167,剮
1785,4,𣑍,4,𣑍,w339a0503,𣐷,4,13168,𣑍
1785,5,𠊰,5,𠊰,w339a0504,𠊰,5,13169,𠊰
1785,6,𠁥,6,𠁥,w339a0505,𦫳,6,13170,𦫳
1785,7,䈑,7,䈑,w339a0506,䈑,7,13171,䈑
1785,8,𧤐,8,𧤐,w339a0507,𧤐,8,13172,𧤐
1786,1,瓦,1,瓦,w339a0601,瓦,1,13173,瓦
1786,2,邷,2,邷,w339a0602,邷,2,13174,邷
1787,1,若,1,若,w339a0603,若,1,13175,若
1787,2,惹,2,惹,w339a0701,惹,2,13176,惹
1787,3,𠰒,3,𠰒,w339a0702,𠰒,3,13177,𠰒
1788,1,鮓,1,鮓,w339a0703,鮓,1,13178,鮓
1788,2,厏,2,厏,w339a0801,厏,2,13179,厏
1788,3,謯,3,謯,w339a0802,謯,3,13180,謯
1788,4,𥰭,4,𥰭,w339a0803,𥰭,4,13181,𥰭
1788,5,痄,5,痄,w339a0804,痄,5,13182,痄
1789,1,觰,1,觰,w339a0805,觰,1,13183,觰
1790,1,槎,1,槎,w339a0901,槎,1,13184,槎
1790,2,厏,2,厏,w339a0902,厏,2,13185,厏
1791,1,奲,1,奲,w339a0903,奲,1,13186,奲
1791,2,㨋,2,㨋,w339a0904,㨋,2,13187,㨋
1791,3,䰩,3,䰩,w339a0905,䰩,3,13188,䰩
1791,4,哆,4,哆,w339a0906,哆,4,13189,哆
1791,5,撦,5,撦,w339a1001,撦,5,13190,撦
1792,1,䋾,1,䋾,w339a1002,䋾,1,13191,䋾
1793,1,䋈,1,䋈,w339a1003,䋈,1,13192,䋈
1794,1,髁,1,髁,w339a1004,髁,1,13193,髁
1794,2,跨,2,跨,w339a1005,跨,2,13194,跨
1794,3,骻,3,骻,w339a1006,骻,3,13195,骻
1794,4,㡁,4,㡁,w339b0101,㡁,4,13196,㡁
1794,5,銙,5,銙,w339b0102,銙,5,13197,銙
1794,6,𢄳,6,𢄳,w339b0103,𢄳,6,13198,𢄳
1794,7,㐄,7,㐄,w339b0104,㐄〈𡕒〉,7,13199,𡕒
1795,1,䂳,1,䂳,w339b0105,䂳,1,13200,䂳
1796,1,䊬,1,䊬,w339b0106,⿱⿰禾⿸厂果米〈䊬〉,1,13201,䊬
1797,1,葰,1,葰,w339b0201,葰,1,13202,葰
1797,2,𧫝,2,𧫝,w339b0202,𧫝,2,13203,𧫝
1797,3,傻,3,傻,w339b0203,傻,3,13204,傻
1798,1,奼,1,奼,w339b0204,奼,1,13205,奼
1799,1,藞,1,藞,w339b0205,藞,1,13206,藞
1800,1,養,1,養,w339b0401,養,1,13207,養
1800,2,痒,2,痒,w339b0402,痒,2,13208,痒
1800,3,癢,3,癢,w339b0403,癢,3,13209,癢
1800,4,瀁,4,瀁,w339b0404,瀁,4,13210,瀁
1800,5,蝆,5,蝆,w339b0405,蝆,5,13211,蛘
1800,6,勨,6,勨,w339b0501,勨,6,13212,勨
1800,7,𧓲,7,𧓲,w339b0502,𧓲,7,13213,𧓲
1801,1,像,1,像,w339b0503,像,1,13214,像
1801,2,象,2,象,w339b0504,象,2,13215,象
1801,3,蟓,3,蟓,w339b0601,蟓,3,13216,蟓
1801,4,橡,4,橡,w339b0602,橡,4,13217,橡
1801,5,襐,5,襐,w339b0603,襐,5,13218,襐
1801,6,勨,6,勨,w339b0604,勨,6,13219,勨
1801,7,鱌,7,鱌,w339b0605,鱌,7,13220,鱌
1801,8,潒,8,潒,w339b0701,潒,8,13221,潒
1801,9,𦺨,10,𦺨,w339b0702,𦺨,10,13223,𦺨
1801,10,𨖶,9,𨖶,w339b0703,𨖶,9,13222,𨖶
1801,11,嶑,11,嶑,w339b0704,嶑,11,13224,嶑
1802,1,㢡,1,㢡,w339b0705,㢡,1,13225,㢡
1802,2,獎,2,獎,w339b0706,獎,2,13226,獎
1802,3,䉃,3,䉃,w339b0801,䉃,3,13227,䉃
1802,4,槳,4,槳,w339b0802,槳,4,13228,槳
1802,5,㯍,5,㯍,w339b0803,㯍,5,13229,㯍
1802,6,蔣,6,蔣,w339b0804,蔣,6,13230,蔣
1803,1,㒳,1,㒳,w339b0901,㒳,1,13231,㒳
1803,2,兩,2,兩,w339b0902,兩,2,13232,兩
1803,3,脼,3,脼,w339b0903,脼,3,13233,脼
