小韻號,首字,音韻地位,反切,直音,細分轄字
2887,笡,清開三麻去,遷謝,,
2888,嗄,生開二麻去,所嫁,,
2889,坬,見合二麻去,古罵,,
2890,䖳,澄開二麻去,除駕,,
2891,瓦,疑合二麻去,五化,,
2892,攨,影合二麻去,烏㕦,,
2893,漾,以開三陽去,餘亮,,
2894,亮,來開三陽去,力讓,,
2895,狀,崇開三陽去,鋤（鉏）亮,,
2896,讓,日開三陽去,人㨾,,
2897,餉,書開三陽去,式亮,,
2898,帳,知開三陽去,知亮,,
2899,悵,徹開三陽去,丑亮,,
2900,向,曉開三C陽去,許亮,,
2901,仗,澄開三陽去,直亮,,
2902,釀,孃開三陽去,女亮,,
2903,匠,從開三陽去,疾亮,,
2904,障,章開三陽去,之亮,,
2905,尚,常開三陽去,時亮,,
2906,壯,莊開三陽去,側亮,,
2907,怏,影開三C陽去,於亮,,
2908,弶,羣開三C陽去,其亮,,
2909,唱,昌開三陽去,尺亮,,
2910,刱,初開三陽去,初亮,,
2911,醬,精開三陽去,于〈子〉亮,,
2912,𨋕,疑開三C陽去,魚向,,
2913,訪,滂三C陽去,敷亮,,
2914,妄,明三C陽去,巫放,,
2915,況,曉合三C陽去,許訪,,
2916,誑,見合三C陽去,居況,,
2917,迋,云合三C陽去,于放,,
2918,放,幫三C陽去,甫妄,,
2919,相,心開三陽去,息亮,,
2920,殭,見開三C陽去,居亮,,
2921,唴,溪開三C陽去,丘亮,,
2922,蹡,清開三陽去,七亮,,
2923,狂,羣合三C陽去,渠放,,
2924,防,並三C陽去,符況,,
2925,宕,定開一唐去,徒浪,,
2926,浪,來開一唐去,來宕,,
2927,吭,匣開一唐去,下浪,,
2928,盎,影開一唐去,烏浪,,
2929,枊,疑開一唐去,五浪,,
2930,葬,精開一唐去,則浪,,
2931,傍,並一唐去,蒲浪,,
2932,藏,從開一唐去,徂浪,,
2933,譡,端開一唐去,丁浪,,
2934,抗,溪開一唐去,苦浪,,
2935,螃,幫一唐去,補曠,,
2936,儻,透開一唐去,他浪,,
2937,曠,溪合一唐去,苦謗,,
2938,儾,泥開一唐去,奴浪,,
2939,喪,心開一唐去,蘇浪,,
2940,攩,匣合一唐去,乎曠,,
2941,桄,見合一唐去,古曠,,
2942,鋼,見開一唐去,古浪,,
2943,荒,曉合一唐去,呼浪,,
2944,漭,明一唐去,莫浪,,
2945,汪,影合一唐去,烏浪,,
2946,映,影開三B庚去,於敬,,
2947,敬,見開三B庚去,居慶,,
2948,競,羣開三B庚去,渠敬,,
2949,慶,溪開三B庚去,丘敬,,
2950,更,見開二庚去,古孟,,
2951,命,明三B庚去,眉病,,
2952,病,並三B庚去,皮命,,
2953,孟,明二庚去,莫更,,
2954,蝗,匣合二庚去,戶孟,,
2955,柄,幫三B庚去,陂病,,
2956,詠,云合三B庚去,爲命,,
2957,行,匣開二庚去,下更,,
2958,瀴,影開二庚去,於孟,,
2959,㵾,初開三庚去,楚敬,,
2960,倀,知開二庚去,猪（豬）孟,,
2961,牚,徹開二庚去,他孟,,
2962,榜,幫二庚去,北孟,,
2963,鋥,澄開二庚去,除更,,
2964,生,生開三庚去,所敬,,
2965,迎,疑開三B庚去,魚敬,,
2966,膨,並二庚去,蒲孟,,
2967,䛭,曉開二庚去,許更,,
2968,𥥈,影合二庚去,烏橫,,
2969,諍,莊開二耕去,側迸,,
2970,迸,幫二耕去,北諍,,
2971,𠊧,並二耕去,蒲迸,,
2972,䙬,影開二耕去,鷖迸,,
2973,鞕,疑開二耕去,五爭,,
2974,轟,曉合二耕去,呼迸,,
2975,勁,見開三A清去,居正,,
2976,倩,清開三清去,七政,,
2977,政,章開三清去,之盛,,
2978,聖,書開三清去,式正,,
2979,鄭,澄開三清去,直正,,
2980,遉,徹開三清去,丑鄭,,
2981,性,心開三清去,息正,,
2982,令,來開三清去,力政,,
2983,聘,滂三A清去,匹正,,
2984,敻,曉合三A清去,休正,,
2985,摒,幫三A清去,畀政,,
2986,偋,並三A清去,防正,,
2987,淨,從開三清去,疾政,,
2988,盛,常開三清去,承正,,
2989,詺,明三A清去,彌正,,
2990,輕,溪開三A清去,墟正,,
2991a,欦,曉開一覃平,許｟火｠令〈含〉,,欦
2991b,𩈡,曉開三A清去,許令,,𩈡
2992,精,精開三清去,子姓,,
2993,徑,見開四青去,古定,,
2994,甯,泥開四青去,乃定,,
2995,腥,心開四青去,蘇佞,,
2996,脛,匣開四青去,胡定,,
2997,定,定開四青去,徒徑,,
2998,矴,端開四青去,丁定,,
2999,罄,溪開四青去,苦定,,
3000,聽,透開四青去,他定,,
3001,靘,清開四青去,千定,,
3002,䒌,明四青去,莫定,,
3003,鎣,影合四青去,烏定,,
3004,零,來開四青去,郎定,,
3005,證,章開三蒸去,諸應,,
3006,孕,以開三蒸去,以證,,
3007,乘,船開三蒸去,實證,,
3008,認,日開三蒸去,而證,,
3009,應,影開三C蒸去,於證,,
3010,甑,精開三蒸去,子孕,,
3011,興,曉開三C蒸去,許應,,
3012,勝,書開三蒸去,詩證,,
3013,瞪,澄開三蒸去,丈證,,
3014,𩜁,來開三蒸去,里甑,,
3015,凭,並三B蒸去,皮證,,
3016,稱,昌開三蒸去,昌孕,,
3017,凝,疑開三C蒸去,牛𩜁,,
3018,丞,常開三蒸去,常證,,
3019,覴,徹開三蒸去,丑證,,
3020,殑,羣開三C蒸去,其𩜁,,
3021,嶝,端開一登去,都鄧,,
3022,贈,從開一登去,昨亙,,
3023,亙,見開一登去,古鄧,,
3024,蹭,清開一登去,千鄧,,
3025,鄧,定開一登去,徒亙,,
3026,懵,明一登去,武亙,,
3027,𥦜,幫一登去,方隥,,
3028,倗,並一登去,父鄧,,
3029,踜,來開一登去,魯鄧,,
3030,增,精開一登去,子鄧,,
3031,𡬙,心開一登去,思贈,,
3032,𤃶,透開一登去,台鄧,,
3033,宥,云三C尤去,于救,,
3034,救,見三C尤去,居祐,,
3035,胄,澄三尤去,直祐,,
3036,晝,知三尤去,陟救,,
3037,狩,書三尤去,舒救,,
3038,臭,昌三尤去,尺救,,
3039,岫,邪三尤去,似祐,,
3040,齅,曉三C尤去,許救,,
3041,呪,章三尤去,職救,,
3042,舊,羣三C尤去,巨救,,
3043,𤸃,生三尤去,所祐,,
3044,皺,莊三尤去,側救,,
3045,副,滂三C尤去,敷救,,
3046,簉,初三尤去,初救,,
3047,富,幫三C尤去,方副,,
3048,畜,徹三尤去,丑救,,
3049,溜,來三尤去,力救,,
3050,秀,心三尤去,息救,,
3051,僦,精三尤去,即就,,
3052,驟,崇三尤去,鋤（鉏）祐,,
3053,就,從三尤去,疾僦,,
3054,糅,孃三尤去,女救,,
3055,復,並三C尤去,扶富,,
3056,狖,以三尤去,余救,,
3057,授,常三尤去,承呪,,
3058,輮,日三尤去,人又,,
3059,莓,明三C尤去,亡救,,
3060,鼼,疑三C尤去,牛救,,
3061,𪖛,溪三C尤去,丘救,,
3062,䞭,清合一灰平,七溜｟霤｠〈雷〉,,
3063,候,匣一侯去,胡遘,,
3064,寇,溪一侯去,苦候,,
3065,茂,明一侯去,莫候,,
3066,仆,滂一侯去,匹候,,
3067,豆,定一侯去,［徒］候,,
3068,鬥,端一侯去,都豆,,
3069,槈,泥一侯去,奴豆,,
3070,瘶,心一侯去,蘇奏,,
3071,奏,精一侯去,則候,,
3072,透,透一侯去,他候,,
3073,漚,影一侯去,烏候,,
3074,遘,見一侯去,古候,,
3075,輳,清一侯去,倉奏,,
3076,陋,來一侯去,盧候,,
3077,蔻,曉一侯去,呼漏,,
3078,䏽,並一侯去,蒲候,,
3079,偶,疑一侯去,五遘,,
3080,㔌,從一侯去,才奏,,
3081,幼,影開三A幽去,伊謬,,
3082,謬,明三B幽去,靡幼,,
3083,䠗,溪開三A幽去,丘謬,,
3084,𧾻,羣開三A幽去,巨幼,,
3085,沁,清開三侵去,七鴆,,
3086,浸,精開三侵去,子鴆,,
3087,妊,日開三侵去,汝鴆,,
3088,鴆,澄開三侵去,直禁,,
3089,枕,章開三侵去,之任,,
3090,𦧈,羣開三B侵去,巨禁,,
3091,禁,見開三B侵去,居蔭,,
3092,賃,孃開三侵去,乃禁,,
3093,蔭,影開三B侵去,於禁,,
3094,滲,生開三侵去,所禁,,
3095,闖,徹開三侵去,丑禁,,
3096,譖,莊開三侵去,莊蔭,,
3097,讖,初開三侵去,楚譖,,
3098,吟,疑開三B侵去,宜禁,,
3099,揕,知開三侵去,知鴆,,
3100,臨,來開三侵去,良鴆,,
3101,甚,常開三侵去,時鴆,,
3102,䫴,云開三B侵去,于禁,,
3103,深,書開三侵去,式禁,,
3104,勘,溪開一覃去,苦紺,,
3105,紺,見開一覃去,古暗,,
3106,憾,匣開一覃去,胡紺,,
3107,暗,影開一覃去,烏紺,,
3108,僋,透開一覃去,他紺,,
3109,俕,心開一覃去,蘇紺,,
3110,謲,清開一覃去,七紺,,
3111,醰,定開一覃去,徒紺,,
3112,儑,疑開一覃去,五紺,,
3113,馾,端開一覃去,丁紺,,
3114,妠,泥開一覃去,奴紺,,
3115,顲,來開一覃去,郎紺,,
3116,䫲,曉開一覃去,呼紺,,
3117,篸,精開一覃去,作紺,,
3118,闞,溪開一談去,苦濫,,
3119,濫,來開一談去,盧𣊟,,
3120,賧,透開一談去,吐濫,,
3121,𪉦,見開一談去,古蹔（暫）,,
3122,𧵊,曉開一談去,呼濫,,
3123,憨,匣開一談去,下瞰,,
3124,憺,定開一談去,徒濫,,
3125,暫,從開一談去,藏濫,,
3126,擔,端開一談去,都濫,,
3127,三,心開一談去,蘇暫,,
3128,豔,以開三鹽去,以贍,,
3129,贍,常開三鹽去,時豔,,
3130,染,日開三鹽去,而豔,,
3131,厭,影開三A鹽去,於豔,,
3132,窆,幫三B鹽去,方驗,,
3133,驗,疑開三B鹽去,魚窆,,
3134,閃,書開三鹽去,舒贍,,
3135,𡄑,精開三鹽去,子豔,,
3136,壍,清開三鹽去,七豔,,
3137,殮,來開三鹽去,力驗,,
3138,覘,徹開三鹽去,丑豔,,
3139,䠨,昌開三鹽去,昌豔,,
3140,𢜰,影開三B鹽去,於驗,,
3141,潛,從開三鹽去,慈豔,,
3142,占,章開三鹽去,章豔,,
3143,㮇,透開四添去,他念,,
3144,念,泥開四添去,奴店,,
3145,店,端開四添去,都念,,
3146,䃸,心開四添去,先念,,
3147,磹,定開四添去,徒念,,
3148,趝,見開四添去,紀念,,
3149,酓,影開四添去,於念,,
3150,僭,精開四添去,子念,,
3151,䁮,從開四添去,漸念,,
3152,兼,見開四添去,古念,,
3153,傔,溪開四添去,苦念,,
3154,稴,來開四添去,力店,,
3155,釅,疑開三C嚴去,魚欠,,
3156,脅,曉開三C嚴去,許欠,,
3157,㪁,溪開三C嚴去,丘釅,,
3158,𦲯,明三C凡去,亡劒,,
3159,陷,匣開二咸去,戶韽,,
3160,韽,影開二咸去,於陷,,
3161,蘸,莊開二咸去,莊陷,,
3162,𪉜,知開二咸去,陟陷,,
3163,歉,溪開二咸去,口陷,,
3164,𧸖,澄開二咸去,佇陷,,
3165,儳,崇開二咸去,仕陷,,
3166,𪉦,見開二咸去,公陷,,
3167,諵,孃開二咸去,尼賺（𧸖）,,
3168,顑,疑開二咸去,玉陷,,
3169,鑑,見開二銜去,格懺,,
3170,懺,初開二銜去,楚鑒（鑑）,,
3171,覱,莊開二銜去,子鑑,,
3172,釤,生開二銜去,所鑑,,
3173,㒈,曉開二銜去,許鑑,,
3174,埿,並二銜去,蒲鑑,,
3175,㽉,匣開二銜去,胡懺,,
3176,鑱,崇開二銜去,士懺,,
3177,𪒠,影開二銜去,,黯去聲,
3178,梵,並三C凡去,扶泛,,
3179,汎,滂三C凡去,孚梵,,
3180,劒,見開三C嚴去,居欠,,
3181,欠,溪開三C嚴去,去劒,,
3182,俺,影開三C嚴去,於劒,,
3183,屋,影一東入,烏谷,,
3184,獨,定一東入,徒谷,,
3185,穀,見一東入,古祿,,
3186,縠,匣一東入,胡谷,,
3187,哭,溪一東入,空谷,,
3188,禿,透一東入,他谷,,
3189,豰,端一東入,丁木,,
3190,速,心一東入,桑谷,,
3191,祿,來一東入,盧谷,,
3192,嗀,曉一東入,呼木,,
3193,族,從一東入,昨木,,
3194,瘯,清一東入,千木,,
3195,鏃,精一東入,作木,,
3196,暴,並一東入,蒲木,,
3197,扑,滂一東入,普木,,
3198,卜,幫一東入,博木,,
3199,木,明一東入,莫卜,,
3200,福,幫三C東入,方六,,
3201,伏,並三C東入,房六,,
3202,縮,生三東入,所六,,
3203,六,來三東入,力竹,,
3204,逐,澄三東入,直六,,
3205,菊,見三C東入,居六,,
3206,麴,溪三C東入,驅匊,,
3207,熟,常三東入,殊六,,
3208,俶,昌三東入,昌六,,
3209,育,以三東入,余六,,
3210,驧,羣三C東入,渠竹,,
3211,鼀,清三東入,七宿,,
3212,肉,日三東入,如六,,
3213,粥,章三東入,之六,,
3214,叔,書三東入,式竹,,
3215,蓄,曉三C東入,許竹,,
3216,竹,知三東入,張六,,
3217,蹙,精三東入,子六,,
3218,珿,初三東入,初六,,
3219,朒,孃三東入,女六,,
3220,縬,莊三東入,側六,,
3221,蝮,滂三C東入,芳福,,
3222,郁,影三C東入,於六,,
3223,肅,心三東入,息逐,,
3224,目,明三C東入,莫六,,
3225,囿,云三C東入,于六,,
3226,蓄,徹三東入,丑六,,
3227,砡,疑三C東入,魚菊,,
3228,𣤶,從三東入,才六,,
3229,沃,影一冬入,烏酷,,
3230,毒,定一冬入,徒沃,,
3231,篤,端一冬入,冬毒,,
3232,酷,溪一冬入,苦沃,,
3233,鵠,匣一冬入,胡沃,,
3234,僕,並一冬入,蒲沃,,
3235,洬,心一冬入,先篤,,
3236,梏,見一冬入,古沃,,
3237,瑁,明一冬入,莫沃,,
3238,熇,曉一冬入,火酷,,
3239,褥,泥一冬入,內沃,,
3240,傶,精一冬入,將毒,,
3241,襮,幫一冬入,博沃,,
3242,濼,來一冬入,盧毒,,
3243,𤛹,疑一冬入,五沃,,
3244,燭,章三鍾入,之欲,,
3245,玉,疑三C鍾入,魚欲,,
3246,旭,曉三C鍾入,許玉,,
3247,輂,見三C鍾入,居玉,,
3248,局,羣三C鍾入,渠玉,,
3249,蜀,常三鍾入,市玉,,
3250,觸,昌三鍾入,尺玉,,
3251,辱,日三鍾入,而蜀,,
3252,束,書三鍾入,書玉,,
3253,欲,以三鍾入,余蜀,,
3254,躅,澄三鍾入,直錄,,
3255,錄,來三鍾入,力玉,,
3256,曲,溪三C鍾入,丘玉,,
3257,瘃,知三鍾入,陟玉,,
3258,足,精三鍾入,即玉,,
3259,贖,船三鍾入,神蜀,,
3260,幞,並三C鍾入,房玉,,
3261,促,清三鍾入,七玉,,
3262,續,邪三鍾入,似足,,
3263,粟,心三鍾入,相玉,,
3264,䪁,幫三C鍾入,封曲,,
3265,梀,徹三鍾入,丑玉,,
3266,覺,見二江入,古岳,,
3267,嶽,疑二江入,五角,,
3268,浞,崇二江入,士角,,
3269,捉,莊二江入,側角,,
3270,朔,生二江入,所角,,
3271,斲,知二江入,竹角,,
3272,剝,幫二江入,北角,,
3273,邈,明二江入,莫角,,
3274,雹,並二江入,蒲角,,
3275,璞,滂二江入,匹角,,
3276,㱿,溪二江入,苦角,,
3277,濁,澄二江入,直角,,
3278,渥,影二江入,於角,,
3279,搦,孃二江入,女角,,
3280,逴,徹二江入,敕角,,
3281,犖,來二江入,呂角,,
3282,學,匣二江入,胡覺,,
3283,㕰,曉二江入,許角,,
3284,娖,初二江入,測角,,
3285,質,章開三真入,之日,,
3286,日,日開三真入,人質,,
3287,實,船開三真入,神質,,
3288,秩,澄開三真入,直一,,
3289,悉,心開三真入,息七,,
3290,一,影開三A真入,於悉,,
3291,七,清開三真入,親吉,,
3292,匹,滂三A真入,譬吉,,
3293,吉,見開三A真入,居質,,
3294,暱,孃開三真入,尼質,,
3295,逸,以開三真入,夷質,,
3296,詰,溪開三A真入,去吉,,
3297,欯,曉開三A真入,許吉,,
3298,抶,徹開三真入,丑栗,,
3299,栗,來開三真入,力質,,
3300,窒,知開三真入,陟栗,,
3301,疾,從開三真入,秦悉,,
3302,㓼,初開三臻入,初栗,,
3303,失,書開三真入,式質,,
3304,堲,精開三真入,資悉,,
3305,蜜,明三A真入,彌畢,,
3306,必,幫三A真入,卑吉,,
3307,姞,羣開三B真入,巨乙,,
3308,邲,並三A真入,毗必,,
3309,䫻,云合三B真入,于筆,,
3310,率,生合三真入,所律,,
3311,叱,昌開三真入,昌栗,,
3312,𪗨,崇開三臻入,仕叱,,
3313,密,明三B真入,美畢〖筆〗,,
3314,弼,並三B真入,房密,,
3315,乙,影開三B真入,於筆,,
3316,耴,疑開三B真入,魚乙,,
3317,筆,幫三B真入,鄙密,,
3318,茁,知合三真入,徵筆,,
3319,肸,曉開三B真入,羲乙,,
3320,暨,見開三B真入,居乙,,
3321,蛭,知開三真入,丁悉,,
3322,獝,曉合三A真入,況必,,
3323,術,船合三真入,食聿,,
3324,橘,見合三A真入,居聿,,
3325,崒,從合三真入,慈卹,,
3326,聿,以合三真入,餘律,,
3327,卒,精合三真入,子聿,,
3328,卹,心合三真入,辛聿,,
3329,律,來合三真入,呂卹,,
3330,黜,徹合三真入,丑律,,
3331,㤕,知合三真入,竹律,,
3332,朮,澄合三真入,直律,,
3333,出,昌合三真入,赤律,,
3334,焌,清合三真入,倉聿,,
3335,𠭴,莊合三真入,側律,,
3336,䎀,曉合三A真入,許聿,,
3337,櫛,莊開三臻入,阻瑟,,
3338,瑟,生開三臻入,所櫛,,
3339,𪗨,崇開三臻入,崱瑟,,
3340,物,明三C文入,文弗,,
3341,弗,幫三C文入,分勿,,
3342,鬱,影合三C文入,紆物,,
3343,𠀔,見合三C文入,九勿,,
3344,屈,溪合三C文入,區勿,,
3345,倔,羣合三C文入,衢物,,
3346,佛,並三C文入,符弗,,
3347,䬍,曉合三C文入,許勿,,
3348,䬑,云合三C文入,王勿,,
3349,拂,滂三C文入,敷勿,,
3350,崛,疑合三C文入,魚勿,,
3351,迄,曉開三C殷入,許訖,,
3352,訖,見開三C殷入,居乙〈乞〉,,
3353,疙,疑開三C殷入,魚迄,,
3354,䞘,羣開三C殷入,其迄,,
3355,乞,溪開三C殷入,去訖,,
3356,月,疑合三C元入,魚厥,,
3357,伐,並三C元入,房越,,
3358,越,云合三C元入,王伐,,
3359,厥,見合三C元入,居月,,
3360,𡡕,影合三C元入,於月,,
3361,𧤼,羣合三C元入,其月,,
3362,闕,溪合三C元入,去月,,
3363,髮,幫三C元入,方伐,,
3364,韤,明三C元入,望發,,
3365,䬂,曉合三C元入,許月,,
3366,謁,影開三C元入,於歇,,
3367,歇,曉開三C元入,許竭〖謁〗,,
3368,訐,見開三C元入,居竭〖謁〗,,
3369,𢷒,羣開三C元入,其謁,,
3370,㤄,滂三C元入,拂伐,,
3371,钀,疑開三C元入,語訐,,
3372,沒,明一魂入,莫勃,,
3373,𣅝,透合一魂入,土骨,,
3374,骨,見合一魂入,古忽,,
3375,勃,並一魂入,蒲沒,,
3376,咄,端合一魂入,當沒,,
3377,突,透合一魂入,他骨,,
3378,突,定合一魂入,陀骨,,
3379,𩑦,影合一魂入,烏沒,,
3380,忽,曉合一魂入,呼骨,,
3381,兀,疑合一魂入,五忽,,
3382,䪬,滂一魂入,普沒,,
3383,𠀽,來合一魂入,勒沒,,
3384,窟,溪合一魂入,苦骨,,
3385,訥,泥合一魂入,內骨,,
3386,窣,心合一魂入,蘇骨,,
3387,猝,清合一魂入,倉沒,,
3388,捽,從合一魂入,昨沒,,
3389,麧,匣開一痕入,下沒,,
3390,搰,匣合一魂入,戶骨,,
3391,卒,精合一魂入,臧沒,,
3392,曷,匣開一寒入,胡葛,,
3393,䫘,曉開一寒入,許葛,,
3394,怛,端開一寒入,當割,,
3395,闥,透開一寒入,他達,,
3396,遏,影開一寒入,烏葛,,
3397,剌,來開一寒入,盧達,,
3398,渴,溪開一寒入,苦曷,,
3399,達,定開一寒入,唐割,,
3400,嶻,從開一寒入,才割,,
3401,嶭,疑開一寒入,五割,,
3402,葛,見開一寒入,古達,,
3403,躠,心開一寒入,桑割,,
3404,攃,清開一寒入,七曷,,
3405,捺,泥開一寒入,奴曷,,
3406,䔾,匣開一寒入,矛〈予〉割,,
3407,末,明一寒入,莫撥,,
3408,枂,疑合一寒入,五活,,
3409,柮,從合一寒入,藏活,,
3410,撥,幫一寒入,北末,,
3411,䰖,精開一寒入,姊末,,
3412,括,見合一寒入,古活,,
3413,闊,溪合一寒入,苦栝,,
3414,活,匣合一寒入,戶括,,
3415,奪,定合一寒入,徒活,,
3416,豁,曉合一寒入,呼括,,
3417,斡,影合一寒入,烏括,,
3418,繓,精合一寒入,子括,,
3419,鏺,滂一寒入,普活,,
3420,侻,透合一寒入,他括,,
3421,捋,來合一寒入,郎括,,
3422,掇,端合一寒入,丁括,,
3423,撮,清合一寒入,倉括,,
3424,跋,並一寒入,蒲撥,,
3425,黠,匣開二山入,胡八,,
3426,札,莊開二山入,側八,,
3427,拔,並二山入,蒲八,,
3428,𤫶,溪開二山入,恪八,,
3429,滑,匣合二山入,戶八,,
3430,八,幫二山入,博拔,,
3431,窡,知合二山入,丁滑,,
3432,婠,影合二山入,烏八,,
3433,豽,孃合二山入,女滑,,
3434,䶪,初開二山入,初八,,
3435,劀,見合二山入,古滑,,
3436,戛,見開二山入,古黠,,
3437,軋,影開二山入,烏黠,,
3438,殺,生開二山入,所八,,
3439,㑻,明二山入,莫八,,
3440,傄,曉合二山入,呼八,,
3441,痆,孃開二山入,女黠,,
3442,𦤙,疑合二山入,五骨〈滑〉,,
3443,䯇,溪合二山入,口滑,,
3444,汃,滂二山入,普八,,
3445,茁,莊合二山入,鄒滑,,
3446,鎋,匣開二刪入,胡瞎,,
3447,𪆰,影開二刪入,乙鎋,,
3448,齾,疑開二刪入,五鎋,,
3449,刹,初開二刪入,初鎋,,
3450,𥴭,溪開二刪入,枯鎋,,
3451,瞎,曉開二刪入,許鎋,,
3452,獺,徹開二刪入,他鎋,,
3453,刮,見合二刪入,古䫄,,
3454,頢,匣合二刪入,下刮,,
3455,䫄,徹合二刪入,丑刮,,
3456,鵽,知合二刪入,丁刮,,
3457,刷,生合二刪入,數刮,,
3458,刖,疑合二刪入,五刮,,
3459,䵵,初合二刪入,初刮,,
3460,礣,明二刪入,莫鎋,,
3461,妠,孃合二刪入,女刮,,
3462,捌,幫二刪入,百鎋,,
3463,𪈟,見開二刪入,古鎋,,
3464,𨰉,崇開二刪入,查鎋,,
3465,哳,知開二刪入,陟鎋,,
3466,𩭿,孃開二刪入,而轄（鎋）,,
3467,屑,心開四先入,先結,,
3468,切,清開四先入,千結,,
3469,結,見開四先入,古屑,,
3470,節,精開四先入,子結,,
3471,血,曉合四先入,呼決,,
3472,闋,溪合四先入,苦穴,,
3473,玦,見合四先入,古穴,,
3474,穴,匣合四先入,胡決,,
3475,抉,影合四先入,於決,,
3476,姪,定開四先入,徒結,,
3477,鐵,透開四先入,他結,,
3478,纈,匣開四先入,胡結,,
3479,涅,泥開四先入,奴結,,
3480,截,從開四先入,昨結,,
3481,齧,疑開四先入,五結,,
3482,蔑,明四先入,莫結,,
3483,㢼,幫四先入,方結,,
3484,噎,影開四先入,烏結,,
3485,猰,溪開四先入,苦結,,
3486,㚛,曉開四先入,虎結,,
3487,撆,滂四先入,普蔑,,
3488,蹩,並四先入,蒲結,,
3489,窒,端開四先入,丁結,,
3490,𥸸,來開四先入,練結,,
3491,薛,心開三仙入,私列,,
3492,列,來開三仙入,良辥,,
3493,哲,知開三仙入,陟列,,
3494,傑,羣開三B仙入,渠列,,
3495,熱,日開三仙入,如列,,
3496,晢,章開三仙入,旨熱,,
3497,舌,船開三仙入,食列,,
3498,折,常開三仙入,常列,,
3499,孼,疑開三B仙入,魚列,,
3500,滅,明三A仙入,亡列,,
3501,朅,溪開三B仙入,丘謁〖竭〗,,
3502,鷩,幫三A仙入,并列,,
3503,絕,從合三仙入,情雪,,
3504,蕝,精合三仙入,子悅,,
3505,雪,心合三仙入,相絕,,
3506,𤿫,徹合三仙入,丑悅,,
3507,悅,以合三仙入,弋雪,,
3508,缺,溪合三A仙入,傾雪,,
3509,噦,影合三B仙入,乙劣,,
3510,爇,日合三仙入,如劣,,
3511,說,書合三仙入,失爇,,
3512,拙,章合三仙入,職悅,,
3513,歠,昌合三仙入,昌悅,,
3514,輟,知合三仙入,陟劣,,
3515,劣,來合三仙入,力輟,,
3516,瞥,滂三A仙入,芳滅,,
3517,別,並三B仙入,皮列,,
3518,轍,澄開三仙入,直列,,
3519,䇷,幫三B仙入,方別,,
3520,㕞,生合三仙入,所劣,,
3521a,孑,見開三A仙入,居列,,孑𨥂趌
3521b,訐,見開三B仙入,居列〖？〗,,訐䅥揭
3522,設,書開三仙入,識列,,
3523,吶,孃合三仙入,女劣,,
3524,𥄎,曉合三A仙入,許劣,,
3525,妜,影合三A仙入,於悅,,
3526,蹶,見合三B仙入,紀劣,,
3527,茁,莊合三仙入,側劣,,
3528,膬,清合三仙入,七絕,,
3529,𧕾,精開三仙入,姊列,,
3530,榝,生開三仙入,山列,,
3531,焆,影開三B仙入,於列,,
3532,屮,徹開三仙入,丑列,,
3533,娎,曉開三B仙入,許列,,
3534,啜,常合三仙入,姝〈殊〉雪,,
3535,㔍,初合三仙入,廁列〈別〉,,
3536,㿱,邪合三仙入,寺絕,,
3537,掣,昌開三仙入,昌列,,
3538,抴,以開三仙入,羊列,,
3539,𨵊,崇開三仙入,土〈士〉列,,
3540,藥,以開三陽入,以灼,,
3541,略,來開三陽入,離灼,,
3542,腳,見開三C陽入,居勺,,
3543,灼,章開三陽入,之若,,
3544,爍,書開三陽入,書藥,,
3545,若,日開三陽入,而灼,,
3546,綽,昌開三陽入,昌約,,
3547,約,影開三C陽入,於略,,
3548,卻,溪開三C陽入,去約,,
3549,虐,疑開三C陽入,魚約,,
3550,妁,常開三陽入,市若,,
3551,㲋,徹開三陽入,丑略,,
3552,削,心開三陽入,息約,,
3553,斮,莊開三陽入,側略,,
3554,爵,精開三陽入,即略,,
3555,皭,從開三陽入,在爵,,
3556,鵲,清開三陽入,七雀,,
3557,噱,羣開三C陽入,其虐,,
3558,嬳,影合三C陽入,憂縛,,
3559,縛,並三C陽入,符钁,,
3560,䂄,曉合三C陽入,許縛,,
3561,籰,云合三C陽入,王縛,,
3562,玃,見合三C陽入,居縛,,
3563,芍,知開三陽入,張略,,
3564,著,澄開三陽入,直略,,
3565,躩,溪合三C陽入,丘縛,,
3566,戄,羣合三C陽入,具籰,,
3567,逽,孃開三陽入,女略,,
3568,𩅿,滂三C陽入,孚縛,,
3569,謔,曉開三C陽入,虛約,,
3570,鐸,定開一唐入,徒落,,
3571,莫,明一唐入,慕各,,
3572,落,來開一唐入,盧各,,
3573,託,透開一唐入,他各,,
3574,作,精開一唐入,則落,,
3575,錯,清開一唐入,倉各,,
3576,各,見開一唐入,古落,,
3577,恪,溪開一唐入,苦各,,
3578,咢,疑開一唐入,五各,,
3579,𩔈,滂一唐入,匹各,,
3580,惡,影開一唐入,烏各,,
3581,泊,並一唐入,傍各,,
3582,𦞦,曉開一唐入,呵各,,
3583,索,心開一唐入,蘇各,,
3584,涸,匣開一唐入,下各,,
3585,昨,從開一唐入,在各,,
3586,博,幫一唐入,補各,,
3587,諾,泥開一唐入,奴各,,
3588,霍,曉合一唐入,虛郭,,
3589,郭,見合一唐入,古博,,
3590,雘,影合一唐入,烏郭,,
3591,穫,匣合一唐入,胡郭,,
3592,廓,溪合一唐入,苦郭,,
3593,瓁,疑合一唐入,五郭,,
3594,硦,來合一唐入,盧穫,,
3595,㘀,精合一唐入,祖郭,,
3596,陌,明二庚入,莫白,,
3597,磔,知開二庚入,陟格,,
