小韻號	首字	反切	音韻地位	細分轄字
3044	皺	側救	莊三尤去	
3045	副	敷救	滂三C尤去	
3046	簉	初救	初三尤去	
3047	富	方副	幫三C尤去	
3048	畜	丑救	徹三尤去	
3049	溜	力救	來三尤去	
3050	秀	息救	心三尤去	
3051	僦	即就	精三尤去	
3052	驟	鋤祐	崇三尤去	
3053	就	疾僦	從三尤去	
3054	糅	女救	孃三尤去	
3055	復	扶富	並三C尤去	
3056	狖	余救	以三尤去	
3057	授	承呪	常三尤去	
3058	輮	人又	日三尤去	
3059	莓	亡救	明三C尤去	
3060	鼼	牛救	疑三C尤去	
3061	𪖛	丘救	溪三C尤去	
3062	䞭	七溜｟霤｠〈雷〉	清合一灰平	
3063	候	胡遘	匣一侯去	
3064	寇	苦候	溪一侯去	
3065	茂	莫候	明一侯去	
3066	仆	匹候	滂一侯去	
3067	豆	［徒］候	定一侯去	
3068	鬥	都豆	端一侯去	
3069	槈	奴豆	泥一侯去	
3070	瘶	蘇奏	心一侯去	
3071	奏	則候	精一侯去	
3072	透	他候	透一侯去	
3073	漚	烏候	影一侯去	
3074	遘	古候	見一侯去	
3075	輳	倉奏	清一侯去	
3076	陋	盧候	來一侯去	
3077	蔻	呼漏	曉一侯去	
3078	䏽	蒲候	並一侯去	
3079	偶	五遘	疑一侯去	
3080	㔌	才奏	從一侯去	
3081	幼	伊謬	影開三A幽去	
3082	謬	靡幼	明三B幽去	
3083	䠗	丘謬	溪開三A幽去	
3084	𧾻	巨幼	羣開三A幽去	
3085	沁	七鴆	清開三侵去	
3086	浸	子鴆	精開三侵去	
3087	妊	汝鴆	日開三侵去	
3088	鴆	直禁	澄開三侵去	
3089	枕	之任	章開三侵去	
3090	𦧈	巨禁	羣開三B侵去	
3091	禁	居蔭	見開三B侵去	
3092	賃	乃禁	孃開三侵去	
3093	蔭	於禁	影開三B侵去	
3094	滲	所禁	生開三侵去	
3095	闖	丑禁	徹開三侵去	
3096	譖	莊蔭	莊開三侵去	
3097	讖	楚譖	初開三侵去	
3098	吟	宜禁	疑開三B侵去	
3099	揕	知鴆	知開三侵去	
3100	臨	良鴆	來開三侵去	
3101	甚	時鴆	常開三侵去	
3102	䫴	于禁	云開三B侵去	
3103	深	式禁	書開三侵去	
3104	勘	苦紺	溪開一覃去	
3105	紺	古暗	見開一覃去	
3106	憾	胡紺	匣開一覃去	
3107	暗	烏紺	影開一覃去	
3108	僋	他紺	透開一覃去	
3109	俕	蘇紺	心開一覃去	
3110	謲	七紺	清開一覃去	
3111	醰	徒紺	定開一覃去	
3112	儑	五紺	疑開一覃去	
3113	馾	丁紺	端開一覃去	
3114	妠	奴紺	泥開一覃去	
3115	顲	郎紺	來開一覃去	
3116	䫲	呼紺	曉開一覃去	
3117	篸	作紺	精開一覃去	
3118	闞	苦濫	溪開一談去	
3119	濫	盧𣊟	來開一談去	
3120	賧	吐濫	透開一談去	
3121	𪉦	古蹔	見開一談去	
3122	𧵊	呼濫	曉開一談去	
3123	憨	下瞰	匣開一談去	
3124	憺	徒濫	定開一談去	
3125	暫	藏濫	從開一談去	
3126	擔	都濫	端開一談去	
3127	三	蘇暫	心開一談去	
3128	豔	以贍	以開三鹽去	
3129	贍	時豔	常開三鹽去	
3130	染	而豔	日開三鹽去	
3131	厭	於豔	影開三A鹽去	
3132	窆	方驗	幫三B鹽去	
3133	驗	魚窆	疑開三B鹽去	
3134	閃	舒贍	書開三鹽去	
3135	𡄑	子豔	精開三鹽去	
3136	壍	七豔	清開三鹽去	
3137	殮	力驗	來開三鹽去	
3138	覘	丑豔	徹開三鹽去	
3139	䠨	昌豔	昌開三鹽去	
3140	𢜰	於驗	影開三B鹽去	
3141	潛	慈豔	從開三鹽去	
3142	占	章豔	章開三鹽去	
3143	㮇	他念	透開四添去	
3144	念	奴店	泥開四添去	
3145	店	都念	端開四添去	
3146	䃸	先念	心開四添去	
3147	磹	徒念	定開四添去	
3148	趝	紀念	見開四添去	
3149	酓	於念	影開四添去	
3150	僭	子念	精開四添去	
3151	䁮	漸念	從開四添去	
3152	兼	古念	見開四添去	
3153	傔	苦念	溪開四添去	
3154	稴	力店	來開四添去	
3155	釅	魚欠	疑開三C嚴去	
3156	脅	許欠	曉開三C嚴去	
3157	㪁	丘釅	溪開三C嚴去	
3158	𦲯	亡劒	明三C凡去	
3159	陷	戶韽	匣開二咸去	
3160	韽	於陷	影開二咸去	
3161	蘸	莊陷	莊開二咸去	
3162	𪉜	陟陷	知開二咸去	
3163	歉	口陷	溪開二咸去	
3164	𧸖	佇陷	澄開二咸去	
3165	儳	仕陷	崇開二咸去	
3166	𪉦	公陷	見開二咸去	
3167	諵	尼𧸖	孃開二咸去	
3168	顑	玉陷	疑開二咸去	
3169	鑑	格懺	見開二銜去	
3170	懺	楚鑒	初開二銜去	
3171	覱	子鑑	莊開二銜去	
3172	釤	所鑑	生開二銜去	
3173	㒈	許鑑	曉開二銜去	
3174	埿	蒲鑑	並二銜去	
3175	㽉	胡懺	匣開二銜去	
3176	鑱	士懺	崇開二銜去	
3177	𪒠	-	影開二銜去	
3178	梵	扶泛	並三C凡去	
3179	汎	孚梵	滂三C凡去	
3180	劒	居欠	見開三C嚴去	
3181	欠	去劒	溪開三C嚴去	
3182	俺	於劒	影開三C嚴去	
3183	屋	烏谷	影一東入	
3184	獨	徒谷	定一東入	
3185	穀	古祿	見一東入	
3186	縠	胡谷	匣一東入	
3187	哭	空谷	溪一東入	
3188	禿	他谷	透一東入	
3189	豰	丁木	端一東入	
3190	速	桑谷	心一東入	
3191	祿	盧谷	來一東入	
3192	嗀	呼木	曉一東入	
3193	族	昨木	從一東入	
3194	瘯	千木	清一東入	
3195	鏃	作木	精一東入	
3196	暴	蒲木	並一東入	
3197	扑	普木	滂一東入	
3198	卜	博木	幫一東入	
3199	木	莫卜	明一東入	
3200	福	方六	幫三C東入	
3201	伏	房六	並三C東入	
3202	縮	所六	生三東入	
3203	六	力竹	來三東入	
3204	逐	直六	澄三東入	
3205	菊	居六	見三C東入	
3206	麴	驅匊	溪三C東入	
3207	熟	殊六	常三東入	
3208	俶	昌六	昌三東入	
3209	育	余六	以三東入	
3210	驧	渠竹	羣三C東入	
3211	鼀	七宿	清三東入	
3212	肉	如六	日三東入	
3213	粥	之六	章三東入	
3214	叔	式竹	書三東入	
3215	蓄	許竹	曉三C東入	
3216	竹	張六	知三東入	
3217	蹙	子六	精三東入	
3218	珿	初六	初三東入	
3219	朒	女六	孃三東入	
3220	縬	側六	莊三東入	
3221	蝮	芳福	滂三C東入	
3222	郁	於六	影三C東入	
3223	肅	息逐	心三東入	
3224	目	莫六	明三C東入	
3225	囿	于六	云三C東入	
3226	蓄	丑六	徹三東入	
3227	砡	魚菊	疑三C東入	
3228	𣤶	才六	從三東入	
3229	沃	烏酷	影一冬入	
3230	毒	徒沃	定一冬入	
3231	篤	冬毒	端一冬入	
3232	酷	苦沃	溪一冬入	
3233	鵠	胡沃	匣一冬入	
3234	僕	蒲沃	並一冬入	
3235	洬	先篤	心一冬入	
3236	梏	古沃	見一冬入	
3237	瑁	莫沃	明一冬入	
3238	熇	火酷	曉一冬入	
3239	褥	內沃	泥一冬入	
3240	傶	將毒	精一冬入	
3241	襮	博沃	幫一冬入	
3242	濼	盧毒	來一冬入	
3243	𤛹	五沃	疑一冬入	
3244	燭	之欲	章三鍾入	
3245	玉	魚欲	疑三C鍾入	
3246	旭	許玉	曉三C鍾入	
3247	輂	居玉	見三C鍾入	
3248	局	渠玉	羣三C鍾入	
3249	蜀	市玉	常三鍾入	
3250	觸	尺玉	昌三鍾入	
3251	辱	而蜀	日三鍾入	
3252	束	書玉	書三鍾入	
3253	欲	余蜀	以三鍾入	
3254	躅	直錄	澄三鍾入	
3255	錄	力玉	來三鍾入	
3256	曲	丘玉	溪三C鍾入	
3257	瘃	陟玉	知三鍾入	
3258	足	即玉	精三鍾入	
3259	贖	神蜀	船三鍾入	
3260	幞	房玉	並三C鍾入	
3261	促	七玉	清三鍾入	
3262	續	似足	邪三鍾入	
3263	粟	相玉	心三鍾入	
3264	䪁	封曲	幫三C鍾入	
3265	梀	丑玉	徹三鍾入	
3266	覺	古岳	見二江入	
3267	嶽	五角	疑二江入	
3268	浞	士角	崇二江入	
3269	捉	側角	莊二江入	
3270	朔	所角	生二江入	
3271	斲	竹角	知二江入	
3272	剝	北角	幫二江入	
3273	邈	莫角	明二江入	
3274	雹	蒲角	並二江入	
3275	璞	匹角	滂二江入	
3276	㱿	苦角	溪二江入	
3277	濁	直角	澄二江入	
3278	渥	於角	影二江入	
3279	搦	女角	孃二江入	
3280	逴	敕角	徹二江入	
3281	犖	呂角	來二江入	
3282	學	胡覺	匣二江入	
3283	㕰	許角	曉二江入	
3284	娖	測角	初二江入	
3285	質	之日	章開三真入	
3286	日	人質	日開三真入	
3287	實	神質	船開三真入	
3288	秩	直一	澄開三真入	
3289	悉	息七	心開三真入	
3290	一	於悉	影開三A真入	
3291	七	親吉	清開三真入	
3292	匹	譬吉	滂三A真入	
3293	吉	居質	見開三A真入	
3294	暱	尼質	孃開三真入	
3295	逸	夷質	以開三真入	
3296	詰	去吉	溪開三A真入	
3297	欯	許吉	曉開三A真入	
3298	抶	丑栗	徹開三真入	
3299	栗	力質	來開三真入	
3300	窒	陟栗	知開三真入	
3301	疾	秦悉	從開三真入	
3302	㓼	初栗	初開三臻入	
3303	失	式質	書開三真入	
3304	堲	資悉	精開三真入	
3305	蜜	彌畢	明三A真入	
3306	必	卑吉	幫三A真入	
3307	姞	巨乙	羣開三B真入	
3308	邲	毗必	並三A真入	
3309	䫻	于筆	云合三B真入	
3310	率	所律	生合三真入	
3311	叱	昌栗	昌開三真入	
3312	𪗨	仕叱	崇開三臻入	
3313	密	美畢（筆）	明三B真入	
3314	弼	房密	並三B真入	
3315	乙	於筆	影開三B真入	
3316	耴	魚乙	疑開三B真入	
3317	筆	鄙密	幫三B真入	
3318	茁	徵筆	知合三真入	
3319	肸	羲乙	曉開三B真入	
3320	暨	居乙	見開三B真入	
3321	蛭	丁悉	知開三真入	
3322	獝	況必	曉合三A真入	
3323	術	食聿	船合三真入	
3324	橘	居聿	見合三A真入	
3325	崒	慈卹	從合三真入	
3326	聿	餘律	以合三真入	
3327	卒	子聿	精合三真入	
3328	卹	辛聿	心合三真入	
3329	律	呂卹	來合三真入	
3330	黜	丑律	徹合三真入	
3331	㤕	竹律	知合三真入	
3332	朮	直律	澄合三真入	
3333	出	赤律	昌合三真入	
3334	焌	倉聿	清合三真入	
3335	𠭴	側律	莊合三真入	
3336	䎀	許聿	曉合三A真入	
3337	櫛	阻瑟	莊開三臻入	
3338	瑟	所櫛	生開三臻入	
3339	𪗨	崱瑟	崇開三臻入	
3340	物	文弗	明三C文入	
3341	弗	分勿	幫三C文入	
3342	鬱	紆物	影合三C文入	
3343	𠀔	九勿	見合三C文入	
3344	屈	區勿	溪合三C文入	
3345	倔	衢物	羣合三C文入	
3346	佛	符弗	並三C文入	
3347	䬍	許勿	曉合三C文入	
3348	䬑	王勿	云合三C文入	
3349	拂	敷勿	滂三C文入	
3350	崛	魚勿	疑合三C文入	
3351	迄	許訖	曉開三C殷入	
3352	訖	居乙〈乞〉	見開三C殷入	
3353	疙	魚迄	疑開三C殷入	
3354	䞘	其迄	羣開三C殷入	
3355	乞	去訖	溪開三C殷入	
3356	月	魚厥	疑合三C元入	
3357	伐	房越	並三C元入	
3358	越	王伐	云合三C元入	
3359	厥	居月	見合三C元入	
3360	𡡕	於月	影合三C元入	
3361	𧤼	其月	羣合三C元入	
3362	闕	去月	溪合三C元入	
3363	髮	方伐	幫三C元入	
3364	韤	望發	明三C元入	
3365	䬂	許月	曉合三C元入	
3366	謁	於歇	影開三C元入	
3367	歇	許竭（謁）	曉開三C元入	
3368	訐	居竭（謁）	見開三C元入	
3369	𢷒	其謁	羣開三C元入	
3370	㤄	拂伐	滂三C元入	
3371	钀	語訐	疑開三C元入	
3372	沒	莫勃	明一魂入	
3373	𣅝	土骨	透合一魂入	
3374	骨	古忽	見合一魂入	
3375	勃	蒲沒	並一魂入	
3376	咄	當沒	端合一魂入	
3377	突	他骨	透合一魂入	
3378	突	陀骨	定合一魂入	
3379	𩑦	烏沒	影合一魂入	
3380	忽	呼骨	曉合一魂入	
3381	兀	五忽	疑合一魂入	
3382	䪬	普沒	滂一魂入	
3383	𠀽	勒沒	來合一魂入	
3384	窟	苦骨	溪合一魂入	
3385	訥	內骨	泥合一魂入	
3386	窣	蘇骨	心合一魂入	
3387	猝	倉沒	清合一魂入	
3388	捽	昨沒	從合一魂入	
3389	麧	下沒	匣開一痕入	
3390	搰	戶骨	匣合一魂入	
3391	卒	臧沒	精合一魂入	
3392	曷	胡葛	匣開一寒入	
3393	䫘	許葛	曉開一寒入	
3394	怛	當割	端開一寒入	
3395	闥	他達	透開一寒入	
3396	遏	烏葛	影開一寒入	
3397	剌	盧達	來開一寒入	
3398	渴	苦曷	溪開一寒入	
3399	達	唐割	定開一寒入	
3400	嶻	才割	從開一寒入	
3401	嶭	五割	疑開一寒入	
3402	葛	古達	見開一寒入	
3403	躠	桑割	心開一寒入	
3404	攃	七曷	清開一寒入	
3405	捺	奴曷	泥開一寒入	
3406	䔾	矛〈予〉割	匣開一寒入	
3407	末	莫撥	明一寒入	
3408	枂	五活	疑合一寒入	
3409	柮	藏活	從合一寒入	
3410	撥	北末	幫一寒入	
3411	䰖	姊末	精開一寒入	
3412	括	古活	見合一寒入	
3413	闊	苦栝	溪合一寒入	
3414	活	戶括	匣合一寒入	
3415	奪	徒活	定合一寒入	
3416	豁	呼括	曉合一寒入	
3417	斡	烏括	影合一寒入	
3418	繓	子括	精合一寒入	
3419	鏺	普活	滂一寒入	
3420	侻	他括	透合一寒入	
3421	捋	郎括	來合一寒入	
3422	掇	丁括	端合一寒入	
3423	撮	倉括	清合一寒入	
3424	跋	蒲撥	並一寒入	
3425	黠	胡八	匣開二山入	
3426	札	側八	莊開二山入	
3427	拔	蒲八	並二山入	
3428	𤫶	恪八	溪開二山入	
3429	滑	戶八	匣合二山入	
3430	八	博拔	幫二山入	
3431	窡	丁滑	知合二山入	
3432	婠	烏八	影合二山入	
3433	豽	女滑	孃合二山入	
3434	䶪	初八	初開二山入	
3435	劀	古滑	見合二山入	
3436	戛	古黠	見開二山入	
3437	軋	烏黠	影開二山入	
3438	殺	所八	生開二山入	
3439	㑻	莫八	明二山入	
3440	傄	呼八	曉合二山入	
3441	痆	女黠	孃開二山入	
3442	𦤙	五骨〈滑〉	疑合二山入	
3443	䯇	口滑	溪合二山入	
3444	汃	普八	滂二山入	
3445	茁	鄒滑	莊合二山入	
3446	鎋	胡瞎	匣開二刪入	
3447	𪆰	乙鎋	影開二刪入	
3448	齾	五鎋	疑開二刪入	
3449	刹	初鎋	初開二刪入	
3450	𥴭	枯鎋	溪開二刪入	
3451	瞎	許鎋	曉開二刪入	
3452	獺	他鎋	徹開二刪入	
3453	刮	古䫄	見合二刪入	
3454	頢	下刮	匣合二刪入	
3455	䫄	丑刮	徹合二刪入	
3456	鵽	丁刮	知合二刪入	
3457	刷	數刮	生合二刪入	
3458	刖	五刮	疑合二刪入	
3459	䵵	初刮	初合二刪入	
3460	礣	莫鎋	明二刪入	
3461	妠	女刮	孃合二刪入	
3462	捌	百鎋	幫二刪入	
3463	𪈟	古鎋	見開二刪入	
3464	𨰉	查鎋	崇開二刪入	
3465	哳	陟鎋	知開二刪入	
3466	𩭿	而轄	孃開二刪入	
3467	屑	先結	心開四先入	
3468	切	千結	清開四先入	
3469	結	古屑	見開四先入	
3470	節	子結	精開四先入	
3471	血	呼決	曉合四先入	
3472	闋	苦穴	溪合四先入	
3473	玦	古穴	見合四先入	
3474	穴	胡決	匣合四先入	
3475	抉	於決	影合四先入	
3476	姪	徒結	定開四先入	
3477	鐵	他結	透開四先入	
3478	纈	胡結	匣開四先入	
3479	涅	奴結	泥開四先入	
3480	截	昨結	從開四先入	
3481	齧	五結	疑開四先入	
3482	蔑	莫結	明四先入	
3483	㢼	方結	幫四先入	
3484	噎	烏結	影開四先入	
3485	猰	苦結	溪開四先入	
3486	㚛	虎結	曉開四先入	
3487	撆	普蔑	滂四先入	
3488	蹩	蒲結	並四先入	
3489	窒	丁結	端開四先入	
3490	𥸸	練結	來開四先入	
3491	薛	私列	心開三仙入	
3492	列	良辥	來開三仙入	
3493	哲	陟列	知開三仙入	
3494	傑	渠列	羣開三B仙入	
3495	熱	如列	日開三仙入	
3496	晢	旨熱	章開三仙入	
3497	舌	食列	船開三仙入	
3498	折	常列	常開三仙入	
3499	孼	魚列	疑開三B仙入	
3500	滅	亡列	明三A仙入	
3501	朅	丘謁（竭）	溪開三B仙入	
3502	鷩	并列	幫三A仙入	
3503	絕	情雪	從合三仙入	
3504	蕝	子悅	精合三仙入	
3505	雪	相絕	心合三仙入	
3506	𤿫	丑悅	徹合三仙入	
3507	悅	弋雪	以合三仙入	
3508	缺	傾雪	溪合三A仙入	
3509	噦	乙劣	影合三B仙入	
3510	爇	如劣	日合三仙入	
3511	說	失爇	書合三仙入	
3512	拙	職悅	章合三仙入	
3513	歠	昌悅	昌合三仙入	
3514	輟	陟劣	知合三仙入	
3515	劣	力輟	來合三仙入	
3516	瞥	芳滅	滂三A仙入	
3517	別	皮列	並三B仙入	
3518	轍	直列	澄開三仙入	
3519	䇷	方別	幫三B仙入	
3520	㕞	所劣	生合三仙入	
3521a	孑	居列	見開三A仙入	孑𨥂趌
3521b	訐	居列（？）	見開三B仙入	訐䅥揭
3522	設	識列	書開三仙入	
3523	吶	女劣	孃合三仙入	
3524	𥄎	許劣	曉合三A仙入	
3525	妜	於悅	影合三A仙入	
3526	蹶	紀劣	見合三B仙入	
3527	茁	側劣	莊合三仙入	
3528	膬	七絕	清合三仙入	
3529	𧕾	姊列	精開三仙入	
3530	榝	山列	生開三仙入	
3531	焆	於列	影開三B仙入	
3532	屮	丑列	徹開三仙入	
3533	娎	許列	曉開三B仙入	
3534	啜	姝〈殊〉雪	常合三仙入	
3535	㔍	廁列〈別〉	初合三仙入	
3536	㿱	寺絕	邪合三仙入	
3537	掣	昌列	昌開三仙入	
3538	抴	羊列	以開三仙入	
3539	𨵊	土〈士〉列	崇開三仙入	
3540	藥	以灼	以開三陽入	
3541	略	離灼	來開三陽入	
3542	腳	居勺	見開三C陽入	
3543	灼	之若	章開三陽入	
3544	爍	書藥	書開三陽入	
3545	若	而灼	日開三陽入	
3546	綽	昌約	昌開三陽入	
3547	約	於略	影開三C陽入	
3548	卻	去約	溪開三C陽入	
3549	虐	魚約	疑開三C陽入	
3550	妁	市若	常開三陽入	
3551	㲋	丑略	徹開三陽入	
3552	削	息約	心開三陽入	
3553	斮	側略	莊開三陽入	
3554	爵	即略	精開三陽入	
3555	皭	在爵	從開三陽入	
3556	鵲	七雀	清開三陽入	
3557	噱	其虐	羣開三C陽入	
3558	嬳	憂縛	影合三C陽入	
3559	縛	符钁	並三C陽入	
3560	䂄	許縛	曉合三C陽入	
3561	籰	王縛	云合三C陽入	
3562	玃	居縛	見合三C陽入	
3563	芍	張略	知開三陽入	
3564	著	直略	澄開三陽入	
3565	躩	丘縛	溪合三C陽入	
3566	戄	具籰	羣合三C陽入	
3567	逽	女略	孃開三陽入	
3568	𩅿	孚縛	滂三C陽入	
3569	謔	虛約	曉開三C陽入	
3570	鐸	徒落	定開一唐入	
3571	莫	慕各	明一唐入	
3572	落	盧各	來開一唐入	
3573	託	他各	透開一唐入	
3574	作	則落	精開一唐入	
3575	錯	倉各	清開一唐入	
3576	各	古落	見開一唐入	
3577	恪	苦各	溪開一唐入	
3578	咢	五各	疑開一唐入	
3579	𩔈	匹各	滂一唐入	
3580	惡	烏各	影開一唐入	
3581	泊	傍各	並一唐入	
3582	𦞦	呵各	曉開一唐入	
3583	索	蘇各	心開一唐入	
3584	涸	下各	匣開一唐入	
3585	昨	在各	從開一唐入	
3586	博	補各	幫一唐入	
3587	諾	奴各	泥開一唐入	
3588	霍	虛郭	曉合一唐入	
3589	郭	古博	見合一唐入	
3590	雘	烏郭	影合一唐入	
3591	穫	胡郭	匣合一唐入	
3592	廓	苦郭	溪合一唐入	
3593	瓁	五郭	疑合一唐入	
3594	硦	盧穫	來合一唐入	
3595	㘀	祖郭	精合一唐入	
3596	陌	莫白	明二庚入	
3597	磔	陟格	知開二庚入	
3598	白	傍陌	並二庚入	
3599	伯	博陌	幫二庚入	
3600	劇	奇逆	羣開三B庚入	
3601	戟	几劇	見開三B庚入	
3602	𡩡	山戟	生開三庚入	
3603	柵	測戟	初開三庚入	
3604	嚄	胡伯	匣合二庚入	
3605	嘖	側伯	莊開二庚入	
3606	齚	鋤陌	崇開二庚入	
3607	隙	綺戟	溪開三B庚入	
3608	額	五陌	疑開二庚入	
3609	逆	宜戟	疑開三B庚入	
3610	客	苦格	溪開二庚入	
3611	啞	烏格	影開二庚入	
3612	虩	許郤	曉開三B庚入	
3613	坼	丑格	徹開二庚入	
3614	䪝	乙白	影合二庚入	
3615	拍	普伯	滂二庚入	
3616	赫	呼格	曉開二庚入	
3617	垎	胡格	匣開二庚入	
3618	格	古伯	見開二庚入	
3619	謋	虎伯	曉合二庚入	
3620	宅	場伯	澄開二庚入	
3621	虢	古伯	見合二庚入	
3622	擭	一虢	影合二庚入	
3623	蹃	女白	孃開二庚入	
3624	𧍕	丘擭	溪合二庚入	
3625	欂	弼戟	並三B庚入	
3626	麥	莫獲	明二耕入	
3627	獲	胡麥	匣合二耕入	
3628	蟈	古獲	見合二耕入	
3629	檗	博厄	幫二耕入	
3630	䌟	蒲革	並二耕入	
3631	賾	士革	崇開二耕入	
3632	責	側革	莊開二耕入	
3633	䞰	查獲	崇合二耕入	
3634	策	楚革	初開二耕入	
3635	礊	楷革	溪開二耕入	
3636	剨	呼麥	曉合二耕入	
3637	覈	下革	匣開二耕入	
3638	隔	古核	見開二耕入	
3639	摘	陟革	知開二耕入	
3640	戹	於革	影開二耕入	
3641	栜	山責	生開二耕入	
3642	𢶉	普麥	滂二耕入	
3643	虉	五革	疑開二耕入	
3644	礐	力摘	來開二耕入	
3645	㩇	簪｟子｠〈于〉摑	匣合二耕入	
3646	𢷾	砂獲	生合二耕入	
3647	𧾛	求獲	羣合三B庚入	
3648	疒	尼戹	孃開二耕入	
3649	昔	思積	心開三清入	
3650	積	資昔	精開三清入	
3651	益	伊昔	影開三A清入	
3652	繹	羊益	以開三清入	
3653	釋	施隻	書開三清入	
3654	尺	昌石	昌開三清入	
3655	石	常隻	常開三清入	
3656	隻	之石	章開三清入	
3657	擲	直炙	澄開三清入	
3658	皵	七迹	清開三清入	
3659	席	祥易	邪開三清入	
3660	籍	秦昔	從開三清入	
3661	擗	房益	並三A清入	
3662	役	營隻	以合三清入	
3663	瞁	許役	曉合三A清入	
3664	辟	必益	幫三A清入	
3665	僻	芳辟	滂三A清入	
3666	麝	食亦	船開三清入	
3667	碧	彼役	幫三B庚入	
3668	𪐏	竹益	知開三清入	
3669	彳	丑亦	徹開三清入	
3670	𦳮	之｟志｠〈？〉役	章合三清入	
3671	𥄎	七〈火〉役	曉合三A清入	
3672	錫	先擊	心開四青入	
3673	激	古歷	見開四青入	
3674	霹	普擊	滂四青入	
3675	靂	郎擊	來開四青入	
3676	的	都歷	端開四青入	
3677	檄	胡狄	匣開四青入	
3678	鷁	五歷	疑開四青入	
3679	荻	徒歷	定開四青入	
3680	逖	他歷	透開四青入	
3681	績	則歷	精開四青入	
3682	燩	苦擊	溪開四青入	
3683	惄	奴歷	泥開四青入	
3684	寂	前歷	從開四青入	
3685	覓	莫狄	明四青入	
3686	甓	扶歷	並四青入	
3687	壁	北激	幫四青入	
3688	闃	苦鶪	溪合四青入	
3689	郹	古闃	見合四青入	
3690	戚	倉歷	清開四青入	
3691	赥	許激	曉開四青入	
3692	𥍟	呼狊	曉合四青入	
3693	𣤩	丑歷	透開四青入	
3694	職	之翼	章開三蒸入	
3695	直	除力	澄開三蒸入	
3696	力	林直	來開三蒸入	
3697	敕	恥力	徹開三蒸入	
3698	陟	竹力	知開三蒸入	
3699	食	乘力	船開三蒸入	
3700	息	相即	心開三蒸入	
3701	寔	常職	常開三蒸入	
3702	識	賞職	書開三蒸入	
3703	赩	許極	曉開三C蒸入	
3704	崱	士力	崇開三蒸入	
3705	極	渠力	羣開三C蒸入	
3706	匿	女力	孃開三蒸入	
3707	測	初力	初開三蒸入	
3708a	憶	於力	影開三C蒸入	憶億臆肊𠶷繶醷澺薏𦺳䗷𩍖檍𣚍癔
3708b	抑	於力（棘）	影開三B蒸入	抑𡊁
3709	色	所力	生開三蒸入	
3710	䩯	丘力	溪開三C蒸入	
3711	殛	紀力	見開三C蒸入	
3712	弋	與職	以開三蒸入	
3713	即	子力	精開三蒸入	
3714	逼	彼側	幫三B蒸入	
3715	域	雨逼	云合三B蒸入	
3716	洫	況逼	曉合三B蒸入	
3717	堛	芳逼	滂三B蒸入	
3718	稄	阻力	莊開三蒸入	
3719	愎	符逼	並三B蒸入	
3720	嶷	魚力	疑開三C蒸入	
3721	堲	秦力	從開三蒸入	
3722	𡮞	丁力	知開三蒸入	
3723	䁇	亡逼	明三B蒸入	
3724	瀷	昌力	昌開三蒸入	
3725	德	多則	端開一登入	
3726	則	子德	精開一登入	
3727	勒	盧則	來開一登入	
3728	忒	他德	透開一登入	
3729	刻	苦得	溪開一登入	
3730	特	徒得	定開一登入	
3731	黑	呼北	曉開一登入	
3732	墨	莫北	明一登入	
3733	賊	昨則	從開一登入	
3734	塞	蘇則	心開一登入	
3735	北	博墨	幫一登入	
3736	菔	蒲北	並一登入	
3737	或	胡國	匣合一登入	
3738	國	古或	見合一登入	
3739	餩	愛黑	影開一登入	
3740	劾	胡得	匣開一登入	
3741	䘅	奴勒	泥開一登入	
3742	裓	古得	見開一登入	
3743	墄	七則	清開一登入	
3744	覆	匹北	滂一登入	
3745	𢃤	呼或	曉合一登入	
3746	緝	七入	清開三侵入	
3747	十	是執	常開三侵入	
3748	執	之入	章開三侵入	
3749	習	似入	邪開三侵入	
3750	集	秦入	從開三侵入	
3751	入	人執	日開三侵入	
3752	揖	伊入	影開三A侵入	
3753	溼	失入	書開三侵入	
3754	㗱	子入	精開三侵入	
3755	及	其立	羣開三B侵入	
3756	蟄	直立	澄開三侵入	
3757	縶	陟立	知開三侵入	
3758	立	力入	來開三侵入	
3759	急	居立	見開三B侵入	
3760	岌	魚及	疑開三B侵入	
3761	泣	去急	溪開三B侵入	
3762	𩎕	先立	心開三侵入	
3763	歰	色立	生開三侵入	
3764	吸	許及	曉開三B侵入	
3765	戢	阻立	莊開三侵入	
3766	邑	於汲	影開三B侵入	
3767	湁	丑入	徹開三侵入	
3768	煜	爲立	云開三B侵入	
3769	熠	羊入	以開三侵入	
3770	孨	尼立	孃開三侵入	
3771	霵	仕戢	崇開三侵入	
3772	𪀐	皮及	並三B侵入	
3773	鵖	彼及	幫三B侵入	
3774	㞚	初戢	初開三侵入	
3775	卙	昌汁	昌開三侵入	
3776	合	侯閤	匣開一覃入	
3777	閤	古沓	見開一覃入	
3778	答	都合	端開一覃入	
3779	趿	蘇合	心開一覃入	
3780	沓	徒合	定開一覃入	
3781	錔	他合	透開一覃入	
3782	雜	徂合	從開一覃入	
3783	帀	子荅	精開一覃入	
3784	拉	盧合	來開一覃入	
3785	納	奴荅	泥開一覃入	
3786	溘	口荅	溪開一覃入	
3787	姶	烏合	影開一覃入	
3788	欱	呼合	曉開一覃入	
3789	𣊡	五合	疑開一覃入	
3790	䟃	七合	清開一覃入	
3791	遪	士〈七〉合	清開一覃入	
3792	唈	烏荅	影開一覃入	
3793	盍	胡臘	匣開一談入	
3794	臘	盧盍	來開一談入	
